Sequence Length,Hidden Size,Loss Vector,Accuracy
6000,16,"[1.219536542892456, 1.259627103805542, 1.264917254447937, 1.293182611465454, 1.3018242120742798, 1.301096796989441, 1.302506446838379, 1.2933757305145264, 1.3040591478347778, 1.3043335676193237]",0.86
6000,18,"[0.385361909866333, 0.3473476767539978, 0.3278822600841522, 0.3280356228351593, 0.32079556584358215, 0.32652100920677185, 0.31626030802726746, 0.32191798090934753, 0.3253781795501709, 0.3287266492843628]",0.84
6000,20,"[0.3650344908237457, 0.33084189891815186, 0.3202563524246216, 0.3166430592536926, 0.3154016435146332, 0.31380870938301086, 0.31375235319137573, 0.3139941096305847, 0.3137929439544678, 0.31345319747924805]",0.875
6000,22,"[0.7660893201828003, 0.7079047560691833, 0.698090136051178, 0.6949078440666199, 0.6945574879646301, 0.6941145062446594, 0.6937782168388367, 0.6934704780578613, 0.6934012174606323, 0.6933039426803589]",0.845
6000,24,"[0.3386308252811432, 0.33422335982322693, 0.3203706741333008, 0.31701645255088806, 0.3163873255252838, 0.31612691283226013, 0.3154919147491455, 0.31459909677505493, 0.3138580918312073, 0.31367257237434387]",0.835
8000,2,"[0.5851671099662781, 0.5929023027420044, 0.5966028571128845, 0.43204718828201294, 0.3978602886199951, 0.39985179901123047, 0.36821675300598145, 0.3735170364379883, 0.3569387197494507, 0.35321077704429626]",0.855
8000,4,"[0.8551270961761475, 0.8468416929244995, 0.7959293127059937, 0.7356197834014893, 0.7204245924949646, 0.7164759635925293, 0.7116966247558594, 0.7109664082527161, 0.6977322697639465, 0.7028923630714417]",0.865
8000,6,"[0.48667678236961365, 0.37868016958236694, 0.3426762521266937, 0.33475491404533386, 0.32928401231765747, 0.32651016116142273, 0.3235712945461273, 0.3248629868030548, 0.32303154468536377, 0.31919193267822266]",0.83
8000,8,"[0.8042482733726501, 0.7340150475502014, 0.7065953016281128, 0.7071320414543152, 0.6976155042648315, 0.6985342502593994, 0.6952845454216003, 0.6958422660827637, 0.6951796412467957, 0.6952506899833679]",0.865
8000,10,"[1.1127843856811523, 1.2669901847839355, 1.2866132259368896, 1.2978248596191406, 1.3002519607543945, 1.3056585788726807, 1.306274175643921, 1.3080958127975464, 1.3117239475250244, 1.30849289894104]",0.85
8000,12,"[0.7396158576011658, 0.7030242085456848, 0.6966923475265503, 0.6947025060653687, 0.6944000720977783, 0.6936156749725342, 0.6934164762496948, 0.6933232545852661, 0.6933000683784485, 0.6932877898216248]",0.87
8000,14,"[0.7680228352546692, 0.7257905006408691, 0.6999562978744507, 0.6973332762718201, 0.6938949227333069, 0.693896472454071, 0.6934543251991272, 0.6934859156608582, 0.6935076713562012, 0.6932967901229858]",0.835
8000,16,"[0.7309519052505493, 0.7340747117996216, 0.7249278426170349, 0.7108337879180908, 0.7046700716018677, 0.6997454166412354, 0.700273871421814, 0.6974951028823853, 0.6970947980880737, 0.6955533623695374]",0.85
8000,18,"[0.7304002046585083, 0.696753740310669, 0.694586455821991, 0.6937589645385742, 0.693676769733429, 0.6933688521385193, 0.693397045135498, 0.6933194398880005, 0.6932553648948669, 0.6933498382568359]",0.87
8000,20,"[0.34918326139450073, 0.32599711418151855, 0.31870242953300476, 0.31864991784095764, 0.3169515132904053, 0.3189801871776581, 0.315358966588974, 0.3165740966796875, 0.3166060447692871, 0.317219078540802]",0.85
8000,22,"[0.3713546693325043, 0.32556653022766113, 0.3184898793697357, 0.3163212835788727, 0.3149716258049011, 0.31635552644729614, 0.31469962000846863, 0.3156346082687378, 0.31568631529808044, 0.31461989879608154]",0.83
8000,24,"[0.8773505687713623, 0.7306178212165833, 0.7095599174499512, 0.703180193901062, 0.7048594355583191, 0.6959572434425354, 0.6974475383758545, 0.6985282897949219, 0.6984428763389587, 0.6958581209182739]",0.86
