Sequence Length,Hidden Size,Loss Vector,Accuracy
2000,8,"[0.7900478839874268, 0.7141987085342407, 0.6967087984085083, 0.6948863863945007, 0.6937410831451416, 0.6934592127799988, 0.6936443448066711, 0.6933237910270691, 0.693272054195404, 0.6932612061500549]",1.0
2000,10,"[0.44978439807891846, 0.4024461507797241, 0.3947305977344513, 0.4073478877544403, 0.4125182032585144, 0.3932732343673706, 0.405668705701828, 0.3882267475128174, 0.3724418878555298, 0.3629935681819916]",0.975
2000,12,"[0.7076992988586426, 0.6957360506057739, 0.6944502592086792, 0.6936689019203186, 0.6934733986854553, 0.693348228931427, 0.6933146715164185, 0.6932400465011597, 0.6932019591331482, 0.6931779980659485]",0.995
2000,14,"[0.6982795596122742, 0.6947441101074219, 0.6944125294685364, 0.6938567757606506, 0.6936026215553284, 0.6933513283729553, 0.693230390548706, 0.6932288408279419, 0.6931878328323364, 0.6931719183921814]",1.0
2000,16,"[0.7164599299430847, 0.6978070735931396, 0.6943709254264832, 0.6955682635307312, 0.6960024833679199, 0.699590802192688, 0.728871762752533, 0.7013593912124634, 0.6952636241912842, 0.6947264075279236]",1.0
2000,18,"[0.3260183036327362, 0.3146633207798004, 0.31438297033309937, 0.31393152475357056, 0.31336063146591187, 0.3133479356765747, 0.31337466835975647, 0.3135465979576111, 0.31333163380622864, 0.31333068013191223]",1.0
2000,20,"[0.31861358880996704, 0.31486406922340393, 0.3137701153755188, 0.31355565786361694, 0.3134707808494568, 0.3134242594242096, 0.3141745626926422, 0.31340542435646057, 0.3133285641670227, 0.3133643865585327]",1.0
2000,22,"[0.7002378106117249, 0.6940058469772339, 0.693483829498291, 0.6933622360229492, 0.6932237148284912, 0.6932007670402527, 0.693206250667572, 0.6932290196418762, 0.6932436227798462, 0.697539746761322]",0.865
2000,24,"[0.3182397484779358, 0.3139321208000183, 0.31381428241729736, 0.31341928243637085, 0.3134133517742157, 0.3133578598499298, 0.31337204575538635, 0.31387585401535034, 0.3161748945713043, 0.32193759083747864]",0.995
4000,2,"[0.8319834470748901, 0.7788598537445068, 0.7367724180221558, 0.7315449714660645, 0.7217002511024475, 0.71018385887146, 0.7051701545715332, 0.6993499994277954, 0.6983758807182312, 0.6991351246833801]",0.93
4000,4,"[0.8050678968429565, 0.7247822880744934, 0.702326238155365, 0.6998246312141418, 0.6958473324775696, 0.6949968934059143, 0.6942116022109985, 0.6941444277763367, 0.6934255957603455, 0.693438708782196]",1.0
4000,6,"[0.7590283751487732, 0.7062544226646423, 0.6983779072761536, 0.6949405074119568, 0.6952942609786987, 0.6946306824684143, 0.6940510869026184, 0.6937351822853088, 0.6934713125228882, 0.6936794519424438]",1.0
4000,8,"[0.7905290126800537, 0.7191979289054871, 0.6968869566917419, 0.6951776146888733, 0.6939519047737122, 0.6935237646102905, 0.6934192180633545, 0.6933388710021973, 0.6933460831642151, 0.6932066679000854]",1.0
4000,10,"[0.3440294861793518, 0.3163645565509796, 0.31512290239334106, 0.3140490651130676, 0.3143523335456848, 0.31371715664863586, 0.3135296702384949, 0.3134775757789612, 0.3156983256340027, 0.31383997201919556]",1.0
4000,12,"[0.33553028106689453, 0.32389408349990845, 0.31497299671173096, 0.31444111466407776, 0.31396451592445374, 0.3136622905731201, 0.3135794401168823, 0.3133974075317383, 0.31339481472969055, 0.31331098079681396]",1.0
4000,14,"[0.7709240913391113, 0.7485469579696655, 0.698448896408081, 0.6946227550506592, 0.6936586499214172, 0.6933730840682983, 0.6932184100151062, 0.6931942701339722, 0.6931559443473816, 0.6931605339050293]",1.0
4000,16,"[0.7205144762992859, 0.6989696025848389, 0.6946768760681152, 0.6944098472595215, 0.6938402652740479, 0.6936053037643433, 0.6932889223098755, 0.69325190782547, 0.6932461261749268, 0.6932888627052307]",1.0
4000,18,"[0.31710103154182434, 0.31423601508140564, 0.3138135075569153, 0.3134578764438629, 0.3134516179561615, 0.31343576312065125, 0.31330645084381104, 0.31332316994667053, 0.31328412890434265, 0.31329041719436646]",1.0
4000,20,"[0.6987320184707642, 0.6949731111526489, 0.6937922239303589, 0.6935427188873291, 0.6932924389839172, 0.6932953000068665, 0.6932353973388672, 0.6931886672973633, 0.6931812167167664, 0.6931772828102112]",1.0
4000,22,"[0.7021178603172302, 0.6944261193275452, 0.6936897039413452, 0.6934453845024109, 0.6932809352874756, 0.693202793598175, 0.6932165026664734, 0.6931911706924438, 0.6931676268577576, 0.6931580305099487]",1.0
4000,24,"[0.6979814767837524, 0.6940827369689941, 0.6934242844581604, 0.6932718753814697, 0.6932451725006104, 0.6932135224342346, 0.6931881308555603, 0.6931646466255188, 0.6931564211845398, 0.6931537389755249]",1.0
6000,2,"[0.5478218793869019, 0.5698223114013672, 0.5417138338088989, 0.4757227897644043, 0.4341821074485779, 0.40935179591178894, 0.399262934923172, 0.367525190114975, 0.3548038601875305, 0.3336271643638611]",0.89
6000,4,"[0.8521640300750732, 0.7482483983039856, 0.710939884185791, 0.7031537890434265, 0.6991032958030701, 0.6954072117805481, 0.6945755481719971, 0.6952236294746399, 0.6938036680221558, 0.693713366985321]",1.0
6000,6,"[0.3926279842853546, 0.3507651388645172, 0.3282835781574249, 0.32044717669487, 0.3197897970676422, 0.3143295347690582, 0.31395241618156433, 0.3140025734901428, 0.31363755464553833, 0.3136184513568878]",1.0
6000,8,"[0.8004394769668579, 0.7035485506057739, 0.6961234211921692, 0.6949273943901062, 0.6945040225982666, 0.6938052773475647, 0.6936218738555908, 0.6933924555778503, 0.6933669447898865, 0.6932521462440491]",1.0
6000,10,"[0.7362163066864014, 0.7020469307899475, 0.697295069694519, 0.6955041289329529, 0.6943753361701965, 0.6937295198440552, 0.6934715509414673, 0.6933368444442749, 0.6932565569877625, 0.6932658553123474]",1.0
6000,12,"[0.7271333336830139, 0.6993703842163086, 0.6950200796127319, 0.6943034529685974, 0.6938670873641968, 0.6936758160591125, 0.693388044834137, 0.6932955384254456, 0.6932044625282288, 0.693220853805542]",1.0
6000,14,"[0.7030238509178162, 0.6947996616363525, 0.6943275928497314, 0.6939727067947388, 0.693560779094696, 0.6933701634407043, 0.6932915449142456, 0.6932217478752136, 0.6932075023651123, 0.6931706070899963]",1.0
