Sequence Length,Hidden Size,Loss Vector,Accuracy
4000,22,"[0.33954429626464844, 0.3317892849445343, 0.34111568331718445, 0.3371244966983795, 0.3204283118247986, 0.3173055350780487, 0.3190227448940277, 0.31474557518959045, 0.313801646232605, 0.3137875497341156]",1.0
4000,24,"[0.3205769658088684, 0.31464383006095886, 0.31381672620773315, 0.3135800361633301, 0.31331148743629456, 0.3133399784564972, 0.3133472204208374, 0.3134863078594208, 0.31331872940063477, 0.3133167326450348]",1.0
6000,2,"[0.5216901302337646, 0.46833348274230957, 0.43725481629371643, 0.3700215518474579, 0.35040268301963806, 0.3327736556529999, 0.3382253646850586, 0.33888083696365356, 0.3199383616447449, 0.3176664710044861]",0.99
6000,4,"[0.8248487710952759, 0.748096764087677, 0.7317483425140381, 0.7048354744911194, 0.7007703185081482, 0.6968111991882324, 0.6955735683441162, 0.6964734196662903, 0.694063127040863, 0.6941102743148804]",1.0
6000,6,"[0.8484121561050415, 0.7132267355918884, 0.7023187279701233, 0.7009913921356201, 0.6960592865943909, 0.6942057609558105, 0.6941341161727905, 0.6939848065376282, 0.6934159994125366, 0.6932027339935303]",1.0
6000,8,"[0.5068556070327759, 0.3456282913684845, 0.3172057271003723, 0.3172924220561981, 0.31400230526924133, 0.31486374139785767, 0.3138718605041504, 0.313637375831604, 0.3134235441684723, 0.31347739696502686]",1.0
6000,10,"[0.7366759181022644, 0.7037671208381653, 0.6981579661369324, 0.6953184008598328, 0.6943851709365845, 0.6939064264297485, 0.693473219871521, 0.6933647394180298, 0.6934840083122253, 0.693278431892395]",1.0
6000,12,"[0.7315773367881775, 0.7002077102661133, 0.6970105767250061, 0.6946748495101929, 0.6943269371986389, 0.6935126185417175, 0.6934331059455872, 0.6934234499931335, 0.693354606628418, 0.6932689547538757]",1.0
6000,14,"[0.32426807284355164, 0.3171110153198242, 0.31418585777282715, 0.313943088054657, 0.3135389983654022, 0.3136386573314667, 0.31366097927093506, 0.3136378824710846, 0.3133533298969269, 0.3133366107940674]",1.0
6000,16,"[0.31901589035987854, 0.4379614591598511, 0.39091235399246216, 0.6322510242462158, 0.4109064042568207, 0.36113375425338745, 0.3689810633659363, 0.3674886226654053, 0.37009483575820923, 0.385614812374115]",0.77
6000,18,"[0.3423612415790558, 0.31916266679763794, 0.3149166405200958, 0.3138231635093689, 0.3135996460914612, 0.31341633200645447, 0.3133974075317383, 0.31328707933425903, 0.31327593326568604, 0.31326818466186523]",0.905
6000,20,"[0.699243426322937, 0.6950193643569946, 1.311580777168274, 0.6937742829322815, 0.6938129663467407, 0.6933466196060181, 0.6932440400123596, 0.6931775212287903, 0.6931870579719543, 0.693170964717865]",0.99
6000,22,"[0.3191033899784088, 0.31409314274787903, 0.3137392997741699, 0.31337520480155945, 0.3133229911327362, 0.3133026957511902, 0.3132829964160919, 0.31329336762428284, 0.31327977776527405, 0.3132742941379547]",0.925
6000,24,"[1.0034877061843872, 0.865217924118042, 1.1024190187454224, 0.9747835397720337, 1.1355730295181274, 0.6971996426582336, 0.8853827714920044, 1.1750152111053467, 0.7244740128517151, 0.7222275137901306]",0.49
8000,2,"[0.46828600764274597, 0.42848554253578186, 0.3816545903682709, 0.38841575384140015, 0.3752303123474121, 0.384346604347229, 0.35031184554100037, 0.33999723196029663, 0.3668830096721649, 0.35956406593322754]",0.975
8000,4,"[0.7745444774627686, 0.7283495664596558, 0.6989352107048035, 0.6986116170883179, 0.6970080733299255, 0.6965457201004028, 0.6957036852836609, 0.6950158476829529, 0.6955834031105042, 0.694226861000061]",1.0
8000,6,"[0.8034511804580688, 0.7305273413658142, 0.7202432155609131, 0.7053849697113037, 0.699225127696991, 0.6952317357063293, 0.694433867931366, 0.6953323483467102, 0.6944664716720581, 0.6940787434577942]",1.0
8000,8,"[0.8172149658203125, 0.7046560049057007, 0.6982415914535522, 0.6956827640533447, 0.6945093870162964, 0.6938515901565552, 0.6937911510467529, 0.6933658719062805, 0.6934785842895508, 0.693420946598053]",1.0
8000,10,"[0.3705066740512848, 0.32317832112312317, 0.3165907561779022, 0.31524041295051575, 0.314560204744339, 0.3141922354698181, 0.31357306241989136, 0.3134823739528656, 0.31335148215293884, 0.3133526146411896]",0.99
8000,12,"[0.34630170464515686, 0.3181675970554352, 0.31628549098968506, 0.31519484519958496, 0.3143936097621918, 0.3136935532093048, 0.31374555826187134, 0.31344151496887207, 0.3135206997394562, 0.3134271204471588]",1.0
8000,14,"[0.3454822897911072, 0.31620869040489197, 0.31458908319473267, 0.31373605132102966, 0.3134322762489319, 0.313425213098526, 0.3133623003959656, 0.313381552696228, 0.3133251667022705, 0.31337109208106995]",0.85
8000,16,"[0.3254883587360382, 0.3152706027030945, 0.3135356903076172, 0.31352680921554565, 0.3133608102798462, 0.31339219212532043, 0.31334200501441956, 0.31338122487068176, 0.3135766386985779, 0.6930761337280273]",0.54
8000,18,"[0.7056789398193359, 0.6954321265220642, 0.6940057277679443, 0.6935825347900391, 0.6932889819145203, 0.6932709813117981, 0.6932582259178162, 0.6932196617126465, 0.6931830644607544, 0.6931810975074768]",0.96
8000,20,"[0.7013816237449646, 0.7064861059188843, 0.703035295009613, 0.755744993686676, 1.1478242874145508, 1.0422430038452148, 0.7302078008651733, 0.7163254022598267, 0.7080082297325134, 0.7112737894058228]",0.78
8000,22,"[0.3221392035484314, 0.31482023000717163, 0.3137207329273224, 0.31347009539604187, 0.31342050433158875, 0.3133474886417389, 0.31336063146591187, 0.3133164644241333, 0.3133169710636139, 0.3132835030555725]",1.0
8000,24,"[0.3744916021823883, 0.34678277373313904, 0.3247697055339813, 0.3156765103340149, 0.31405875086784363, 0.3135437071323395, 0.3134162425994873, 0.3132971227169037, 0.31329527497291565, 0.31328970193862915]",1.0
