Sequence Length,Hidden Size,Loss Vector,Accuracy
40,6,"[0.8720225095748901, 0.7276052236557007, 0.7046799659729004, 0.7015930414199829, 0.6970223784446716, 0.6947799921035767, 0.6938349008560181, 0.6938619017601013, 0.6934425234794617, 0.6935735940933228]",0.995
40,8,"[0.3829638361930847, 0.3412155210971832, 0.3285062611103058, 0.32645830512046814, 0.31558626890182495, 0.31498754024505615, 0.3136824071407318, 0.31354883313179016, 0.3137504458427429, 0.31373459100723267]",1.0
40,10,"[0.3596542477607727, 0.31853625178337097, 0.3158446252346039, 0.3145800530910492, 0.31486669182777405, 0.31371715664863586, 0.31372255086898804, 0.3135389983654022, 0.31338226795196533, 0.3134472668170929]",1.0
40,12,"[0.3470185399055481, 0.3275299668312073, 0.31580567359924316, 0.314958393573761, 0.3140260875225067, 0.3137867748737335, 0.3135932981967926, 0.6929441690444946, 0.692897617816925, 0.3136339783668518]",1.0
40,14,"[0.3253065347671509, 0.31608372926712036, 0.31510400772094727, 0.3137940764427185, 0.31347182393074036, 0.3134356737136841, 0.3134600520133972, 0.31337815523147583, 0.3133366107940674, 0.6931309700012207]",0.475
40,16,"[0.7847439050674438, 0.7234269976615906, 0.6979957818984985, 0.6962286829948425, 0.6951401233673096, 0.6943023204803467, 0.6943843364715576, 0.6944444179534912, 0.6936207413673401, 0.6934226751327515]",0.995
40,18,"[0.3214476704597473, 0.31501147150993347, 0.3144979476928711, 0.3136938214302063, 0.31352758407592773, 0.31339722871780396, 0.3134389817714691, 0.3133058249950409, 0.3132931888103485, 0.3132948577404022]",0.83
40,20,"[0.3223029673099518, 0.31793373823165894, 0.31459692120552063, 0.3143153488636017, 0.3134280741214752, 0.3143143653869629, 0.3141072392463684, 0.3133102059364319, 0.6930989027023315, 0.6931155920028687]",0.485
40,22,"[0.32518699765205383, 0.3159066140651703, 0.3149759769439697, 0.3139347434043884, 0.3137875497341156, 0.31371158361434937, 0.3134760856628418, 0.3134377598762512, 0.31338226795196533, 0.3133080005645752]",1.0
40,24,"[0.34069040417671204, 0.31519830226898193, 0.6914917826652527, 0.3145550489425659, 0.3137683868408203, 0.3134157061576843, 0.3133666515350342, 0.313764363527298, 0.31354954838752747, 0.31391122937202454]",1.0
60,2,"[0.46664488315582275, 0.47761309146881104, 0.40854740142822266, 0.3767993450164795, 0.3481691777706146, 0.33959996700286865, 0.3259997069835663, 0.33174318075180054, 0.3200468420982361, 0.32200443744659424]",0.905
60,4,"[0.46457648277282715, 0.37016770243644714, 0.3343416452407837, 0.3217259645462036, 0.31727203726768494, 0.3159498870372772, 0.3159460723400116, 0.31595945358276367, 0.3221988081932068, 0.31414172053337097]",1.0
60,6,"[0.7907248139381409, 0.7032464146614075, 0.698583722114563, 0.6964576244354248, 0.6940563321113586, 0.6937500834465027, 0.6936143636703491, 0.6933749318122864, 0.6933366656303406, 0.6932056546211243]",1.0
60,8,"[0.38515666127204895, 0.3330897390842438, 0.3180014193058014, 0.3162749111652374, 0.3146480917930603, 0.3139296770095825, 0.3137107193470001, 0.3135848343372345, 0.31374669075012207, 0.31350135803222656]",1.0
60,10,"[0.7415928840637207, 0.7035490274429321, 0.696172833442688, 0.6949410438537598, 0.693841814994812, 0.6936232447624207, 0.6934572458267212, 0.6933093667030334, 0.6933034658432007, 0.6932271718978882]",1.0
60,12,"[0.7807151079177856, 0.6994154453277588, 0.6968433260917664, 0.6940284371376038, 0.6937061548233032, 0.693449854850769, 0.6934076547622681, 0.6932094097137451, 0.6931743025779724, 0.6931787729263306]",1.0
60,14,"[0.7260470986366272, 0.6991141438484192, 0.696274995803833, 0.69395512342453, 0.6939069032669067, 0.69342041015625, 0.6935165524482727, 0.6932778358459473, 0.6932314038276672, 0.6932094693183899]",1.0
60,16,"[0.7045761942863464, 0.6951354742050171, 0.6962900757789612, 0.6934976577758789, 0.6933966279029846, 0.6933020353317261, 0.6933513283729553, 0.6932900547981262, 0.6932331919670105, 0.693265974521637]",0.545
60,18,"[0.33722618222236633, 0.31519049406051636, 0.31516507267951965, 0.31422722339630127, 0.3142685890197754, 0.3136194050312042, 0.31367629766464233, 0.3136632442474365, 0.313556432723999, 0.313468337059021]",1.0
60,20,"[0.7016293406486511, 0.696026623249054, 0.6941102743148804, 0.6936306357383728, 0.6933701634407043, 0.6932819485664368, 0.6931827068328857, 0.6931924819946289, 0.6931703090667725, 0.6931590437889099]",1.0
60,22,"[0.7117389440536499, 0.6968497037887573, 0.693910539150238, 0.6938866376876831, 0.6937286257743835, 0.6932868361473083, 0.6932142376899719, 0.6932176947593689, 0.6931710839271545, 0.693164587020874]",1.0
60,24,"[0.3190262019634247, 0.3144778609275818, 0.31372159719467163, 0.31363266706466675, 0.313563734292984, 0.3134015202522278, 0.3146301805973053, 0.31353455781936646, 0.3133205473423004, 0.3133414685726166]",1.0
80,2,"[0.4583885073661804, 0.42450058460235596, 0.3958286643028259, 0.39357709884643555, 0.40778446197509766, 0.37811577320098877, 0.42799457907676697, 0.40620434284210205, 0.4327643811702728, 0.3913377821445465]",0.83
80,4,"[1.037124514579773, 1.173548936843872, 1.1132562160491943, 1.0017019510269165, 0.8114153742790222, 0.7376513481140137, 0.709114670753479, 0.7053481340408325, 0.7114512324333191, 0.7006151676177979]",0.985
80,6,"[0.3847786486148834, 0.34526684880256653, 0.3227802813053131, 0.319976806640625, 0.31597796082496643, 0.3156973719596863, 0.3143296241760254, 0.3138696849346161, 0.31365862488746643, 0.31343933939933777]",1.0
80,8,"[0.8376116156578064, 0.7115007638931274, 0.6968475580215454, 0.6950621008872986, 0.6938834190368652, 0.693753182888031, 0.6934782862663269, 0.6934548616409302, 0.6932179927825928, 0.6932189464569092]",1.0
80,10,"[0.35955604910850525, 0.3188917934894562, 0.3153415620326996, 0.31453609466552734, 0.3141649663448334, 0.3141462504863739, 0.3135565221309662, 0.31341344118118286, 0.3134125769138336, 0.3133692741394043]",1.0
80,12,"[0.3660792410373688, 0.3204420804977417, 0.31465765833854675, 0.31595250964164734, 0.31403210759162903, 0.3139100968837738, 0.3135802149772644, 0.313448041677475, 0.31344401836395264, 0.31347331404685974]",1.0
80,14,"[1.240346908569336, 0.793168306350708, 0.7064578533172607, 0.6989446878433228, 0.6959993243217468, 0.6960592865943909, 0.6968642473220825, 0.6954540610313416, 0.694106936454773, 0.6948859691619873]",0.995
80,16,"[0.7027187347412109, 0.6952944993972778, 0.6939706802368164, 0.6934877634048462, 0.693329930305481, 0.6932318806648254, 0.6931834816932678, 0.6931795477867126, 0.6931726932525635, 0.6931548118591309]",1.0
80,18,"[0.7056787610054016, 0.6962869763374329, 0.6948877573013306, 0.6937592625617981, 0.6934077739715576, 0.69329833984375, 0.6932467818260193, 0.6931940913200378, 0.693172037601471, 0.6931551098823547]",0.545
80,20,"[0.7189757227897644, 0.6957603693008423, 0.6938390135765076, 0.6936323642730713, 0.6935509443283081, 0.693223774433136, 0.6932190656661987, 0.6931992173194885, 0.6932133436203003, 0.6931895017623901]",0.455
80,22,"[0.782279372215271, 0.707116425037384, 0.6981858015060425, 0.6951088905334473, 0.6936447024345398, 0.6935983896255493, 0.6934579014778137, 0.6932723522186279, 0.6932082772254944, 0.6932372450828552]",1.0
80,24,"[0.8181442618370056, 0.6976979374885559, 0.6941930651664734, 0.6934710741043091, 0.6933103203773499, 1.3117624521255493, 0.6932068467140198, 1.3126546144485474, 0.6933582425117493, 0.6931649446487427]",0.54
200,2,"[0.9491772055625916, 0.9542638063430786, 0.9261574745178223, 0.9397448301315308, 0.8390071392059326, 0.7768230438232422, 0.7224137783050537, 0.7094148993492126, 0.7009355425834656, 0.7016344666481018]",0.905
200,4,"[0.556296706199646, 0.5097582340240479, 0.41242823004722595, 0.36304786801338196, 0.3407866954803467, 0.33482253551483154, 0.33454811573028564, 0.33177560567855835, 0.33030563592910767, 0.3291916251182556]",0.98
200,6,"[0.7486248016357422, 0.7030894160270691, 0.6971215605735779, 0.6952062845230103, 0.695496141910553, 0.6938253045082092, 0.6936019659042358, 0.693381130695343, 0.6933179497718811, 0.6933426856994629]",1.0
200,8,"[0.7736406326293945, 0.7104025483131409, 0.6995686888694763, 0.6978222131729126, 0.6944472193717957, 0.6939363479614258, 0.6942422389984131, 0.6938015222549438, 0.6936353445053101, 0.6933355927467346]",1.0
200,10,"[0.352883905172348, 0.3179779052734375, 0.3200477659702301, 0.3143044412136078, 0.31430575251579285, 0.31374433636665344, 0.3136396110057831, 0.31341397762298584, 0.3133447766304016, 0.31340840458869934]",1.0
200,12,"[0.7334128022193909, 0.6981393098831177, 0.694996178150177, 0.6944827437400818, 0.6938826441764832, 0.6934147477149963, 0.693349301815033, 0.6932615637779236, 0.6932191252708435, 0.6931784749031067]",1.0
200,14,"[0.7430076003074646, 0.6985046863555908, 0.6946088671684265, 0.6940999627113342, 0.6935586333274841, 0.6934676170349121, 0.6932845115661621, 0.6932171583175659, 0.6931849718093872, 0.6931806206703186]",1.0
200,16,"[0.32140490412712097, 0.3159392774105072, 0.314272940158844, 0.31411412358283997, 0.3136572241783142, 0.31346502900123596, 0.3133654296398163, 0.3133563697338104, 0.313323438167572, 0.31329283118247986]",0.995
200,18,"[0.33373063802719116, 0.31512951850891113, 0.3142823278903961, 0.31373441219329834, 0.3136441707611084, 0.3134014308452606, 0.3133888840675354, 0.3133738934993744, 0.31335723400115967, 0.3133081793785095]",1.0
200,20,"[0.31600359082221985, 0.31500694155693054, 0.692121684551239, 0.6919175386428833, 0.6901830434799194, 0.3143251836299896, 0.3134743571281433, 0.31339672207832336, 0.31334879994392395, 0.3133465349674225]",1.0
200,22,"[0.3191065192222595, 0.31464409828186035, 0.692537248134613, 0.6923372745513916, 0.31370288133621216, 0.3135257661342621, 0.31342512369155884, 0.3133752942085266, 0.31332167983055115, 0.3132765591144562]",0.955
200,24,"[0.7697380781173706, 0.7008816599845886, 0.6943128108978271, 0.693497359752655, 0.6933724284172058, 0.6932108998298645, 0.6931917071342468, 0.6932047605514526, 1.3122482299804688, 0.6931623816490173]",0.99
400,2,"[0.8580191135406494, 0.867510199546814, 0.9267773628234863, 1.0429291725158691, 1.0957423448562622, 1.2115874290466309, 1.1541355848312378, 1.2361171245574951, 1.183076024055481, 1.1790416240692139]",0.92
400,4,"[0.8359183669090271, 0.7348942160606384, 0.7111833095550537, 0.6980821490287781, 0.6995189189910889, 0.6951496601104736, 0.6957780718803406, 0.6940999031066895, 0.6936253905296326, 0.6936079263687134]",1.0
400,6,"[0.8583632111549377, 0.7284889221191406, 0.7087047100067139, 0.6990571618080139, 0.6948947906494141, 0.6958501935005188, 0.6948971152305603, 0.6938090920448303, 0.6936134696006775, 0.6935986876487732]",1.0
400,8,"[0.39335399866104126, 0.3458127975463867, 0.320712685585022, 0.3167557716369629, 0.3177838623523712, 0.3155743479728699, 0.3146580159664154, 0.31437164545059204, 0.3136512041091919, 0.3136732578277588]",1.0
400,10,"[0.7369977831840515, 0.705487847328186, 0.6972010135650635, 0.6963191032409668, 0.6954364776611328, 0.6952149868011475, 0.6946690678596497, 0.6943817734718323, 0.6934418678283691, 0.6933126449584961]",1.0
400,12,"[0.38536378741264343, 0.32326391339302063, 0.3155133128166199, 0.31471318006515503, 0.31388458609580994, 0.31373685598373413, 0.31371942162513733, 0.31343916058540344, 0.31333041191101074, 0.3133067786693573]",1.0
400,14,"[0.3193380832672119, 0.31491053104400635, 0.31380581855773926, 0.31355181336402893, 0.31358152627944946, 0.3134091794490814, 0.3133419156074524, 0.3133540153503418, 0.31336909532546997, 0.3133088946342468]",1.0
400,16,"[0.8311908841133118, 0.8031585216522217, 0.7902722358703613, 0.8036428689956665, 0.751295804977417, 0.7053284049034119, 0.6991334557533264, 0.6966522336006165, 0.7259282469749451, 0.7015527486801147]",1.0
400,18,"[0.6990454196929932, 0.6968342065811157, 0.6939905285835266, 0.6938529014587402, 0.6934949159622192, 0.6935349702835083, 0.6932559013366699, 0.6932074427604675, 0.6932092905044556, 0.6931832432746887]",1.0
400,20,"[0.6979870200157166, 0.6949777603149414, 0.6944292783737183, 0.6936188340187073, 0.6933298110961914, 0.6932802796363831, 0.69319087266922, 0.6931723952293396, 0.693160355091095, 0.693159282207489]",1.0
400,22,"[0.7032924890518188, 0.6955669522285461, 0.6945400238037109, 0.6937975883483887, 0.6935328841209412, 0.693253755569458, 0.693212628364563, 0.6931682229042053, 0.6931615471839905, 0.6931642293930054]",1.0
400,24,"[0.8886492252349854, 0.7135249972343445, 0.6955288648605347, 0.6937804818153381, 0.6933557987213135, 0.693289577960968, 0.6932580471038818, 0.6932008266448975, 0.6931695342063904, 0.693164587020874]",1.0
600,2,"[0.8886152505874634, 0.8239208459854126, 0.7983318567276001, 0.7510647177696228, 0.7271394729614258, 0.7102892994880676, 0.7089325785636902, 0.7027971744537354, 0.6991357803344727, 0.6961532831192017]",0.975
600,4,"[0.3899999260902405, 0.34987595677375793, 0.3236507177352905, 0.32078975439071655, 0.31649643182754517, 0.31413912773132324, 0.31441178917884827, 0.31391966342926025, 0.31344518065452576, 0.3137936294078827]",1.0
600,6,"[0.7660601139068604, 0.6997630596160889, 0.6959086060523987, 0.6940138936042786, 0.6939175724983215, 0.693531334400177, 0.6933997273445129, 0.69337397813797, 0.6932744383811951, 0.6932380795478821]",0.995
600,8,"[0.3896122872829437, 0.32319557666778564, 0.3169423043727875, 0.31445643305778503, 0.31500744819641113, 0.31394848227500916, 0.31374260783195496, 0.3134753108024597, 0.3134562373161316, 0.3134133517742157]",1.0
600,10,"[0.36317315697669983, 0.3181616961956024, 0.3143731355667114, 0.3148224949836731, 0.3136593997478485, 0.3136807382106781, 0.3135891854763031, 0.3135228753089905, 0.3134211301803589, 0.31334808468818665]",1.0
600,12,"[0.9026625156402588, 0.7362319827079773, 0.7051308751106262, 0.6966486573219299, 0.6944699287414551, 0.694209635257721, 0.693743884563446, 0.693692684173584, 0.6936444044113159, 0.6935182213783264]",0.995
600,14,"[0.7035015225410461, 0.695212185382843, 0.6940024495124817, 0.6937436461448669, 0.6933648586273193, 0.6932806968688965, 0.6932629942893982, 0.6931729316711426, 0.6932176351547241, 0.6931737065315247]",1.0
600,16,"[0.324403315782547, 0.31520047783851624, 0.3141365051269531, 0.31400066614151, 0.31370338797569275, 0.31349778175354004, 0.3134536147117615, 0.3134256601333618, 0.3133150637149811, 0.313305139541626]",1.0
600,18,"[0.9630646705627441, 1.1136144399642944, 0.715194046497345, 0.8570653200149536, 0.9799667596817017, 0.9144473075866699, 0.7938575744628906, 0.6940586566925049, 0.6937350034713745, 0.6936066746711731]",0.97
600,20,"[0.31857526302337646, 0.3145855963230133, 0.3192760646343231, 0.6887304186820984, 0.6285175681114197, 0.4210035800933838, 0.357616126537323, 0.34412750601768494, 0.6537872552871704, 0.34627553820610046]",0.93
600,22,"[0.32128846645355225, 0.31483519077301025, 0.31371670961380005, 0.31363824009895325, 0.3134399354457855, 0.31338930130004883, 0.3133421838283539, 0.31332334876060486, 0.31375548243522644, 0.31351810693740845]",1.0
600,24,"[0.7016119360923767, 0.6955691576004028, 0.6938827037811279, 0.6936104893684387, 0.6934119462966919, 0.6932735443115234, 0.6932411789894104, 0.6932117342948914, 0.693179190158844, 0.6931629776954651]",0.475
800,2,"[0.5834608674049377, 0.6122116446495056, 0.5257979035377502, 0.42252689599990845, 0.386206716299057, 0.38211601972579956, 0.3573950231075287, 0.3383033871650696, 0.3398183584213257, 0.3268267810344696]",0.96
800,4,"[0.9120417833328247, 0.903025209903717, 0.8248056173324585, 0.7517189383506775, 0.712367832660675, 0.7023088932037354, 0.6995309591293335, 0.6973860859870911, 0.694885790348053, 0.6938440203666687]",1.0
800,6,"[0.40247151255607605, 0.3373430073261261, 0.3181600570678711, 0.31706732511520386, 0.31525102257728577, 0.3143310844898224, 0.31389355659484863, 0.3137351870536804, 0.313421368598938, 0.31341850757598877]",0.95
800,8,"[0.39823395013809204, 0.33552730083465576, 0.31814953684806824, 0.3145153820514679, 0.3145269453525543, 0.31383389234542847, 0.31365346908569336, 0.31365007162094116, 0.31357020139694214, 0.3134104907512665]",1.0
800,10,"[0.38422369956970215, 0.32118305563926697, 0.314970999956131, 0.3151228129863739, 0.3138887584209442, 0.31382492184638977, 0.31354787945747375, 0.3134227693080902, 0.3133496642112732, 0.3133818209171295]",1.0
800,12,"[0.3290694057941437, 0.31587132811546326, 0.31514647603034973, 0.3144308626651764, 0.31384894251823425, 0.3135520815849304, 0.3134017884731293, 0.3133850395679474, 0.3133470416069031, 0.31331053376197815]",1.0
800,14,"[0.3439885675907135, 0.3171677887439728, 0.31569796800613403, 0.3140813708305359, 0.3138265609741211, 0.313526451587677, 0.31352663040161133, 0.3133683204650879, 0.3133508861064911, 0.3132959008216858]",0.995
800,16,"[0.36040839552879333, 0.3655894100666046, 0.3406943678855896, 0.32455015182495117, 0.3202080726623535, 0.3153535723686218, 0.315621018409729, 0.31405726075172424, 0.31386828422546387, 0.3133420944213867]",0.995
800,18,"[0.697577178478241, 0.6943686604499817, 0.6940107345581055, 0.6934428811073303, 0.6934352517127991, 0.6932042837142944, 0.6931846737861633, 0.6931837797164917, 0.6931666731834412, 0.6931740641593933]",1.0
800,20,"[0.7131015062332153, 0.6984813213348389, 0.7116332054138184, 0.7273716926574707, 0.6989012360572815, 0.6973447203636169, 0.6959417462348938, 0.6938621401786804, 0.6937411427497864, 0.6934447884559631]",1.0
800,22,"[0.3270663619041443, 0.31624311208724976, 0.31395938992500305, 0.31369197368621826, 0.3135567009449005, 0.31346362829208374, 0.3133906126022339, 0.3133719861507416, 0.31332308053970337, 0.31329381465911865]",0.99
800,24,"[0.7012900114059448, 0.6960846781730652, 0.6940192580223083, 0.6939645409584045, 0.6935009360313416, 0.6933732628822327, 0.6932325959205627, 1.3130446672439575, 1.3130666017532349, 0.6933096051216125]",0.875
2000,2,"[0.5343145132064819, 0.4439380168914795, 0.38750460743904114, 0.35387811064720154, 0.3388162851333618, 0.3335115313529968, 0.32605794072151184, 0.32547441124916077, 0.334696888923645, 0.33620941638946533]",0.98
2000,4,"[0.8560125827789307, 0.8017868399620056, 0.7404526472091675, 0.7095299959182739, 0.6962531805038452, 0.697169840335846, 0.699201762676239, 0.6949836015701294, 0.6949718594551086, 0.694399893283844]",1.0
2000,6,"[0.3517377972602844, 0.3243677020072937, 0.3242517113685608, 0.31850939989089966, 0.3148665130138397, 0.314304381608963, 0.3155444264411926, 0.3142058849334717, 0.3136935532093048, 0.3137410283088684]",1.0
2000,8,"[0.7248102426528931, 0.6987972259521484, 0.6948670744895935, 0.6951524019241333, 0.6938397884368896, 0.6939232349395752, 0.6936405897140503, 0.6933081150054932, 0.693264365196228, 0.6932162046432495]",1.0
2000,10,"[0.4133298993110657, 0.3222922682762146, 0.3170873820781708, 0.3149644732475281, 0.3143014907836914, 0.313637375831604, 0.3136598467826843, 0.3134748935699463, 0.3133589029312134, 0.31332457065582275]",0.99
2000,12,"[0.32804661989212036, 0.31628280878067017, 0.3146159052848816, 0.3139818608760834, 0.3134825527667999, 0.31337493658065796, 0.31344297528266907, 0.31335505843162537, 0.31329798698425293, 0.3133013844490051]",1.0
2000,14,"[0.32639482617378235, 0.31661561131477356, 0.31425341963768005, 0.31391748785972595, 0.31372395157814026, 0.3133828639984131, 0.3133552372455597, 0.31332021951675415, 0.3133585453033447, 0.31330636143684387]",1.0
2000,16,"[1.1538361310958862, 0.7519461512565613, 0.9799679517745972, 0.7196192145347595, 0.7022525668144226, 0.7472336292266846, 0.6959269642829895, 0.6968730092048645, 0.6940731406211853, 0.6945872902870178]",0.955
2000,18,"[0.6966838836669922, 0.6946404576301575, 0.6936940550804138, 0.6935573220252991, 0.6933450102806091, 0.6932471394538879, 0.6931796669960022, 0.6932008862495422, 0.6931772232055664, 0.6931652426719666]",1.0
2000,20,"[0.7043644785881042, 0.6963478326797485, 0.6942868828773499, 0.6937651634216309, 0.6936757564544678, 0.6933117508888245, 0.6932410001754761, 0.6932687163352966, 0.6932055354118347, 0.6931967735290527]",0.995
2000,22,"[0.6997395157814026, 1.3118658065795898, 0.6937954425811768, 0.6936660408973694, 0.6933408975601196, 0.6933051943778992, 0.6932293772697449, 0.6932387948036194, 0.6931904554367065, 0.693159282207489]",1.0
2000,24,"[0.3370603621006012, 0.3303340673446655, 0.3478800356388092, 0.3485413193702698, 0.3390752673149109, 0.3352004587650299, 0.34713682532310486, 0.3514004349708557, 0.3452951908111572, 0.321278840303421]",0.99
4000,2,"[0.5162719488143921, 0.444450706243515, 0.3999224305152893, 0.3484911024570465, 0.34473350644111633, 0.33835336565971375, 0.3249223530292511, 0.32572346925735474, 0.3364657461643219, 0.3213256299495697]",0.975
4000,4,"[0.8589490056037903, 0.728060245513916, 0.7044946551322937, 0.6992835402488708, 0.6981653571128845, 0.6948814392089844, 0.694922924041748, 0.694191038608551, 0.6935821771621704, 0.6935470700263977]",1.0
4000,6,"[0.894400954246521, 0.7775072455406189, 0.710942268371582, 0.7041773200035095, 0.6987053155899048, 0.6969450116157532, 0.6954602003097534, 0.6943269968032837, 0.693628191947937, 0.6936072707176208]",1.0
4000,8,"[0.4241478443145752, 0.39621761441230774, 0.3743155896663666, 0.3663178086280823, 0.3429044485092163, 0.3230260908603668, 0.32692933082580566, 0.31758272647857666, 0.31755807995796204, 0.31574395298957825]",0.985
4000,10,"[0.7243859171867371, 0.6976932883262634, 0.694952130317688, 0.693763256072998, 0.694146454334259, 0.6933479905128479, 0.6933885216712952, 0.693235456943512, 0.6931915879249573, 0.69325190782547]",1.0
4000,12,"[0.3449794054031372, 0.3181454539299011, 0.31470224261283875, 0.31442832946777344, 0.3136640191078186, 0.3136061728000641, 0.31347113847732544, 0.31340089440345764, 0.3133174180984497, 0.31330418586730957]",1.0
4000,14,"[0.7299362421035767, 0.699714720249176, 0.6955810785293579, 0.6944459080696106, 0.6935948729515076, 0.693421483039856, 0.6933467984199524, 0.693217396736145, 0.6932669281959534, 1.3131401538848877]",0.86
4000,16,"[0.7021463513374329, 0.7185611724853516, 0.7008479237556458, 0.698941171169281, 0.6948032379150391, 0.6939957141876221, 0.6934846043586731, 0.693385899066925, 0.6932629346847534, 0.6932194232940674]",1.0
4000,18,"[0.356169730424881, 0.31700414419174194, 0.3161104917526245, 0.31448525190353394, 0.31385061144828796, 0.3134831488132477, 0.31337258219718933, 0.3133929669857025, 0.3133007884025574, 0.3132926821708679]",0.97
4000,20,"[1.1622414588928223, 0.6984328627586365, 0.7402742505073547, 0.6933813095092773, 0.6932113766670227, 0.6932121515274048, 0.6931615471839905, 0.6931567192077637, 0.6963334083557129, 0.6931495070457458]",1.0
4000,22,"[0.3205760717391968, 0.31553277373313904, 0.31443077325820923, 0.3139680027961731, 0.31360557675361633, 0.3135223686695099, 0.3133726716041565, 0.3133411407470703, 0.3133731186389923, 0.313283771276474]",1.0
4000,24,"[0.3181970715522766, 0.31469255685806274, 0.31381383538246155, 0.3135117292404175, 0.31346678733825684, 0.31347182393074036, 0.31332945823669434, 0.31329938769340515, 0.31332752108573914, 0.3132973909378052]",1.0
6000,2,"[0.8856559991836548, 0.9681024551391602, 1.0994443893432617, 1.1612876653671265, 1.2268099784851074, 1.2680293321609497, 1.2740092277526855, 1.2712880373001099, 1.2923965454101562, 1.2975764274597168]",0.92
6000,4,"[0.5460842251777649, 0.517049252986908, 0.37244829535484314, 0.3733464479446411, 0.3307415246963501, 0.3166549503803253, 0.31487974524497986, 0.3151772618293762, 0.3142351508140564, 0.3148705065250397]",1.0
6000,6,"[0.7961917519569397, 0.7207169532775879, 0.7002180814743042, 0.6986033916473389, 0.6968061327934265, 0.6943820714950562, 0.6944190859794617, 0.6938478946685791, 0.6935756206512451, 0.6936022043228149]",1.0
6000,8,"[0.7291035652160645, 0.706163763999939, 0.6963236927986145, 0.6938607096672058, 0.6939501762390137, 0.693429172039032, 0.6932644248008728, 0.6932793855667114, 0.6933092474937439, 0.6932056546211243]",1.0
6000,10,"[0.8275668025016785, 0.7094244956970215, 0.6984612941741943, 0.6962522864341736, 0.695564866065979, 0.6944847106933594, 0.6936790943145752, 0.6935262084007263, 0.6934584379196167, 0.693437933921814]",1.0
6000,12,"[0.3503911793231964, 0.31955236196517944, 0.31497710943222046, 0.3147459030151367, 0.31377220153808594, 0.31375086307525635, 0.3134329617023468, 0.3133604824542999, 0.3133644759654999, 0.3133092224597931]",1.0
6000,14,"[0.3311511278152466, 0.3166995048522949, 0.31409722566604614, 0.3139517903327942, 0.3137354552745819, 0.31353482604026794, 0.31335315108299255, 0.3134242594242096, 0.31331828236579895, 0.3133036494255066]",1.0
