Sequence Length,Hidden Size,Loss Vector,Accuracy
3,16,"[0.7790992259979248, 0.7143147587776184, 0.7015031576156616, 0.6971867084503174, 0.6952852606773376, 0.6942212581634521, 0.6935892701148987, 0.6933789253234863, 0.6932789087295532, 0.6932252049446106]",0.85
3,17,"[0.3371849060058594, 0.31997358798980713, 0.3162603974342346, 0.31487470865249634, 0.3142146170139313, 0.3138558268547058, 0.31364476680755615, 0.3135140836238861, 0.31343042850494385, 0.3133755326271057]",0.85
3,18,"[0.7395057678222656, 0.7033923864364624, 0.6972821354866028, 0.6952223777770996, 0.6943047046661377, 0.6938320994377136, 0.6935672760009766, 0.6934106349945068, 0.6933149695396423, 0.6932551264762878]",0.875
3,19,"[0.7223238348960876, 0.699402391910553, 0.6956289410591125, 0.6943787932395935, 0.6938294768333435, 0.6935495734214783, 0.6933940649032593, 0.6933029890060425, 0.6932485103607178, 0.6932435631752014]",0.835
3,20,"[0.3237079977989197, 0.3155246078968048, 0.3141981363296509, 0.31374242901802063, 0.31353577971458435, 0.3134273886680603, 0.31336551904678345, 0.31332823634147644, 0.31330496072769165, 0.3132900595664978]",0.875
3,21,"[0.3342556059360504, 0.31844645738601685, 0.3154204487800598, 0.31434857845306396, 0.31386497616767883, 0.31361767649650574, 0.313479483127594, 0.31339776515960693, 0.3133477568626404, 0.31331637501716614]",0.86
3,22,"[0.7098167538642883, 0.6970595121383667, 0.6947289705276489, 0.6939459443092346, 0.6935975551605225, 0.693417489528656, 0.6933156847953796, 0.6932547092437744, 0.6932166218757629, 0.6931921243667603]",0.86
3,23,"[0.7274526953697205, 0.7018923759460449, 0.6968176960945129, 0.6950196623802185, 0.6942012310028076, 0.6937747001647949, 0.6935338377952576, 0.6933907270431519, 0.6933028101921082, 0.6932476758956909]",0.8
3,24,"[0.3176259398460388, 0.31422096490859985, 0.31365767121315, 0.3134622573852539, 0.3133738040924072, 0.3133280575275421, 0.31330224871635437, 0.31328707933425903, 0.313277930021286, 0.313272088766098]",0.835
3,25,"[0.7094510197639465, 0.6961646676063538, 0.6943303346633911, 0.693735659122467, 0.6934763789176941, 0.6933444142341614, 0.6932704448699951, 0.693226158618927, 0.6931986212730408, 0.6931810975074768]",0.78
3,26,"[0.31877973675727844, 0.314537912607193, 0.31380218267440796, 0.31353995203971863, 0.31341955065727234, 0.3133564591407776, 0.3133206367492676, 0.313299298286438, 0.3132861256599426, 0.31327787041664124]",0.87
4,2,"[0.9062396287918091, 0.8636573553085327, 0.8392807245254517, 0.8176579475402832, 0.7841163277626038, 0.7628102898597717, 0.7525185942649841, 0.753438413143158, 0.7684460878372192, 0.7589946389198303]",0.81
4,3,"[0.8959685564041138, 0.833475649356842, 0.7987464666366577, 0.7796565294265747, 0.7695850133895874, 0.7637274861335754, 0.7472294569015503, 0.7292070984840393, 0.7189340591430664, 0.7240819931030273]",0.83
4,4,"[0.5846767425537109, 0.6353139877319336, 0.6607601046562195, 0.6739220023155212, 0.6812335252761841, 0.6850388050079346, 0.6880731582641602, 0.6898711919784546, 0.690991222858429, 0.6917140483856201]",0.845
4,5,"[0.4739508330821991, 0.3812605142593384, 0.3480311334133148, 0.3330702483654022, 0.32480278611183167, 0.3204847276210785, 0.3178097903728485, 0.3174299895763397, 0.3194717466831207, 0.31795769929885864]",0.89
4,6,"[0.9917199015617371, 1.1310975551605225, 1.2166218757629395, 1.2691627740859985, 1.2910048961639404, 1.3008396625518799, 1.3058288097381592, 1.3086045980453491, 1.3102552890777588, 1.311281681060791]",0.835
4,7,"[0.5321531295776367, 0.48415371775627136, 0.3814113736152649, 0.3445262610912323, 0.3298371136188507, 0.321991503238678, 0.3185064494609833, 0.3166479170322418, 0.31551671028137207, 0.3147958517074585]",0.885
4,8,"[0.4338971972465515, 0.33181333541870117, 0.32064908742904663, 0.31704598665237427, 0.3154376447200775, 0.314592570066452, 0.3141056001186371, 0.3138086199760437, 0.31362125277519226, 0.313500314950943]",0.885
4,9,"[1.074526309967041, 1.21552574634552, 1.2653322219848633, 1.2778615951538086, 1.1857308149337769, 0.7706882953643799, 0.7100965976715088, 0.6987430453300476, 0.6950772404670715, 0.6941554546356201]",0.915
4,10,"[0.3922506272792816, 0.3298547863960266, 0.31999871134757996, 0.31686824560165405, 0.3153579831123352, 0.3145562708377838, 0.31409087777137756, 0.3138045370578766, 0.3136221170425415, 0.31350329518318176]",0.84
4,11,"[0.780483603477478, 0.7145620584487915, 0.701681911945343, 0.6973689198493958, 0.695472776889801, 0.694507896900177, 0.6939731240272522, 0.6936607360839844, 0.6934715509414673, 0.6933544278144836]",0.85
4,12,"[0.7340973019599915, 0.7012697458267212, 0.6961352229118347, 0.6945621371269226, 0.6938812732696533, 0.6935571432113647, 0.6933860182762146, 0.6932899951934814, 0.6932340860366821, 0.6932006478309631]",0.865
4,13,"[0.3560076653957367, 0.3305281698703766, 0.3169584572315216, 0.3146270215511322, 0.31392723321914673, 0.31363657116889954, 0.3134903013706207, 0.3134077787399292, 0.3133578598499298, 0.3133261501789093]",0.87
4,14,"[0.7049220204353333, 0.6948755383491516, 0.6937341690063477, 0.6934154629707336, 0.6932885050773621, 0.6932277083396912, 0.6931954026222229, 0.6931769251823425, 0.6931660175323486, 0.6931592226028442]",0.88
4,15,"[0.39083680510520935, 0.3644987642765045, 0.37099647521972656, 0.3165055513381958, 0.31696489453315735, 0.31501591205596924, 0.3141416311264038, 0.3137414753437042, 0.3135387599468231, 0.31342774629592896]",0.905
4,16,"[0.34931322932243347, 0.3233310580253601, 0.3154461681842804, 0.3144347667694092, 0.31391382217407227, 0.31364667415618896, 0.3134976923465729, 0.3134092688560486, 0.3133540153503418, 0.31331777572631836]",0.84
4,17,"[0.7524937987327576, 0.7043341994285583, 0.6975230574607849, 0.6953182220458984, 0.6943543553352356, 0.6938629746437073, 0.6935885548591614, 0.6934263706207275, 0.6933269500732422, 0.6932643055915833]",0.835
4,18,"[0.7067422866821289, 0.6948545575141907, 0.6936892867088318, 0.6933814883232117, 0.6932645440101624, 0.6932111382484436, 0.693183958530426, 0.693169116973877, 0.6931605339050293, 0.6931554675102234]",0.87
4,19,"[1.1984617710113525, 1.2964673042297363, 1.307829737663269, 1.310829520225525, 1.3119466304779053, 1.312477469444275, 1.3127743005752563, 1.3129513263702393, 1.313061237335205, 1.3131309747695923]",0.895
4,20,"[0.32972481846809387, 0.3181651532649994, 0.31540295481681824, 0.3143399655818939, 0.31385424733161926, 0.31360486149787903, 0.31346747279167175, 0.31338798999786377, 0.31334060430526733, 0.3133115768432617]",0.885
4,21,"[0.7511887550354004, 0.7099478840827942, 0.700454831123352, 0.6969378590583801, 0.6952999830245972, 0.6944348812103271, 0.6939420700073242, 0.6936476826667786, 0.6934664845466614, 0.6933526396751404]",0.91
4,22,"[0.32082244753837585, 0.31530746817588806, 0.3140243589878082, 0.3136328458786011, 0.313466340303421, 0.31338268518447876, 0.31333625316619873, 0.3133087158203125, 0.31329187750816345, 0.31328126788139343]",0.84
4,23,"[0.7367579340934753, 0.7041524648666382, 0.6976796388626099, 0.6954269409179688, 0.6944155693054199, 0.693894624710083, 0.6936033964157104, 0.6934319734573364, 0.6933276653289795, 0.6932628154754639]",0.855
4,24,"[0.32179537415504456, 0.3151920437812805, 0.31401389837265015, 0.3136279582977295, 0.3134608566761017, 0.3133770227432251, 0.31333109736442566, 0.31330451369285583, 0.3132885694503784, 0.3132787346839905]",0.84
4,25,"[0.3254369795322418, 0.31647342443466187, 0.3145812451839447, 0.3139406442642212, 0.31364956498146057, 0.31349578499794006, 0.3134075105190277, 0.3133544623851776, 0.31332144141197205, 0.3133005201816559]",0.865
4,26,"[0.3189696967601776, 0.314527302980423, 0.31385302543640137, 0.3136023283004761, 0.6927518248558044, 0.3134399354457855, 0.314328134059906, 0.31352612376213074, 0.3134014308452606, 0.31334128975868225]",0.875
5,2,"[0.8929146528244019, 0.8416368961334229, 0.8078915476799011, 0.7854524850845337, 0.7701078057289124, 0.7592605948448181, 0.7514460682868958, 0.7458485960960388, 0.7419773936271667, 0.7392932772636414]",0.485
5,3,"[0.8895993232727051, 0.8311204314231873, 0.7956058979034424, 0.7724748253822327, 0.7561367750167847, 0.7444807887077332, 0.7355535626411438, 0.7289422750473022, 0.7243312001228333, 0.7213726043701172]",0.615
5,4,"[0.5563210248947144, 0.5873116850852966, 0.5731756091117859, 0.5290848016738892, 0.5025241374969482, 0.4749772548675537, 0.4644703269004822, 0.47399282455444336, 0.48425963521003723, 0.49837976694107056]",0.87
5,5,"[0.8924526572227478, 0.8205031156539917, 0.7676318883895874, 0.7233687043190002, 0.7065213918685913, 0.6998139023780823, 0.6967748403549194, 0.695246160030365, 0.6942623257637024, 0.6938005089759827]",0.925
5,6,"[0.5383680462837219, 0.37837472558021545, 0.352868914604187, 0.33146724104881287, 0.3231675326824188, 0.3191507160663605, 0.3169853687286377, 0.31572258472442627, 0.3149406611919403, 0.3144375681877136]",0.875
5,7,"[0.532453179359436, 0.5969576239585876, 0.6334737539291382, 0.6553264260292053, 0.6689015626907349, 0.677444338798523, 0.6828840374946594, 0.6863908767700195, 0.6886759996414185, 0.6901770830154419]",0.825
5,8,"[0.42908936738967896, 0.3579023778438568, 0.3382108211517334, 0.32773521542549133, 0.32222679257392883, 0.3190961182117462, 0.31715014576911926, 0.3157608211040497, 0.31475043296813965, 0.3141677677631378]",0.82
5,9,"[0.4769507348537445, 0.5088342428207397, 0.5616761445999146, 0.6156086921691895, 0.651277482509613, 0.669681191444397, 0.679189145565033, 0.6844444274902344, 0.6875404715538025, 0.689452052116394]",0.83
5,10,"[0.7828757762908936, 0.7257729768753052, 0.7079423666000366, 0.7008842825889587, 0.6975498199462891, 0.6957845091819763, 0.6947790384292603, 0.6941784024238586, 0.6938079595565796, 0.6935746669769287]",0.835
5,11,"[0.41950148344039917, 0.35134458541870117, 0.32701194286346436, 0.31956276297569275, 0.3167048990726471, 0.31531721353530884, 0.3145560026168823, 0.3141048848628998, 0.3138234317302704, 0.3136414587497711]",0.865
5,12,"[0.7670970559120178, 0.7101651430130005, 0.7000466585159302, 0.6965954899787903, 0.695051372051239, 0.6942580938339233, 0.693817138671875, 0.6935601234436035, 0.6934055685997009, 0.693310558795929]",0.83
5,13,"[0.38335567712783813, 0.3337787091732025, 0.32280203700065613, 0.318382203578949, 0.31628915667533875, 0.3152463138103485, 0.31457552313804626, 0.3141336143016815, 0.3138456344604492, 0.31365618109703064]",0.82
5,14,"[0.3938826620578766, 0.33003512024879456, 0.31946811079978943, 0.3167608380317688, 0.3153924345970154, 0.3146111071109772, 0.31413745880126953, 0.31383657455444336, 0.31360504031181335, 0.31342077255249023]",0.84
5,15,"[0.8570593595504761, 0.7424314022064209, 0.7103773951530457, 0.7014756798744202, 0.6978030204772949, 0.6959272027015686, 0.6948673129081726, 0.69423508644104, 0.6938456296920776, 0.6936004161834717]",0.82
5,16,"[0.3720439374446869, 0.32690122723579407, 0.3204306364059448, 0.3162112832069397, 0.6928756833076477, 0.6929255723953247, 0.6928510069847107, 0.31556034088134766, 0.6930058002471924, 0.692897617816925]",0.54
5,17,"[1.2314298152923584, 1.291322946548462, 1.3045518398284912, 1.3089780807495117, 1.310694694519043, 1.311629056930542, 1.3121963739395142, 1.3125554323196411, 1.312788486480713, 1.312942385673523]",0.86
5,18,"[0.33489519357681274, 0.32134774327278137, 0.3151616156101227, 0.3141254484653473, 0.3137468695640564, 0.3135538101196289, 0.31344473361968994, 0.31337982416152954, 0.31334051489830017, 0.31329867243766785]",0.855
5,19,"[0.7413468956947327, 0.7069186568260193, 0.7003608345985413, 0.6970732808113098, 0.695451021194458, 0.6945654153823853, 0.6940479874610901, 0.6937316656112671, 0.6935321688652039, 0.6934034824371338]",0.8
5,20,"[0.3456598222255707, 0.3195144236087799, 0.31531989574432373, 0.3141544461250305, 0.3137153387069702, 0.3135146200656891, 0.31341099739074707, 0.3133529722690582, 0.3133189082145691, 0.3132980763912201]",0.875
5,21,"[1.2833789587020874, 1.3059459924697876, 1.3104169368743896, 1.3118934631347656, 1.312526822090149, 1.3128414154052734, 1.3130061626434326, 1.3130991458892822, 1.3131552934646606, 1.3131909370422363]",0.825
5,22,"[0.33826538920402527, 0.3196333348751068, 0.31580907106399536, 0.31450605392456055, 0.3139365613460541, 0.31364989280700684, 0.3134933412075043, 0.31340333819389343, 0.3133496642112732, 0.31331706047058105]",0.835
5,23,"[0.32029712200164795, 0.3148272633552551, 0.3138863146305084, 0.31356966495513916, 0.3134303689002991, 0.31335940957069397, 0.31331995129585266, 0.3132970333099365, 0.3132832646369934, 0.3132750689983368]",0.795
5,24,"[0.7029311656951904, 0.6943877935409546, 0.6935532093048096, 0.6933273673057556, 0.6932398676872253, 0.6931989789009094, 0.6931777000427246, 0.6931657791137695, 0.6931588053703308, 0.693154513835907]",0.865
5,25,"[0.8216814994812012, 0.7176765203475952, 0.7036677002906799, 0.6983080506324768, 0.6959693431854248, 0.6947988867759705, 0.6941555738449097, 0.6937795281410217, 0.6935506463050842, 0.693407416343689]",0.815
5,26,"[0.32011279463768005, 0.31445756554603577, 0.3137148916721344, 0.31348246335983276, 0.31338250637054443, 0.3133322298526764, 0.313304603099823, 0.31328848004341125, 0.3132787346839905, 0.313272625207901]",0.825
6,2,"[0.5102041959762573, 0.5513253211975098, 0.5790917873382568, 0.5978752374649048, 0.6112017035484314, 0.6210958361625671, 0.6287741661071777, 0.635365903377533, 0.6432386636734009, 0.6527663469314575]",0.605
6,3,"[0.5150808095932007, 0.5581868290901184, 0.5929607152938843, 0.6203483939170837, 0.6403180956840515, 0.6547372937202454, 0.6656363606452942, 0.6739736795425415, 0.6800364851951599, 0.6842828392982483]",0.7
6,4,"[0.5544053316116333, 0.5879160165786743, 0.605928361415863, 0.605202853679657, 0.47762855887413025, 0.36660584807395935, 0.34068563580513, 0.3301980197429657, 0.3246029019355774, 0.3213347792625427]",0.85
6,5,"[0.9197412729263306, 0.8417856693267822, 0.7925964593887329, 0.7587335109710693, 0.7368625998497009, 0.722576379776001, 0.7131288051605225, 0.7068096995353699, 0.7025383114814758, 0.6996245384216309]",0.875
6,6,"[0.8639776706695557, 0.7904859781265259, 0.7571171522140503, 0.739279568195343, 0.7258462905883789, 0.7143000364303589, 0.7066169381141663, 0.7019639611244202, 0.6991174221038818, 0.6972892880439758]",0.865
6,7,"[0.9301677346229553, 0.9686420559883118, 0.8676449060440063, 0.773098349571228, 0.7312617301940918, 0.7115141153335571, 0.7017390727996826, 0.6973931789398193, 0.6955340504646301, 0.6946109533309937]",0.885
6,8,"[0.3763352036476135, 0.34616619348526, 0.3242392838001251, 0.3195841610431671, 0.3160962462425232, 0.3150794804096222, 0.3145093619823456, 0.31413745880126953, 0.31389302015304565, 0.3137305676937103]",0.86
6,9,"[0.4802514612674713, 0.43711984157562256, 0.38662591576576233, 0.3584909439086914, 0.34096506237983704, 0.32988855242729187, 0.3234235346317291, 0.3197433054447174, 0.3175649344921112, 0.316200852394104]",0.87
6,10,"[1.0445501804351807, 1.0448111295700073, 0.9315578937530518, 0.806577742099762, 0.7373731732368469, 0.7140702605247498, 0.7033094167709351, 0.6984485387802124, 0.6961362957954407, 0.6949378848075867]",0.855
6,11,"[0.37884315848350525, 0.3401351869106293, 0.32744070887565613, 0.3195001482963562, 0.3172197639942169, 0.31525927782058716, 0.31505948305130005, 0.314556360244751, 0.31425830721855164, 0.3138194978237152]",0.85
6,12,"[0.3572112023830414, 0.34505918622016907, 0.33224472403526306, 0.32922080159187317, 0.3530829846858978, 0.3721771240234375, 0.31688666343688965, 0.3142656981945038, 0.3138861358165741, 0.31365975737571716]",0.9
6,13,"[0.5944739580154419, 0.64568030834198, 0.6670730710029602, 0.6777181029319763, 0.6833803653717041, 0.6858205199241638, 0.6881252527236938, 0.6895783543586731, 0.6902397274971008, 0.6910595297813416]",0.495
6,14,"[0.3305005133152008, 0.31786540150642395, 0.315252423286438, 0.31430307030677795, 0.313861221075058, 0.313625693321228, 0.31349003314971924, 0.31340813636779785, 0.31335699558258057, 0.3133243918418884]",0.87
6,15,"[1.2116103172302246, 1.2930145263671875, 1.3046656847000122, 1.308896541595459, 1.3108185529708862, 1.3118633031845093, 1.3125278949737549, 1.3127251863479614, 1.3129053115844727, 1.3130216598510742]",0.895
6,16,"[0.35920917987823486, 0.32973989844322205, 0.31899145245552063, 0.31586775183677673, 0.3146823048591614, 0.3140981197357178, 0.3137698471546173, 0.3135679364204407, 0.31344079971313477, 0.31336987018585205]",0.89
6,17,"[0.3289497196674347, 0.31894370913505554, 0.31552764773368835, 0.31440603733062744, 0.3139093816280365, 0.31365033984184265, 0.31350380182266235, 0.3134167492389679, 0.3133644759654999, 0.31333205103874207]",0.86
6,18,"[0.7011929154396057, 0.6938990354537964, 0.6933916211128235, 0.6932588219642639, 0.693206250667572, 0.6931809782981873, 0.6931673884391785, 0.6931596994400024, 0.69315505027771, 0.6931521892547607]",0.85
6,19,"[0.7042353749275208, 0.6945705413818359, 0.6935743093490601, 0.6933304071426392, 0.6932404637336731, 0.6931995153427124, 0.6931782960891724, 0.6931664943695068, 0.6931593418121338, 0.69315505027771]",0.86
6,20,"[0.6711352467536926, 0.6909330487251282, 0.6925170421600342, 0.6928843855857849, 0.6930162906646729, 0.6930753588676453, 0.6931053996086121, 0.6931219696998596, 0.6931315660476685, 0.6931372880935669]",0.855
6,21,"[0.7893246412277222, 0.7236605286598206, 0.7053976655006409, 0.69915372133255, 0.6964395046234131, 0.6950728893280029, 0.6943196654319763, 0.6938798427581787, 0.6936129331588745, 0.6934458613395691]",0.87
6,22,"[0.6012313961982727, 0.6597732305526733, 0.6784636974334717, 0.6855912804603577, 0.6888847947120667, 0.6906067728996277, 0.6915799975395203, 0.6921584606170654, 0.6925141215324402, 0.6927376389503479]",0.835
6,23,"[0.7042748332023621, 0.694492518901825, 0.6935204863548279, 0.6932979226112366, 0.6932199001312256, 0.6931859254837036, 0.6931690573692322, 0.6931600570678711, 0.6931548714637756, 0.6931518912315369]",0.845
6,24,"[0.7551255226135254, 0.7152931094169617, 0.7032440900802612, 0.6984415650367737, 0.6961599588394165, 0.6949490308761597, 0.6942592859268188, 0.6938478350639343, 0.6935945749282837, 0.69343501329422]",0.915
6,25,"[0.3268929719924927, 0.3156576454639435, 0.31409940123558044, 0.31366419792175293, 0.31348228454589844, 0.3133902847766876, 0.31333956122398376, 0.31331008672714233, 0.31329241394996643, 0.31328150629997253]",0.88
6,26,"[0.7444722056388855, 0.7028309106826782, 0.6966095566749573, 0.6947503685951233, 0.6939898133277893, 0.6936227679252625, 0.6934275031089783, 0.6933171153068542, 0.6932521462440491, 0.6932128667831421]",0.895
7,2,"[0.49800267815589905, 0.5498049259185791, 0.5853012204170227, 0.6066991090774536, 0.6205823421478271, 0.6303930878639221, 0.6377329230308533, 0.6434245705604553, 0.6479392647743225, 0.651572048664093]",0.495
7,3,"[0.856080174446106, 0.8084047436714172, 0.7834556102752686, 0.769231915473938, 0.7604396343231201, 0.7547493577003479, 0.7509939074516296, 0.7485175728797913, 0.7469252347946167, 0.7459683418273926]",0.515
