Sequence Length,Hidden Size,Loss Vector,Accuracy
6000,10,"[0.7619027495384216, 0.8514864444732666, 0.7336410880088806, 0.8358839154243469, 1.1479551792144775, 0.8127477765083313, 0.7676287889480591, 0.7394342422485352, 0.7306774258613586, 0.7814069986343384]",0.48
6000,12,"[0.6308490037918091, 0.6130615472793579, 0.616971492767334, 0.6382477283477783, 0.6453871726989746, 0.49822506308555603, 0.6250838041305542, 0.6379596590995789, 0.5519453287124634, 0.34553632140159607]",0.51
6000,14,"[0.41449642181396484, 0.5980463624000549, 0.6442658305168152, 0.6525512933731079, 0.652050256729126, 0.46790120005607605, 0.5087065696716309, 0.42091578245162964, 0.3517826497554779, 0.6245601177215576]",0.59
6000,16,"[0.6647059917449951, 0.6722735166549683, 0.498462975025177, 0.6744198799133301, 0.6718611717224121, 0.6764225363731384, 0.6563787460327148, 0.6683817505836487, 0.3448737859725952, 0.6807340979576111]",0.535
6000,18,"[0.7833793759346008, 1.0599758625030518, 0.7188445329666138, 0.7715758085250854, 0.7340683341026306, 0.7291684150695801, 1.22871994972229, 1.1479465961456299, 1.0058192014694214, 1.0900404453277588]",0.745
6000,20,"[0.4750085473060608, 0.4398316740989685, 0.48210620880126953, 0.45486918091773987, 0.4207448363304138, 0.46819695830345154, 0.4930850863456726, 0.5132079124450684, 0.5067083835601807, 0.4873976707458496]",0.62
6000,22,"[0.5490027666091919, 0.5168696045875549, 0.4660937786102295, 0.43520587682724, 0.3493228256702423, 0.3644552230834961, 0.35912254452705383, 0.3339970111846924, 0.3662489652633667, 0.33541741967201233]",0.755
6000,24,"[0.8058238625526428, 1.213590145111084, 1.167429804801941, 0.9072563648223877, 0.7923264503479004, 0.7480090260505676, 0.7646918296813965, 0.7281956672668457, 0.7371423244476318, 0.740064263343811]",0.51
8000,2,"[0.5429618954658508, 0.5674108862876892, 0.601051926612854, 0.44193950295448303, 0.5053169131278992, 0.5397382378578186, 0.5571335554122925, 0.5152836441993713, 0.5601295232772827, 0.5772271752357483]",0.505
8000,4,"[0.5108739137649536, 0.5562124848365784, 0.5917057991027832, 0.6175857186317444, 0.5214904546737671, 0.5693989396095276, 0.5957953333854675, 0.6226688623428345, 0.6266053915023804, 0.5794609189033508]",0.56
8000,6,"[0.5985351204872131, 0.6371283531188965, 0.5334699749946594, 0.6176096200942993, 0.513616144657135, 0.5986272096633911, 0.6394169926643372, 0.559979259967804, 0.49031391739845276, 0.4522145390510559]",0.455
8000,8,"[0.7789483666419983, 0.9118787050247192, 0.7742449045181274, 0.7745566964149475, 0.7584710121154785, 0.7387994527816772, 0.7210256457328796, 0.7561217546463013, 0.8035339713096619, 0.7277749180793762]",0.615
8000,10,"[0.41013047099113464, 0.41967177391052246, 0.4222233295440674, 0.4301181137561798, 0.38830435276031494, 0.34982866048812866, 0.37344008684158325, 0.3898371160030365, 0.34116917848587036, 0.37866735458374023]",0.845
8000,12,"[0.7393009066581726, 0.8210442662239075, 0.7747832536697388, 0.7779353857040405, 0.9990143775939941, 1.0895860195159912, 0.7987082600593567, 0.7440325021743774, 0.7373971939086914, 0.7221681475639343]",0.445
8000,14,"[0.8906360268592834, 0.744988739490509, 1.132584810256958, 0.8961045742034912, 0.7173836827278137, 0.7270436882972717, 1.0652644634246826, 0.7771618962287903, 0.7558583617210388, 0.7446102499961853]",0.5
8000,16,"[0.61565101146698, 0.5526250600814819, 0.4336935579776764, 0.6185210943222046, 0.6525381803512573, 0.6280258893966675, 0.6352349519729614, 0.3861441910266876, 0.36421406269073486, 0.3751150667667389]",0.475
8000,18,"[0.8265736103057861, 1.2423346042633057, 0.7986996173858643, 0.7402569651603699, 0.7255773544311523, 0.7805995345115662, 0.8139346837997437, 0.7421534061431885, 0.7538228034973145, 0.9526311159133911]",0.545
8000,20,"[0.44155576825141907, 0.6579688787460327, 0.6548501253128052, 0.666538417339325, 0.6266088485717773, 0.6251658201217651, 0.6668331623077393, 0.4057662785053253, 0.36689895391464233, 0.6037601232528687]",0.53
8000,22,"[0.5367753505706787, 0.40915852785110474, 0.5765502452850342, 0.5016862750053406, 0.6048214435577393, 0.6188451051712036, 0.6225207448005676, 0.6285486221313477, 0.6140806674957275, 0.6277621984481812]",0.5
8000,24,"[0.6585150957107544, 0.6457435488700867, 0.518635630607605, 0.6583320498466492, 0.6343219876289368, 0.3204174041748047, 0.4334307610988617, 0.34441104531288147, 0.6630367636680603, 0.6519860029220581]",0.52
