Scale Factor,Sequence Length,Hidden Size,Loss Vector,Accuracy
2,160,2,"[0.8176414370536804, 0.7952783703804016, 0.7818566560745239, 0.7775890231132507, 0.7690815925598145, 0.7576009631156921, 0.7526260614395142, 0.7546070218086243, 0.7539586424827576, 0.7422943711280823]",0.58
2,160,4,"[0.8480193614959717, 0.787162721157074, 0.7646334171295166, 0.7534505724906921, 0.7420887351036072, 0.730405867099762, 0.7237509489059448, 0.9133967161178589, 0.8152122497558594, 0.8214871287345886]",0.74
2,160,8,"[0.6276340484619141, 0.38377201557159424, 0.6160081624984741, 0.6210256218910217, 0.42587730288505554, 0.3612784445285797, 0.3344247341156006, 0.3190649449825287, 0.31681257486343384, 0.31524422764778137]",0.895
2,160,16,"[0.7288112044334412, 0.7108666896820068, 0.7050542235374451, 0.7529892921447754, 0.6963748335838318, 0.695867121219635, 0.6947540640830994, 0.6939047574996948, 0.6935591101646423, 0.6934868693351746]",0.955
2,160,32,"[0.7459281086921692, 1.242563247680664, 0.8290607929229736, 0.8486735224723816, 0.8093836307525635, 0.8552863001823425, 1.0779916048049927, 1.0802016258239746, 1.0507612228393555, 1.1944588422775269]",0.725
3,5,2,"[0.9695835113525391, 0.8965890407562256, 0.887253999710083, 0.8981173038482666, 0.842720627784729, 0.8183801174163818, 0.8954145908355713, 0.8086475133895874, 0.7774152755737305, 0.9155560731887817]",0.75
3,5,4,"[0.8374335765838623, 0.7944505214691162, 0.7674081325531006, 0.7547519207000732, 0.744426965713501, 0.7375374436378479, 0.7300626039505005, 0.7228255867958069, 0.7150627970695496, 0.7105042338371277]",0.89
3,5,8,"[0.365336149930954, 0.36424702405929565, 0.3277318477630615, 0.3240458369255066, 0.3193542957305908, 0.3197741210460663, 0.315402626991272, 0.3147575855255127, 0.31407397985458374, 0.3147323429584503]",0.845
3,5,16,"[0.8473828434944153, 0.730618417263031, 0.7197595834732056, 0.7000449299812317, 0.702379584312439, 0.6949375867843628, 0.695626437664032, 0.6954384446144104, 0.6960195302963257, 0.6937856078147888]",0.51
3,5,32,"[0.3152778148651123, 0.3137262165546417, 0.31355249881744385, 0.3133949637413025, 0.3134539723396301, 0.31332552433013916, 0.31330767273902893, 0.31329649686813354, 0.3132724463939667, 0.31327447295188904]",0.845
3,10,2,"[0.5766313076019287, 0.5928270220756531, 0.6055920720100403, 0.6155974864959717, 0.6235951781272888, 0.6301008462905884, 0.6352536678314209, 0.6397303938865662, 0.6438189148902893, 0.6474050879478455]",0.52
3,10,4,"[0.9136790037155151, 0.8790589570999146, 0.8316056132316589, 0.7982704043388367, 0.8097106218338013, 0.7698467969894409, 0.7703337669372559, 0.7531508207321167, 0.7345457673072815, 0.722260057926178]",0.745
3,10,8,"[0.37826499342918396, 0.33973807096481323, 0.3292209804058075, 0.32476702332496643, 0.32151898741722107, 0.3191380500793457, 0.31935185194015503, 0.3172692656517029, 0.31643858551979065, 0.31476837396621704]",0.88
3,10,16,"[0.5463664531707764, 0.6642040014266968, 0.6800441741943359, 0.6828561425209045, 0.6893033981323242, 0.6787753701210022, 0.6867393255233765, 0.5974211692810059, 0.6887850165367126, 0.6813229322433472]",0.53
3,10,32,"[0.8108298182487488, 0.7792621850967407, 0.748187243938446, 0.7325301766395569, 0.7000449299812317, 0.7009570002555847, 0.6991786360740662, 0.6954272389411926, 0.7020935416221619, 0.694697916507721]",0.795
3,20,2,"[0.5313873291015625, 0.5754228234291077, 0.5993437767028809, 0.6044997572898865, 0.4995726943016052, 0.46140390634536743, 0.4289812445640564, 0.40865790843963623, 0.3977823555469513, 0.38842514157295227]",0.62
3,20,4,"[0.9116748571395874, 0.8577412366867065, 0.8365603685379028, 0.7823575139045715, 0.7848390936851501, 0.7704652547836304, 0.7521554231643677, 0.7512509226799011, 0.7366117835044861, 0.7369221448898315]",0.63
3,20,8,"[0.7932999730110168, 0.7487365007400513, 0.7265626192092896, 0.7156639099121094, 0.7072460055351257, 0.7015225887298584, 0.703191876411438, 0.722623348236084, 1.0107946395874023, 0.6973744630813599]",0.93
3,20,16,"[0.35584065318107605, 0.3582956790924072, 0.3555563986301422, 0.35214558243751526, 0.33533909916877747, 0.3405805826187134, 0.4206269681453705, 0.32495471835136414, 0.32592734694480896, 0.31814339756965637]",0.89
3,20,32,"[0.6435319185256958, 0.6712335348129272, 0.6778404712677002, 0.6818312406539917, 0.4582560658454895, 0.3808205723762512, 0.35930582880973816, 0.36757346987724304, 0.6503871083259583, 0.3547729253768921]",0.8
3,40,2,"[0.9479455351829529, 0.9285479784011841, 0.9168485999107361, 0.9050346612930298, 0.8974674940109253, 0.8892524242401123, 0.8843436241149902, 0.887048602104187, 0.8922569751739502, 0.9066630601882935]",0.51
3,40,4,"[0.5177704095840454, 0.5126813054084778, 0.5018386840820312, 0.4863753616809845, 0.4634236693382263, 0.45852890610694885, 0.4549085795879364, 0.44981443881988525, 0.4265226125717163, 0.41249048709869385]",0.725
3,40,8,"[0.6129340529441833, 0.6292310357093811, 0.5012761354446411, 0.43860068917274475, 0.38911566138267517, 0.37128904461860657, 0.3617759644985199, 0.34858497977256775, 0.3466896414756775, 0.34294262528419495]",0.925
3,40,16,"[0.7921118140220642, 0.8418518304824829, 0.7585437297821045, 0.7339152097702026, 0.7064006328582764, 0.7007941603660583, 0.697097897529602, 0.6955780386924744, 0.7263051271438599, 0.6999229192733765]",0.595
3,40,32,"[0.8403578996658325, 0.8123315572738647, 1.2622488737106323, 1.2756057977676392, 1.2635552883148193, 1.1413201093673706, 1.0324127674102783, 0.6948332786560059, 1.100874662399292, 0.7604256272315979]",0.885
3,80,2,"[0.46549874544143677, 0.486124724149704, 0.5045562982559204, 0.5222610831260681, 0.5197265148162842, 0.5110183358192444, 0.5055609345436096, 0.497356653213501, 0.486066073179245, 0.47896790504455566]",0.565
3,80,4,"[0.38202425837516785, 0.37429869174957275, 0.3697110116481781, 0.3702619671821594, 0.3766261041164398, 0.38974082469940186, 0.39699214696884155, 0.39531370997428894, 0.42052802443504333, 0.4202425479888916]",0.71
3,80,8,"[0.49622100591659546, 0.5680485963821411, 0.6081231236457825, 0.39966827630996704, 0.5361369848251343, 0.5731284022331238, 0.5703677535057068, 0.5525090098381042, 0.47507673501968384, 0.561789870262146]",0.55
3,80,16,"[0.6035128831863403, 0.6442221403121948, 0.3586885929107666, 0.6764193177223206, 0.5147981643676758, 0.40971389412879944, 0.4073571562767029, 0.48045337200164795, 0.3267037272453308, 0.4031132757663727]",0.655
3,80,32,"[0.5856742858886719, 0.6412210464477539, 0.6765413284301758, 0.6557072401046753, 0.6307247281074524, 0.6377883553504944, 0.6496039628982544, 0.6024072766304016, 0.4787358045578003, 0.6616536378860474]",0.425
3,160,2,"[1.0115087032318115, 0.9154777526855469, 0.8558444380760193, 0.8182885050773621, 0.7930740118026733, 0.7747073769569397, 0.8011384010314941, 0.7801653146743774, 0.7567213177680969, 0.7484320998191833]",0.51
3,160,4,"[0.5633412599563599, 0.6008563041687012, 0.6157889366149902, 0.6410822868347168, 0.4233540892601013, 0.5309696197509766, 0.5956932902336121, 0.6296917200088501, 0.6506033539772034, 0.6643676161766052]",0.55
3,160,8,"[0.5711711049079895, 0.5951423048973083, 0.6176967620849609, 0.6400743722915649, 0.6271040439605713, 0.5798946619033813, 0.531899631023407, 0.6009481549263, 0.6375740766525269, 0.6533134579658508]",0.525
3,160,16,"[0.839896023273468, 0.8158087730407715, 0.7707545161247253, 0.7268403172492981, 1.0241272449493408, 0.7029276490211487, 0.7344306111335754, 0.7011129260063171, 0.7015919089317322, 0.7018914818763733]",0.585
3,160,32,"[0.5220116972923279, 0.5935580730438232, 0.62493896484375, 0.6533839702606201, 0.6728317737579346, 0.6372030377388, 0.6466894149780273, 0.6650735139846802, 0.6718253493309021, 0.6759631037712097]",0.56
4,5,2,"[1.026062250137329, 0.9852531552314758, 0.8994936347007751, 0.8630231618881226, 0.8417583703994751, 0.8321107625961304, 0.8263216018676758, 0.7988780736923218, 0.7822380065917969, 0.780018150806427]",0.695
4,5,4,"[0.8468667268753052, 0.7725929617881775, 0.7387294173240662, 0.7214699983596802, 0.7129105925559998, 0.7074714303016663, 0.703685998916626, 0.7021722793579102, 0.699973464012146, 0.6969249248504639]",0.915
4,5,8,"[0.7512645721435547, 0.7237297296524048, 0.709163248538971, 0.7004303336143494, 0.7015109062194824, 0.696276843547821, 0.6958173513412476, 0.6945971846580505, 0.6943121552467346, 0.6938263773918152]",0.905
4,5,16,"[0.7347959280014038, 0.7132441997528076, 0.7040871977806091, 0.6977141499519348, 0.6950502991676331, 0.6958842277526855, 0.6939619779586792, 0.6941553950309753, 0.6942594051361084, 0.6936403512954712]",0.89
4,5,32,"[0.3194672167301178, 0.31447142362594604, 0.31394171714782715, 0.3135349154472351, 0.31337860226631165, 0.31333765387535095, 0.31332534551620483, 0.3133127987384796, 0.31328412890434265, 0.31449127197265625]",0.9
4,10,2,"[0.578519880771637, 0.5856198072433472, 0.5948724746704102, 0.6040580868721008, 0.620006263256073, 0.6200878024101257, 0.6317657232284546, 0.6297453045845032, 0.6238651871681213, 0.6224017143249512]",0.525
4,10,4,"[0.4438127875328064, 0.4467489719390869, 0.4851923882961273, 0.5181333422660828, 0.4518398940563202, 0.5426830053329468, 0.5050926804542542, 0.5361436605453491, 0.5446949601173401, 0.5226865410804749]",0.755
4,10,8,"[0.9408071041107178, 0.965310275554657, 0.8359463214874268, 0.764159083366394, 0.7304078340530396, 0.7162672281265259, 0.7125563025474548, 0.7131831645965576, 0.7014982104301453, 0.7010824084281921]",0.86
4,10,16,"[0.33902114629745483, 0.3226100206375122, 0.6856017112731934, 0.6856860518455505, 0.6732469201087952, 0.32166340947151184, 0.3152658939361572, 0.31449535489082336, 0.31409740447998047, 0.3138711452484131]",0.85
4,10,32,"[1.117895483970642, 0.7114155292510986, 0.9897431135177612, 0.6981261968612671, 0.6957725882530212, 0.6947711706161499, 0.694080650806427, 0.6956915259361267, 0.6945523023605347, 0.693891704082489]",0.745
4,20,2,"[0.7725347280502319, 0.7469397187232971, 0.7332723736763, 0.7250123023986816, 0.7190476059913635, 0.7147295475006104, 0.7112979292869568, 0.7090946435928345, 0.7072139978408813, 0.7056774497032166]",0.76
4,20,4,"[0.9551770687103271, 0.9611581563949585, 0.9971864223480225, 1.0498051643371582, 0.7342497706413269, 0.7155734896659851, 0.7150791883468628, 0.7656533122062683, 1.2323051691055298, 0.705226719379425]",0.91
4,20,8,"[0.7633827328681946, 0.7450199127197266, 0.7326442003250122, 0.756269097328186, 1.0166287422180176, 1.0555002689361572, 0.9995249509811401, 0.9078778028488159, 0.9594234228134155, 0.7799416184425354]",0.77
4,20,16,"[0.6216613054275513, 0.38055476546287537, 0.34792885184288025, 0.4998905658721924, 0.3844400942325592, 0.5073312520980835, 0.37938985228538513, 0.38983339071273804, 0.44130614399909973, 0.3935151994228363]",0.72
4,20,32,"[1.0068020820617676, 0.9497614502906799, 0.9158509373664856, 0.8812392950057983, 1.164764165878296, 1.1749145984649658, 1.2402162551879883, 1.2721396684646606, 1.2891476154327393, 1.2976880073547363]",0.705
4,40,2,"[0.5102469325065613, 0.5448330044746399, 0.5809261202812195, 0.5923987627029419, 0.5754684805870056, 0.5792136788368225, 0.5793718695640564, 0.5758540630340576, 0.5801988840103149, 0.5780287981033325]",0.5
4,40,4,"[0.48955684900283813, 0.4495433568954468, 0.42945510149002075, 0.4215621054172516, 0.4159751236438751, 0.41852059960365295, 0.4145794212818146, 0.41461795568466187, 0.4141889810562134, 0.4103763699531555]",0.77
4,40,8,"[0.5882288813591003, 0.6194894313812256, 0.6341782212257385, 0.6390445828437805, 0.6616015434265137, 0.5078757405281067, 0.6462095975875854, 0.6165419816970825, 0.6521071195602417, 0.6313594579696655]",0.51
4,40,16,"[0.6058127284049988, 0.6331990957260132, 0.6259297132492065, 0.5322869420051575, 0.39173009991645813, 0.39242124557495117, 0.37386226654052734, 0.6516165733337402, 0.453693687915802, 0.3294879198074341]",0.735
4,40,32,"[0.9481666088104248, 0.9081286191940308, 0.7638741731643677, 0.7298400402069092, 0.7067044973373413, 0.7040853500366211, 0.702953040599823, 0.7010443210601807, 0.7009413242340088, 0.6995188593864441]",0.52
4,80,2,"[0.4730931520462036, 0.4730116128921509, 0.4521099627017975, 0.4335082769393921, 0.4189755320549011, 0.4042944312095642, 0.41464173793792725, 0.4001177251338959, 0.3909778296947479, 0.38897502422332764]",0.625
4,80,4,"[0.5339997410774231, 0.5203529596328735, 0.4812624454498291, 0.4527905583381653, 0.4270612597465515, 0.426241010427475, 0.438912570476532, 0.39362406730651855, 0.35832616686820984, 0.3542543351650238]",0.82
4,80,8,"[0.6002253890037537, 0.6170944571495056, 0.5020307302474976, 0.5558137893676758, 0.5889878869056702, 0.6394442915916443, 0.6124672889709473, 0.5656545758247375, 0.6296002864837646, 0.6287967562675476]",0.555
4,80,16,"[0.4550284743309021, 0.3931739628314972, 0.4000333547592163, 0.40094825625419617, 0.4099920988082886, 0.43930783867836, 0.3923007845878601, 0.427123486995697, 0.3588866889476776, 0.32355430722236633]",0.715
4,80,32,"[0.6109267473220825, 0.6365056037902832, 0.6426078081130981, 0.6177114248275757, 0.6736637353897095, 0.6229785084724426, 0.6310070157051086, 0.5182893872261047, 0.5988118648529053, 0.6721220016479492]",0.485
4,160,2,"[0.45663982629776, 0.4752851724624634, 0.49129459261894226, 0.5055652856826782, 0.5174394845962524, 0.5279266834259033, 0.5372509956359863, 0.5454113483428955, 0.5532417297363281, 0.5613375902175903]",0.525
4,160,4,"[0.5361916422843933, 0.5885980129241943, 0.6160349249839783, 0.6328252553939819, 0.6449692249298096, 0.65472811460495, 0.6618261337280273, 0.6674667000770569, 0.671829879283905, 0.674958348274231]",0.495
4,160,8,"[0.8519418239593506, 0.7927957773208618, 0.8183753490447998, 0.7623750567436218, 0.7402215003967285, 0.7444681525230408, 0.7292401790618896, 0.7161674499511719, 0.7146357893943787, 0.7094242572784424]",0.585
4,160,16,"[0.4698612689971924, 0.6118528842926025, 0.5134062170982361, 0.4928273558616638, 0.49699243903160095, 0.41007232666015625, 0.4961816668510437, 0.49311256408691406, 0.480776846408844, 0.4640979766845703]",0.55
4,160,32,"[0.7778107523918152, 0.748694121837616, 0.7186691761016846, 0.709206223487854, 0.7115081548690796, 0.7164657711982727, 0.7248103022575378, 0.7236693501472473, 0.7239496111869812, 0.7367274761199951]",0.565
5,5,2,"[0.4114453196525574, 0.40743836760520935, 0.4035317301750183, 0.4018540382385254, 0.3996204733848572, 0.3990732431411743, 0.4008522927761078, 0.40439826250076294, 0.4079172611236572, 0.41289106011390686]",0.745
5,5,4,"[0.8778539896011353, 0.8184486031532288, 0.7811871767044067, 0.7546885013580322, 0.742676317691803, 0.7282804846763611, 0.7185591459274292, 0.7127490043640137, 0.7083175182342529, 0.7051717638969421]",0.635
5,5,8,"[0.3671809136867523, 0.3357498049736023, 0.3249640464782715, 0.3200072646141052, 0.31858915090560913, 0.31518855690956116, 0.31516316533088684, 0.31401780247688293, 0.31454312801361084, 0.3135916292667389]",0.865
5,5,16,"[0.38411784172058105, 0.3215826749801636, 0.31723350286483765, 0.31534311175346375, 0.3141278922557831, 0.31377527117729187, 0.3154267966747284, 0.3135248124599457, 0.3135133981704712, 0.31334182620048523]",0.94
