Scale Factor,Sequence Length,Hidden Size,Loss Vector,Accuracy
9,20,2,"[1.1200695037841797, 1.185682773590088, 1.2219460010528564, 1.2429777383804321, 1.2674212455749512, 1.2786576747894287, 1.289163589477539, 1.2935254573822021, 1.300254464149475, 1.3034982681274414]",0.975
9,20,4,"[0.9608221054077148, 0.890259325504303, 0.8374585509300232, 0.8959835767745972, 0.9001054167747498, 0.8539706468582153, 0.8639571070671082, 0.8294915556907654, 0.8807005882263184, 0.8550732135772705]",0.615
9,20,8,"[0.4479563236236572, 0.5506607890129089, 0.4288955330848694, 0.5587917566299438, 0.5612277984619141, 0.4446432888507843, 0.3983222246170044, 0.6304441094398499, 0.5553528070449829, 0.5607948303222656]",0.57
9,20,16,"[0.928040087223053, 0.9486995935440063, 0.9649300575256348, 0.9969469904899597, 0.8168075680732727, 0.989855170249939, 1.0622210502624512, 1.2057697772979736, 0.8590719699859619, 1.005210518836975]",0.75
9,20,32,"[0.7675490379333496, 0.7499959468841553, 0.7458094954490662, 0.9122685790061951, 0.7070418000221252, 0.7809795141220093, 0.74892258644104, 1.0075280666351318, 0.957022488117218, 0.8748810291290283]",0.635
9,40,2,"[0.9138981103897095, 0.8696682453155518, 0.9881951808929443, 1.003217101097107, 1.0234177112579346, 1.0465588569641113, 1.0700604915618896, 1.0932961702346802, 1.124289631843567, 1.1679116487503052]",0.895
9,40,4,"[0.3833833932876587, 0.3739701211452484, 0.3654152452945709, 0.40062808990478516, 0.3844004273414612, 0.35354793071746826, 0.34958717226982117, 0.3484021723270416, 0.3467002511024475, 0.3411114513874054]",0.78
9,40,8,"[0.8879752159118652, 0.9754737019538879, 0.7796668410301208, 0.8926833868026733, 0.7573845386505127, 0.7976809740066528, 0.763133704662323, 0.742655873298645, 0.7335776090621948, 0.7452770471572876]",0.62
9,40,16,"[0.8820422291755676, 0.7240340709686279, 0.725820779800415, 0.7344825863838196, 0.7048479914665222, 0.7371171712875366, 0.726237952709198, 0.9247060418128967, 0.7202624678611755, 0.8316978216171265]",0.625
9,40,32,"[0.40676388144493103, 0.45763981342315674, 0.35561949014663696, 0.47668343782424927, 0.3848322033882141, 0.41533657908439636, 0.3527778685092926, 0.3641347289085388, 0.36649084091186523, 0.3872701823711395]",0.77
9,80,2,"[0.8183106184005737, 0.7972606420516968, 0.7776125073432922, 0.7597305774688721, 0.7474068403244019, 0.7385507225990295, 0.7318776249885559, 0.7266963720321655, 0.7225001454353333, 0.7190542221069336]",0.625
9,80,4,"[0.6155495643615723, 0.6216248273849487, 0.6656042337417603, 0.5890552997589111, 0.6851595640182495, 0.6844049096107483, 0.5897759795188904, 0.5711987018585205, 0.558910608291626, 0.5038257837295532]",0.565
9,80,8,"[0.542086124420166, 0.5157128572463989, 0.38380229473114014, 0.4704780578613281, 0.6589516401290894, 0.4381851255893707, 0.42576828598976135, 0.43503230810165405, 0.42107468843460083, 0.40741315484046936]",0.695
9,80,16,"[0.8283950090408325, 0.8635173439979553, 0.9141520261764526, 0.7291184067726135, 1.047652006149292, 1.1472318172454834, 0.7228065133094788, 0.9429177641868591, 1.2460567951202393, 1.162819266319275]",0.735
9,80,32,"[0.5156060457229614, 0.5307399034500122, 0.638196587562561, 0.6670433878898621, 0.6865987181663513, 0.6888248920440674, 0.45491743087768555, 0.6851439476013184, 0.6895095109939575, 0.3808674216270447]",0.625
9,160,2,"[1.140557050704956, 1.1796290874481201, 1.2013263702392578, 1.215903878211975, 1.2217044830322266, 1.2280179262161255, 1.2355718612670898, 1.2491145133972168, 1.2638524770736694, 1.2730817794799805]",0.895
9,160,4,"[0.5018597841262817, 0.5459293127059937, 0.3660169243812561, 0.35539358854293823, 0.44686806201934814, 0.350164532661438, 0.34507817029953003, 0.3415381908416748, 0.3396216034889221, 0.33781710267066956]",0.915
9,160,8,"[0.3890936076641083, 0.4007144868373871, 0.4349423348903656, 0.3847784996032715, 0.3977817893028259, 0.3249330222606659, 0.5412042140960693, 0.42761796712875366, 0.4951344430446625, 0.3387007415294647]",0.905
9,160,16,"[0.9310362935066223, 0.9028316736221313, 0.9035558700561523, 0.8716694116592407, 0.8790186643600464, 0.8198933005332947, 0.8726423978805542, 0.8320032358169556, 0.8208264708518982, 0.7954519987106323]",0.805
9,160,32,"[0.5843191146850586, 0.5657644271850586, 0.5453237295150757, 0.4069504737854004, 0.4581461250782013, 0.4229980707168579, 0.6674630045890808, 0.3821867108345032, 0.4703977704048157, 0.5118922591209412]",0.615
10,5,2,"[0.3725977838039398, 0.3707472085952759, 0.36523255705833435, 0.35646358132362366, 0.34680458903312683, 0.3852096199989319, 0.36113905906677246, 0.34899139404296875, 0.34108561277389526, 0.33582207560539246]",0.82
10,5,4,"[0.4258189797401428, 0.4134252071380615, 0.3962692618370056, 0.3832879960536957, 0.3726206123828888, 0.361612468957901, 0.35482057929039, 0.34778842329978943, 0.3426049053668976, 0.3384076654911041]",0.97
10,5,8,"[0.8473404049873352, 0.7609854936599731, 0.8234285116195679, 0.7158993482589722, 0.6996976733207703, 0.6991682648658752, 0.7031261920928955, 0.6941095590591431, 0.6953991651535034, 0.6947154998779297]",0.995
10,5,16,"[0.36120933294296265, 0.32528603076934814, 0.31886544823646545, 0.3170327842235565, 0.31525084376335144, 0.31583064794540405, 0.3143955171108246, 0.31384485960006714, 0.313654363155365, 0.31372684240341187]",1.0
10,5,32,"[0.3251589238643646, 0.32171472907066345, 0.31489887833595276, 0.3336968421936035, 0.40767866373062134, 0.3136742115020752, 0.31505775451660156, 0.3260916769504547, 0.31409305334091187, 0.3146934509277344]",0.985
10,10,2,"[0.46222466230392456, 0.43484216928482056, 0.40966951847076416, 0.3910307288169861, 0.3730250895023346, 0.35950297117233276, 0.34698575735092163, 0.34125661849975586, 0.3303346633911133, 0.32536059617996216]",0.935
10,10,4,"[0.5001712441444397, 0.4946891665458679, 0.4786284565925598, 0.4530782699584961, 0.43859902024269104, 0.41157233715057373, 0.420706182718277, 0.4401266574859619, 0.4474877119064331, 0.45770013332366943]",0.855
10,10,8,"[0.9425990581512451, 0.8560952544212341, 0.8728200197219849, 0.8198871612548828, 0.7817468643188477, 0.7303531765937805, 0.7329066395759583, 0.722764253616333, 0.8181473612785339, 0.802032470703125]",0.82
10,10,16,"[0.6039173603057861, 0.3922954797744751, 0.3743627369403839, 0.33173102140426636, 0.3814855217933655, 0.32993534207344055, 0.32952025532722473, 0.32243648171424866, 0.34138187766075134, 0.3312499225139618]",0.94
10,10,32,"[0.8540202379226685, 1.0280025005340576, 0.8077067136764526, 0.7320136427879333, 0.8409198522567749, 1.2878406047821045, 0.971065878868103, 0.8024340867996216, 0.8403229713439941, 0.7012477517127991]",0.775
10,20,2,"[0.40224143862724304, 0.40055131912231445, 0.3990362584590912, 0.4412722587585449, 0.4253326952457428, 0.3976110517978668, 0.37818649411201477, 0.3822203278541565, 0.3671663701534271, 0.36264854669570923]",0.82
10,20,4,"[0.8791483044624329, 0.7904502153396606, 0.7407715320587158, 0.719588041305542, 0.7087417244911194, 0.7067418694496155, 0.6989318132400513, 0.6972553133964539, 0.6963053345680237, 0.6955626606941223]",0.88
10,20,8,"[0.533136785030365, 0.4307214021682739, 0.4564283788204193, 0.4449198246002197, 0.5959548950195312, 0.4932987093925476, 0.5710599422454834, 0.6283064484596252, 0.6080500483512878, 0.3716351091861725]",0.715
10,20,16,"[0.5195434093475342, 0.4852595329284668, 0.39278897643089294, 0.5060242414474487, 0.3774985074996948, 0.35831594467163086, 0.5198704600334167, 0.3766314387321472, 0.3543219268321991, 0.49784988164901733]",0.73
10,20,32,"[1.0883026123046875, 1.0458788871765137, 0.7721257209777832, 1.2637782096862793, 0.7063063383102417, 0.7013066411018372, 1.133122444152832, 1.2044564485549927, 0.7315112948417664, 0.7120286226272583]",0.825
10,40,2,"[0.44177842140197754, 0.40480637550354004, 0.39457154273986816, 0.385336697101593, 0.3794332444667816, 0.37547242641448975, 0.3703855872154236, 0.3665885031223297, 0.36350497603416443, 0.35792654752731323]",0.805
10,40,4,"[0.8766852617263794, 0.8604673147201538, 1.1915957927703857, 0.7429108619689941, 0.7183130979537964, 0.7073348164558411, 0.705486536026001, 0.701684296131134, 0.6990876793861389, 0.7076594233512878]",0.935
10,40,8,"[0.5228793025016785, 0.4740164279937744, 0.438839316368103, 0.39602068066596985, 0.3720758855342865, 0.3625290095806122, 0.34978917241096497, 0.3377920985221863, 0.33792176842689514, 0.3305571377277374]",0.96
10,40,16,"[0.5804457664489746, 0.6258943676948547, 0.6368107199668884, 0.6482458114624023, 0.6500095129013062, 0.6622850894927979, 0.6541184186935425, 0.5814051032066345, 0.5786393284797668, 0.6217228770256042]",0.56
10,40,32,"[0.8444510698318481, 0.9422345161437988, 1.0439101457595825, 0.8199628591537476, 0.7941141128540039, 0.7231805920600891, 0.8227071762084961, 0.7073199152946472, 0.7449302077293396, 0.9046602249145508]",0.68
10,80,2,"[0.8839903473854065, 0.8435238599777222, 0.8135242462158203, 0.7906867861747742, 0.8941771984100342, 0.8928473591804504, 0.8879982233047485, 0.8811417818069458, 0.8702315092086792, 0.8578611612319946]",0.85
10,80,4,"[0.9720152616500854, 1.0222804546356201, 1.0176783800125122, 1.0086781978607178, 1.0153353214263916, 0.7406324148178101, 0.7179151773452759, 0.7259017825126648, 0.7198315262794495, 0.7172267436981201]",0.895
10,80,8,"[1.0315656661987305, 1.0463374853134155, 1.0798543691635132, 1.056227445602417, 1.0933510065078735, 1.0159246921539307, 0.9579198956489563, 0.9135687947273254, 0.9154959917068481, 0.9307292699813843]",0.655
10,80,16,"[0.5356290340423584, 0.5528976917266846, 0.5017575621604919, 0.5519081354141235, 0.489667147397995, 0.5864095687866211, 0.6126838326454163, 0.605288565158844, 0.48519057035446167, 0.6241328120231628]",0.765
10,80,32,"[0.4230441451072693, 0.43421703577041626, 0.4887095093727112, 0.4926754832267761, 0.356234610080719, 0.35645949840545654, 0.39634081721305847, 0.3309306800365448, 0.5317745208740234, 0.4238183796405792]",0.79
10,160,2,"[1.0056049823760986, 0.966198205947876, 0.9464263916015625, 0.9376974105834961, 0.9311357736587524, 0.9002835750579834, 0.8714959621429443, 0.842818021774292, 0.8157830238342285, 0.796854555606842]",0.935
10,160,4,"[0.4467709958553314, 0.4195716977119446, 0.398909330368042, 0.38924458622932434, 0.38061195611953735, 0.36170464754104614, 0.3573063910007477, 0.3497404456138611, 0.36311495304107666, 0.348207950592041]",0.89
10,160,8,"[0.5246759653091431, 0.43021613359451294, 0.6142978668212891, 0.4366328716278076, 0.393596887588501, 0.43632060289382935, 0.5603558421134949, 0.42659738659858704, 0.4110311269760132, 0.41610094904899597]",0.83
10,160,16,"[0.4724941849708557, 0.4441239833831787, 0.3730263411998749, 0.3810679316520691, 0.6446051597595215, 0.35390570759773254, 0.3567693531513214, 0.34023571014404297, 0.3562265932559967, 0.40028518438339233]",0.75
10,160,32,"[1.183384895324707, 1.0645955801010132, 0.8419514894485474, 0.8055235743522644, 0.826130211353302, 0.7021235227584839, 0.7732149362564087, 0.7577219009399414, 1.0655051469802856, 0.6964107751846313]",0.775
11,5,2,"[0.5210927128791809, 0.489213228225708, 0.46190232038497925, 0.4418953061103821, 0.4257086217403412, 0.4146551191806793, 0.4052697420120239, 0.3953991234302521, 0.33716756105422974, 0.3343428373336792]",0.87
11,5,4,"[0.37424713373184204, 0.34818515181541443, 0.33618566393852234, 0.3304134011268616, 0.32678842544555664, 0.32421350479125977, 0.3221118152141571, 0.3190905749797821, 0.3175899386405945, 0.3167121112346649]",0.99
11,5,8,"[0.3474469780921936, 0.3329591751098633, 0.32649099826812744, 0.33693525195121765, 0.32287049293518066, 0.32030534744262695, 0.31809577345848083, 0.31543678045272827, 0.3147628903388977, 0.3145061433315277]",0.99
11,5,16,"[0.8677530288696289, 0.8042809367179871, 0.7556495070457458, 0.7056170105934143, 0.7112029790878296, 0.6958295106887817, 0.6952499151229858, 0.6955860257148743, 0.7110775113105774, 0.6933492422103882]",0.99
11,5,32,"[0.32088369131088257, 0.32336124777793884, 0.31424054503440857, 0.31507131457328796, 0.31425169110298157, 0.3135822117328644, 0.3137699365615845, 0.31376418471336365, 0.32535526156425476, 0.31338340044021606]",0.98
11,10,2,"[0.39914801716804504, 0.3988283574581146, 0.3987792432308197, 0.39180824160575867, 0.3839735686779022, 0.3894535303115845, 0.38107967376708984, 0.3773917853832245, 0.37287402153015137, 0.36925163865089417]",0.635
11,10,4,"[0.764520525932312, 0.7718997001647949, 0.7879244685173035, 1.0445458889007568, 0.7766860127449036, 0.7654641270637512, 0.7703540325164795, 0.7657238245010376, 0.7580710649490356, 0.7512730360031128]",0.92
11,10,8,"[0.8785291910171509, 0.8296743035316467, 1.0600594282150269, 0.9804632663726807, 1.0153357982635498, 0.9886260628700256, 1.0574299097061157, 1.090685248374939, 1.2170684337615967, 1.2293542623519897]",0.92
11,10,16,"[0.9522334933280945, 1.0847781896591187, 1.1015257835388184, 0.9547047019004822, 1.2131483554840088, 0.8543254137039185, 0.7232981324195862, 0.700439989566803, 0.7015882134437561, 0.7234162092208862]",0.795
11,10,32,"[0.5130042433738708, 0.3375612795352936, 0.49500924348831177, 0.5366828441619873, 0.5976072549819946, 0.31836944818496704, 0.3160780668258667, 0.3251380920410156, 0.46122637391090393, 0.31458455324172974]",0.845
11,20,2,"[0.4019937515258789, 0.39984971284866333, 0.3973538875579834, 0.3936576843261719, 0.3883174657821655, 0.38217851519584656, 0.3753429353237152, 0.3685033619403839, 0.361226350069046, 0.3507763743400574]",0.85
11,20,4,"[1.0062518119812012, 0.9938995242118835, 1.0482455492019653, 0.939394474029541, 0.9188977479934692, 0.9252103567123413, 0.9329455494880676, 0.9325494766235352, 0.9486355781555176, 0.9541114568710327]",0.915
11,20,8,"[1.1088166236877441, 0.826647162437439, 1.0006177425384521, 1.1739535331726074, 1.0568277835845947, 0.9517476558685303, 0.9093276262283325, 1.0981684923171997, 1.0390976667404175, 0.9365925788879395]",0.825
11,20,16,"[0.9383793473243713, 0.9511193037033081, 0.8067054152488708, 1.059358835220337, 0.7279753088951111, 0.7551167011260986, 0.7488774061203003, 0.7295657396316528, 0.7322384119033813, 0.839895486831665]",0.66
11,20,32,"[0.8902312517166138, 0.8641778826713562, 0.8108829855918884, 0.8572114706039429, 1.1232222318649292, 0.8117572665214539, 0.7423809766769409, 0.8789432644844055, 1.1655420064926147, 0.7642950415611267]",0.695
11,40,2,"[0.45192283391952515, 0.4759256839752197, 0.49453413486480713, 0.510636568069458, 0.5209962129592896, 0.5275843739509583, 0.5374577641487122, 0.5463934540748596, 0.5455021858215332, 0.5214642286300659]",0.465
11,40,4,"[0.8972370624542236, 0.8146321773529053, 0.7764946222305298, 0.7553367018699646, 0.7417852282524109, 0.733694314956665, 0.7287553548812866, 0.7262130379676819, 0.7248370051383972, 0.7247523665428162]",0.505
11,40,8,"[0.970557689666748, 0.966952383518219, 0.8840913772583008, 0.8301342129707336, 1.002779245376587, 0.7858330011367798, 0.823553204536438, 0.9728578329086304, 0.9596577286720276, 1.1368128061294556]",0.86
11,40,16,"[0.9744776487350464, 1.013856291770935, 1.1561248302459717, 1.0992372035980225, 1.0479018688201904, 1.0770364999771118, 1.0346653461456299, 1.025568962097168, 1.1428468227386475, 1.137740969657898]",0.615
11,40,32,"[0.36303651332855225, 0.4920792877674103, 0.3458588421344757, 0.5089296102523804, 0.5205911993980408, 0.39765068888664246, 0.48885107040405273, 0.6345827579498291, 0.3480645418167114, 0.3397451937198639]",0.535
11,80,2,"[0.41566333174705505, 0.41699081659317017, 0.4150373637676239, 0.40963658690452576, 0.40230903029441833, 0.39754247665405273, 0.3936895430088043, 0.3909713923931122, 0.38930201530456543, 0.3878338634967804]",0.85
11,80,4,"[0.43384304642677307, 0.42305663228034973, 0.4244890511035919, 0.41487863659858704, 0.3867153227329254, 0.37679386138916016, 0.372016966342926, 0.36152562499046326, 0.3564563989639282, 0.34924986958503723]",0.805
11,80,8,"[0.46089237928390503, 0.4598255753517151, 0.4364466667175293, 0.4513626992702484, 0.4529481530189514, 0.42088478803634644, 0.4182327389717102, 0.4077070653438568, 0.4227021336555481, 0.41882938146591187]",0.72
11,80,16,"[1.0131386518478394, 0.8475815057754517, 1.0770232677459717, 0.9218634366989136, 0.9040012359619141, 0.9767605066299438, 0.7982633709907532, 0.9927326440811157, 0.7232106924057007, 1.0122244358062744]",0.735
11,80,32,"[0.9256408214569092, 0.887237548828125, 1.2034872770309448, 0.8358522653579712, 0.8655475378036499, 0.7006632089614868, 0.8098978996276855, 0.7794803380966187, 0.8020706176757812, 0.7031844854354858]",0.545
11,160,2,"[0.41783562302589417, 0.4007572829723358, 0.3857188820838928, 0.37437954545021057, 0.3667236864566803, 0.36074918508529663, 0.35772985219955444, 0.3540307283401489, 0.3481655418872833, 0.3441846966743469]",0.93
11,160,4,"[0.8176863193511963, 0.7513717412948608, 0.72666996717453, 0.7155178189277649, 0.7097763419151306, 0.7046894431114197, 0.7013438940048218, 0.6984860897064209, 0.6965086460113525, 0.695528507232666]",0.75
11,160,8,"[1.182430386543274, 1.028333306312561, 1.1358087062835693, 1.1384844779968262, 1.1288676261901855, 1.1235703229904175, 0.7180302739143372, 0.7122786641120911, 0.7074297666549683, 0.7035406231880188]",0.69
11,160,16,"[1.0404212474822998, 0.94683837890625, 0.9233880043029785, 0.8816686272621155, 0.8586528301239014, 0.9306714534759521, 0.818943202495575, 0.8231765627861023, 0.8480510711669922, 0.8640360832214355]",0.58
11,160,32,"[0.45265698432922363, 0.418586403131485, 0.39185047149658203, 0.5434616208076477, 0.4529062509536743, 0.3796820044517517, 0.41743916273117065, 0.532024621963501, 0.6061264872550964, 0.626539409160614]",0.64
12,5,2,"[0.9432604312896729, 0.9099667072296143, 1.1011329889297485, 0.7846620082855225, 0.7593445777893066, 0.7397792339324951, 1.075551986694336, 1.1445629596710205, 1.1791799068450928, 1.1994812488555908]",0.9
12,5,4,"[0.41747337579727173, 0.3777864873409271, 0.3612000346183777, 0.35067084431648254, 0.344938188791275, 0.3424002528190613, 0.3404119908809662, 0.3375672399997711, 0.3346777856349945, 0.33794599771499634]",0.93
12,5,8,"[0.35320720076560974, 0.34393787384033203, 0.3407248854637146, 0.3795214891433716, 0.324219286441803, 0.32114389538764954, 0.321857750415802, 0.3193783760070801, 0.31811606884002686, 0.31683847308158875]",1.0
12,5,16,"[0.3764449954032898, 0.37568727135658264, 0.3215378224849701, 0.3196934461593628, 0.3169766962528229, 0.3165299594402313, 0.3148479759693146, 0.31415390968322754, 0.32413747906684875, 0.31356924772262573]",1.0
12,5,32,"[1.124964952468872, 1.0799720287322998, 0.8411033153533936, 0.7123365998268127, 0.6954406499862671, 0.6935870051383972, 0.693706214427948, 0.6940110325813293, 0.694671094417572, 0.6937128901481628]",0.975
12,10,2,"[0.45874473452568054, 0.4712434709072113, 0.47993120551109314, 0.47700023651123047, 0.448847234249115, 0.4201706647872925, 0.3976147174835205, 0.3810994327068329, 0.3689608573913574, 0.35989731550216675]",0.705
12,10,4,"[0.41032180190086365, 0.3894144296646118, 0.3693462908267975, 0.35470762848854065, 0.3454166352748871, 0.4939189553260803, 0.5001027584075928, 0.43440982699394226, 0.6464638710021973, 0.6252565383911133]",0.65
12,10,8,"[0.8538808226585388, 0.8832100033760071, 0.837158203125, 0.7338963747024536, 0.8279300928115845, 0.8468061089515686, 0.7346424460411072, 0.7228702902793884, 1.021773099899292, 1.0727027654647827]",0.69
12,10,16,"[0.4335344731807709, 0.39112362265586853, 0.3720664381980896, 0.38365569710731506, 0.3424108326435089, 0.34459778666496277, 0.42317304015159607, 0.4180102050304413, 0.41817381978034973, 0.33301496505737305]",0.68
12,10,32,"[0.5992625951766968, 0.3759477734565735, 0.4156189560890198, 0.546526312828064, 0.5605466961860657, 0.6309133768081665, 0.6567527055740356, 0.5187389254570007, 0.4234139621257782, 0.3427368402481079]",0.76
12,20,2,"[1.138063907623291, 1.1806397438049316, 1.2103848457336426, 1.2293034791946411, 1.2448397874832153, 1.2551681995391846, 1.2625846862792969, 1.2684367895126343, 1.272428274154663, 1.2778643369674683]",0.925
12,20,4,"[0.4692116379737854, 0.4031352698802948, 0.6486815810203552, 0.6635226607322693, 0.6710127592086792, 0.6769710183143616, 0.6826916933059692, 0.6860421895980835, 0.6859774589538574, 0.6833334565162659]",0.5
12,20,8,"[0.8329041004180908, 0.7542991638183594, 0.7450630068778992, 0.7312620878219604, 0.817642867565155, 0.7421321868896484, 0.7213671803474426, 0.7499803304672241, 0.7838519215583801, 0.7507959604263306]",0.49
12,20,16,"[1.0451717376708984, 1.0766500234603882, 0.9197142124176025, 1.1070122718811035, 1.0787771940231323, 0.7786509394645691, 0.730685830116272, 0.7106090188026428, 0.7084887027740479, 1.0312695503234863]",0.565
12,20,32,"[0.43660977482795715, 0.5066354274749756, 0.5600228309631348, 0.4327392578125, 0.35702255368232727, 0.5579279661178589, 0.43368035554885864, 0.5603823065757751, 0.3793003559112549, 0.6292052268981934]",0.72
12,40,2,"[0.43681520223617554, 0.42300617694854736, 0.4109365940093994, 0.4010513126850128, 0.385480135679245, 0.3735659420490265, 0.3644706904888153, 0.3570525646209717, 0.35090622305870056, 0.3455713987350464]",0.835
12,40,4,"[0.8593078851699829, 0.8086812496185303, 0.7647783160209656, 0.7357239723205566, 0.7198690176010132, 0.7107193470001221, 0.7047184109687805, 0.7009081840515137, 0.6986646056175232, 0.6970983147621155]",0.63
12,40,8,"[0.8921408653259277, 0.8240060806274414, 0.8651852607727051, 0.8485246300697327, 0.8328840136528015, 0.7352632880210876, 0.7084429264068604, 0.7082823514938354, 0.735529363155365, 0.699133574962616]",0.685
12,40,16,"[0.46302956342697144, 0.527806282043457, 0.5624529123306274, 0.6454856395721436, 0.5275534391403198, 0.4385220408439636, 0.45482394099235535, 0.6332069635391235, 0.39124518632888794, 0.6731942892074585]",0.62
12,40,32,"[0.9663341045379639, 0.8810038566589355, 1.0086030960083008, 1.1343836784362793, 1.0374690294265747, 1.2181094884872437, 0.8531852960586548, 0.8176529407501221, 0.7822874784469604, 0.7814149856567383]",0.555
12,80,2,"[0.8373420834541321, 0.8017826080322266, 0.778028130531311, 0.7625260353088379, 0.7519528865814209, 0.7443986535072327, 0.7331900000572205, 0.7249901294708252, 0.7194739580154419, 0.9918457865715027]",0.65
12,80,4,"[0.8270869255065918, 0.8007551431655884, 0.7514364719390869, 0.7361199259757996, 0.7147751450538635, 0.7190704345703125, 0.7057198882102966, 0.7025347352027893, 0.7042216062545776, 0.6987558007240295]",0.73
12,80,8,"[0.42178183794021606, 0.4177219569683075, 0.434480220079422, 0.4320446848869324, 0.43672892451286316, 0.4562718868255615, 0.6283401846885681, 0.37533140182495117, 0.5264520049095154, 0.364343523979187]",0.675
12,80,16,"[0.5229451656341553, 0.4756956696510315, 0.45436006784439087, 0.4338419735431671, 0.41775399446487427, 0.48599231243133545, 0.38982322812080383, 0.5690903663635254, 0.5673905611038208, 0.5651646256446838]",0.735
12,80,32,"[0.4568406343460083, 0.5397851467132568, 0.4364123046398163, 0.5609014630317688, 0.6468721032142639, 0.4261646568775177, 0.5720248222351074, 0.45290061831474304, 0.4166486859321594, 0.6045390963554382]",0.705
12,160,2,"[0.48622459173202515, 0.5048788785934448, 0.5137231349945068, 0.5181016325950623, 0.5197834968566895, 0.5205102562904358, 0.5210424661636353, 0.520595371723175, 0.5134813189506531, 0.503728985786438]",0.7
12,160,4,"[0.84197598695755, 0.7894330024719238, 0.8263558149337769, 1.017862319946289, 0.710517942905426, 0.9860818386077881, 0.9536721706390381, 0.6982613801956177, 0.6968900561332703, 0.8808721303939819]",0.865
12,160,8,"[1.0125799179077148, 0.9590816497802734, 0.8450802564620972, 0.7730498313903809, 0.7606378197669983, 0.7373920679092407, 0.7565250992774963, 0.8118435740470886, 0.7262455224990845, 0.7694562673568726]",0.59
12,160,16,"[0.5702379941940308, 0.6417303085327148, 0.5319647192955017, 0.6406705975532532, 0.5184293985366821, 0.39262548089027405, 0.6493555903434753, 0.660781741142273, 0.6397096514701843, 0.6685312986373901]",0.645
12,160,32,"[0.4536798298358917, 0.43918338418006897, 0.3524714708328247, 0.37132588028907776, 0.41527071595191956, 0.5340209603309631, 0.3582128584384918, 0.49393612146377563, 0.49405622482299805, 0.4108945429325104]",0.64
