Scale Factor,Sequence Length,Hidden Size,Loss Vector,Accuracy
10,5,32,"[0.7388812303543091, 0.6984472870826721, 0.6956580281257629, 0.6945374011993408, 0.6939651966094971, 0.693652868270874, 0.6936169266700745, 0.6934716105461121, 0.6933626532554626, 0.693293035030365]",0.92
10,10,2,"[0.49514877796173096, 0.515199601650238, 0.5357929468154907, 0.5517811179161072, 0.5639351606369019, 0.5742864608764648, 0.5835145711898804, 0.5917914509773254, 0.5988431572914124, 0.6055735349655151]",0.54
10,10,4,"[0.5112670660018921, 0.520902156829834, 0.48360681533813477, 0.5534529685974121, 0.5596296787261963, 0.4625977575778961, 0.46276572346687317, 0.45364218950271606, 0.594878077507019, 0.6192902326583862]",0.53
10,10,8,"[0.889753520488739, 0.8709819912910461, 0.8773822784423828, 0.874292254447937, 0.8749507665634155, 0.8288109302520752, 0.8597590923309326, 0.8331999182701111, 0.8171643018722534, 0.859607994556427]",0.51
10,10,16,"[0.449245810508728, 0.4449431896209717, 0.593542218208313, 0.5322647094726562, 0.3723295331001282, 0.3524204194545746, 0.3431164622306824, 0.33750200271606445, 0.3356074094772339, 0.3603137135505676]",0.625
10,10,32,"[0.408659428358078, 0.4325792193412781, 0.3556502163410187, 0.34833359718322754, 0.33845993876457214, 0.3261343538761139, 0.32316744327545166, 0.43554866313934326, 0.5436015129089355, 0.3451680839061737]",0.84
10,20,2,"[0.5792816877365112, 0.5756849646568298, 0.5544184446334839, 0.5707785487174988, 0.5837075114250183, 0.5938688516616821, 0.6021302342414856, 0.6089524030685425, 0.6144217252731323, 0.6189981698989868]",0.415
10,20,4,"[0.5484686493873596, 0.5567183494567871, 0.5374717712402344, 0.5388731956481934, 0.5448222756385803, 0.5609543919563293, 0.572262167930603, 0.5799590349197388, 0.5706911087036133, 0.5657874941825867]",0.54
10,20,8,"[0.9158258438110352, 0.8227309584617615, 0.7931551933288574, 0.7742589116096497, 0.7661321759223938, 0.9133124351501465, 0.9019366502761841, 0.8628778457641602, 0.8271391987800598, 0.8293778896331787]",0.455
10,20,16,"[0.506613552570343, 0.6143463253974915, 0.6434814929962158, 0.6589816808700562, 0.6672441959381104, 0.6737152934074402, 0.6795172095298767, 0.6827859282493591, 0.6846625804901123, 0.6857865452766418]",0.405
10,20,32,"[0.8391975164413452, 0.891487717628479, 0.8386733531951904, 0.7595884203910828, 0.7806957364082336, 0.7803994417190552, 0.7869001626968384, 0.895332932472229, 0.774023175239563, 0.7111726999282837]",0.485
10,40,2,"[0.8419325947761536, 0.8157396912574768, 0.799077033996582, 0.7802430391311646, 0.7648096084594727, 0.7528578639030457, 0.7434434294700623, 0.7358971238136292, 0.7297788858413696, 0.7247402667999268]",0.815
10,40,4,"[0.4205707609653473, 0.4305569529533386, 0.4236445426940918, 0.4082367718219757, 0.3932785391807556, 0.3816339075565338, 0.3727118670940399, 0.3655460774898529, 0.35948649048805237, 0.3542785048484802]",0.89
10,40,8,"[0.48872458934783936, 0.5044299364089966, 0.3970295190811157, 0.44054800271987915, 0.5734111666679382, 0.6375959515571594, 0.5556020736694336, 0.6601508855819702, 0.5710423588752747, 0.5057317018508911]",0.475
10,40,16,"[0.9467215538024902, 0.9566421508789062, 0.8647187948226929, 1.0524873733520508, 0.9886274933815002, 0.7543032765388489, 0.8293349146842957, 0.9157572984695435, 1.0113271474838257, 0.8567976951599121]",0.525
10,40,32,"[0.9188591241836548, 0.8056835532188416, 0.9168612360954285, 0.7316820621490479, 0.7286502718925476, 0.7330542206764221, 0.7194461226463318, 0.7312389016151428, 0.7095635533332825, 0.7070654630661011]",0.445
10,80,2,"[0.6055262088775635, 0.6167759299278259, 0.5495692491531372, 0.6324162483215332, 0.6388230919837952, 0.6452298760414124, 0.6512535810470581, 0.6563028693199158, 0.660752534866333, 0.6645366549491882]",0.485
10,80,4,"[0.9448409080505371, 0.7764570713043213, 0.7559555172920227, 0.7187179923057556, 0.7188087701797485, 0.7188947200775146, 0.7186192274093628, 0.7193140387535095, 0.7200025320053101, 0.720704972743988]",0.53
10,80,8,"[0.7832489013671875, 0.8089768290519714, 0.7898719310760498, 0.9418514966964722, 0.932367205619812, 0.7718623280525208, 0.7606174945831299, 0.7432587146759033, 0.7357897162437439, 0.8409133553504944]",0.55
10,80,16,"[0.8175238370895386, 0.7365782856941223, 0.724435567855835, 0.7175410389900208, 0.7147987484931946, 0.7118275165557861, 0.7100209593772888, 0.7093511819839478, 0.7098342180252075, 0.7117679715156555]",0.44
10,80,32,"[0.990921676158905, 0.9458135962486267, 1.0317100286483765, 0.9423542618751526, 0.905849814414978, 0.9353905916213989, 0.8176757097244263, 0.8284587860107422, 0.9596067070960999, 0.9926226139068604]",0.63
10,160,2,"[0.7714636325836182, 0.7376294732093811, 0.7214195132255554, 0.7123092412948608, 0.7067031860351562, 0.7030335664749146, 0.7005160450935364, 0.6987675428390503, 0.6975079774856567, 0.69659423828125]",0.855
10,160,4,"[0.8168912529945374, 0.792290210723877, 0.7763338685035706, 0.7653402090072632, 0.757000744342804, 0.7477916479110718, 0.7621951699256897, 0.7368528842926025, 0.7307586073875427, 0.7273197770118713]",0.775
10,160,8,"[0.987564206123352, 0.7750552892684937, 0.7601959109306335, 0.7469623684883118, 0.7382898926734924, 0.7322590947151184, 0.7285540103912354, 0.815011203289032, 0.7988516092300415, 0.7277734875679016]",0.53
10,160,16,"[0.5375704765319824, 0.6178845167160034, 0.493324875831604, 0.574912428855896, 0.5859330892562866, 0.4831070899963379, 0.43815645575523376, 0.47728127241134644, 0.5250825881958008, 0.5953826308250427]",0.59
10,160,32,"[0.47615858912467957, 0.5542055368423462, 0.41382652521133423, 0.5668182373046875, 0.44044703245162964, 0.5824461579322815, 0.47153735160827637, 0.613762378692627, 0.43740513920783997, 0.49871009588241577]",0.62
30,5,2,"[0.4531249403953552, 0.4630519151687622, 0.4703642725944519, 0.4786466956138611, 0.4926537871360779, 0.5063232183456421, 0.5163824558258057, 0.5268250703811646, 0.5346354842185974, 0.5406436324119568]",0.49
30,5,4,"[0.4201626777648926, 0.4704481363296509, 0.48536431789398193, 0.6126303672790527, 0.6240490674972534, 0.6329551339149475, 0.6419455409049988, 0.6485909819602966, 0.6530566811561584, 0.6564311981201172]",0.52
30,5,8,"[0.9423630237579346, 0.9439684748649597, 0.8149351477622986, 0.7339232563972473, 0.8101403713226318, 0.9675382375717163, 0.7285305261611938, 0.7265086770057678, 1.0702451467514038, 0.750210702419281]",0.755
30,5,16,"[0.49283933639526367, 0.5206915736198425, 0.4975401759147644, 0.5369404554367065, 0.39337700605392456, 0.3291758596897125, 0.3602083623409271, 0.3787897825241089, 0.34131288528442383, 0.3594711124897003]",0.81
30,5,32,"[1.0632017850875854, 1.1110975742340088, 0.8799846768379211, 0.7842260003089905, 0.8832620978355408, 0.7226628661155701, 0.7460401058197021, 1.029417634010315, 0.8190058469772339, 0.9300640821456909]",0.895
30,10,2,"[1.0165598392486572, 1.0028083324432373, 0.9960964322090149, 0.9853558540344238, 0.9754536151885986, 0.9611519575119019, 0.9454589486122131, 0.7425264120101929, 0.7383387088775635, 0.740220844745636]",0.46
30,10,4,"[0.3957049250602722, 0.38251376152038574, 0.3697601854801178, 0.6324347257614136, 0.35173141956329346, 0.3444521129131317, 0.3393234610557556, 0.33375516533851624, 0.32937440276145935, 0.3261455297470093]",0.895
30,10,8,"[0.5902187824249268, 0.6332279443740845, 0.456099271774292, 0.5765740275382996, 0.6306625604629517, 0.6403543949127197, 0.5104941725730896, 0.6483358144760132, 0.6400669813156128, 0.6264798045158386]",0.52
30,10,16,"[0.8719860315322876, 0.9428088665008545, 0.9146133661270142, 1.0013206005096436, 1.0703264474868774, 0.9510394334793091, 1.0003738403320312, 0.9860501885414124, 0.7801847457885742, 0.8898560404777527]",0.515
30,10,32,"[0.567685604095459, 0.4359801113605499, 0.5813789963722229, 0.5757642388343811, 0.4711666703224182, 0.6153261661529541, 0.5113470554351807, 0.6222943663597107, 0.5104105472564697, 0.3360157907009125]",0.655
30,20,2,"[0.5875614285469055, 0.6017568707466125, 0.6125906705856323, 0.621677041053772, 0.6288177967071533, 0.6347175240516663, 0.6397354006767273, 0.6438741683959961, 0.6475998759269714, 0.6509360074996948]",0.505
30,20,4,"[0.8386070728302002, 0.810901403427124, 0.7836661338806152, 0.762495219707489, 0.7489681839942932, 0.7378119230270386, 0.7283057570457458, 0.7268416881561279, 0.7178962826728821, 0.7265375852584839]",0.565
30,20,8,"[1.004390835762024, 0.9128196835517883, 0.8656015992164612, 0.870219349861145, 0.7908308506011963, 0.743025541305542, 1.0745165348052979, 0.7898094654083252, 0.7789366841316223, 0.7658107280731201]",0.495
30,20,16,"[0.5682100653648376, 0.5550214648246765, 0.5894785523414612, 0.5750626921653748, 0.5697076916694641, 0.5013086199760437, 0.546470046043396, 0.46212664246559143, 0.5375168919563293, 0.6516308188438416]",0.49
30,20,32,"[0.531836748123169, 0.4936261773109436, 0.6124489307403564, 0.5953127145767212, 0.6214435696601868, 0.5771234035491943, 0.6263660192489624, 0.6227093935012817, 0.6251059770584106, 0.6720535755157471]",0.545
30,40,2,"[0.9166467189788818, 0.8675607442855835, 0.8302354216575623, 0.8100969791412354, 0.8146426677703857, 0.77222740650177, 0.988817572593689, 1.0117288827896118, 1.0161329507827759, 1.1035170555114746]",0.84
30,40,4,"[0.5334545969963074, 0.557234525680542, 0.5742645859718323, 0.5851760506629944, 0.5842747092247009, 0.48742198944091797, 0.47200489044189453, 0.45822837948799133, 0.4462483525276184, 0.331726998090744]",0.78
30,40,8,"[0.9252153635025024, 0.8517322540283203, 0.7905317544937134, 0.8109443783760071, 0.8682063817977905, 0.8157004714012146, 0.7951220273971558, 0.7374594211578369, 0.7752131819725037, 0.7244045734405518]",0.585
30,40,16,"[0.8258030414581299, 0.786312997341156, 0.824712872505188, 0.7541102170944214, 0.8186975121498108, 0.7306600213050842, 0.7152591347694397, 0.72306889295578, 0.718336820602417, 0.7127066254615784]",0.495
30,40,32,"[0.4517552852630615, 0.5901069641113281, 0.5828354358673096, 0.4850696325302124, 0.6223952174186707, 0.5516842603683472, 0.5866603851318359, 0.6372929811477661, 0.5250236392021179, 0.6163356304168701]",0.465
30,80,2,"[0.5461289882659912, 0.5945886969566345, 0.37147513031959534, 0.6418244242668152, 0.6529858112335205, 0.6613422632217407, 0.667622983455658, 0.6724414825439453, 0.6761189103126526, 0.33775171637535095]",0.885
30,80,4,"[0.9811097383499146, 1.0245592594146729, 1.0557070970535278, 1.081619143486023, 1.1061832904815674, 1.1235005855560303, 1.1373517513275146, 1.1477186679840088, 0.8121778964996338, 0.7893118262290955]",0.835
30,80,8,"[0.5533686280250549, 0.5177760720252991, 0.4463815689086914, 0.5327150821685791, 0.4987887740135193, 0.6239373683929443, 0.6435378789901733, 0.6438948512077332, 0.36529436707496643, 0.659080445766449]",0.825
30,80,16,"[0.4553045630455017, 0.527539074420929, 0.5319387316703796, 0.5019053816795349, 0.5740575194358826, 0.4093745946884155, 0.505341112613678, 0.5298147201538086, 0.6090379357337952, 0.6525181531906128]",0.63
30,80,32,"[0.4887188673019409, 0.4289732277393341, 0.5570023059844971, 0.45381250977516174, 0.6200205087661743, 0.5296929478645325, 0.5379655361175537, 0.3810001015663147, 0.596480131149292, 0.4836817681789398]",0.545
30,160,2,"[0.8778047561645508, 0.8138851523399353, 0.7777894139289856, 0.7565840482711792, 0.7431580424308777, 0.7340682744979858, 0.727554440498352, 0.7226784229278564, 0.7188887000083923, 0.7158682942390442]",0.78
30,160,4,"[0.8872153162956238, 0.8407162427902222, 0.813684344291687, 0.7924196720123291, 0.778541088104248, 0.7671372890472412, 0.7581878304481506, 0.750002920627594, 0.7436710596084595, 0.7378237247467041]",0.835
30,160,8,"[0.9394090175628662, 0.843453049659729, 0.8523183465003967, 0.8315994739532471, 0.8045147061347961, 0.8432012796401978, 0.8003354072570801, 0.8360157608985901, 1.1057689189910889, 1.024641990661621]",0.68
30,160,16,"[0.4047375023365021, 0.46817919611930847, 0.3651773929595947, 0.40670347213745117, 0.5798054933547974, 0.33880871534347534, 0.3459125757217407, 0.34158894419670105, 0.4939873218536377, 0.36657124757766724]",0.67
30,160,32,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0.0
50,5,2,"[0.4343404173851013, 0.4218282699584961, 0.41389256715774536, 0.4063182771205902, 0.4031923711299896, 0.39996254444122314, 0.39540523290634155, 0.3901350200176239, 0.3850555419921875, 0.38059622049331665]",0.68
50,5,4,"[0.475023090839386, 0.5017827153205872, 0.5086949467658997, 0.5408480167388916, 0.5119515061378479, 0.5166054964065552, 0.5633859038352966, 0.5638646483421326, 0.5720772743225098, 0.5798408389091492]",0.565
50,5,8,"[0.8298330307006836, 0.9329087734222412, 0.7521978616714478, 0.7611305713653564, 0.7960011959075928, 0.798389732837677, 0.8782812356948853, 0.8260901570320129, 0.8472242951393127, 1.2537630796432495]",0.585
50,5,16,"[0.5458347797393799, 0.5299845933914185, 0.3818930983543396, 0.5850263237953186, 0.5663422346115112, 0.6282274723052979, 0.3781611919403076, 0.3703847825527191, 0.3630021810531616, 0.31807270646095276]",0.825
50,5,32,"[0.9553935527801514, 0.9091789722442627, 1.0624234676361084, 0.8724099397659302, 0.7893332839012146, 1.187663197517395, 0.7234179377555847, 1.0005770921707153, 0.7344783544540405, 0.7228414416313171]",0.725
50,10,2,"[0.5883854031562805, 0.6006515026092529, 0.611160933971405, 0.6197547912597656, 0.6273053884506226, 0.6334885954856873, 0.6387560963630676, 0.643248438835144, 0.6471322774887085, 0.6504608988761902]",0.515
50,10,4,"[0.5345842242240906, 0.5588862895965576, 0.577529788017273, 0.5948188900947571, 0.6087706685066223, 0.6192495226860046, 0.6272925138473511, 0.6347507238388062, 0.640534520149231, 0.6453785300254822]",0.465
50,10,8,"[0.5922366380691528, 0.5576711297035217, 0.5346591472625732, 0.5410627126693726, 0.5383703708648682, 0.5175682306289673, 0.520591139793396, 0.6278945207595825, 0.6247256994247437, 0.6649796962738037]",0.5
50,10,16,"[0.8272693157196045, 0.9315736889839172, 0.8403987288475037, 0.9972708225250244, 0.7809843420982361, 0.7566531896591187, 0.7733622789382935, 0.75764000415802, 0.7521122694015503, 0.8411046266555786]",0.47
50,10,32,"[0.9462935924530029, 0.8535281419754028, 0.8969341516494751, 0.7903760671615601, 0.7910448908805847, 0.7306157946586609, 0.7359895706176758, 0.7544593811035156, 0.7285429239273071, 0.7506033182144165]",0.54
50,20,2,"[0.5163020491600037, 0.5423330068588257, 0.5633970499038696, 0.5808318257331848, 0.5943682193756104, 0.6055477261543274, 0.614730954170227, 0.6221792101860046, 0.6286388039588928, 0.634148359298706]",0.49
50,20,4,"[0.5585232377052307, 0.6194022297859192, 0.6238166093826294, 0.6292163729667664, 0.6353927850723267, 0.6395962238311768, 0.6429581046104431, 0.6454681158065796, 0.6479030847549438, 0.6556504964828491]",0.47
50,20,8,"[0.8318912982940674, 0.8249867558479309, 0.7716037034988403, 0.759411633014679, 0.7527572512626648, 0.7513226270675659, 0.7498738169670105, 0.7499903440475464, 0.7507582306861877, 0.750933051109314]",0.49
50,20,16,"[0.5614700317382812, 0.4668467044830322, 0.4791555106639862, 0.6135711669921875, 0.5264753103256226, 0.5987988710403442, 0.5518485307693481, 0.6134970784187317, 0.5042443871498108, 0.41557615995407104]",0.595
50,20,32,"[0.5298400521278381, 0.5785903930664062, 0.4209240674972534, 0.6184471845626831, 0.5809498429298401, 0.5904659032821655, 0.49880361557006836, 0.5992408990859985, 0.6041908264160156, 0.6519593000411987]",0.49
50,40,2,"[0.5572971105575562, 0.5733604431152344, 0.5854423642158508, 0.5955577492713928, 0.6036745309829712, 0.6104050278663635, 0.6155634522438049, 0.6204754114151001, 0.6245853304862976, 0.6280946135520935]",0.585
50,40,4,"[0.8759756088256836, 0.8463524580001831, 0.8125010132789612, 0.7854679822921753, 0.765024721622467, 0.7497450113296509, 0.7381783127784729, 0.7292633652687073, 0.7222051024436951, 0.7169591188430786]",0.86
50,40,8,"[0.5527507662773132, 0.4638363718986511, 0.6256851553916931, 0.40842950344085693, 0.3864419758319855, 0.42553725838661194, 0.3948056995868683, 0.6702377200126648, 0.6705599427223206, 0.672376275062561]",0.455
50,40,16,"[0.5445183515548706, 0.4459349513053894, 0.5034884810447693, 0.5020433664321899, 0.617682933807373, 0.4356800615787506, 0.4627939462661743, 0.48472607135772705, 0.605897068977356, 0.44149115681648254]",0.585
50,40,32,"[0.9403875470161438, 0.7994963526725769, 0.7693160772323608, 0.8780063390731812, 0.9408173561096191, 0.8572701215744019, 0.7113144993782043, 1.0062975883483887, 0.7933664321899414, 0.7654306292533875]",0.595
50,80,2,"[0.5532455444335938, 0.5499299764633179, 0.5466334819793701, 0.543363094329834, 0.5402122139930725, 0.5367933511734009, 0.5388712882995605, 0.5370573401451111, 0.5388701558113098, 0.5376807451248169]",0.515
50,80,4,"[0.9798907041549683, 0.9208458662033081, 0.8838386535644531, 0.8585980534553528, 0.8394595384597778, 0.8254196643829346, 0.8164389133453369, 0.808226466178894, 0.8023720383644104, 0.7978540062904358]",0.495
50,80,8,"[1.047194242477417, 1.0635448694229126, 1.0776563882827759, 1.1109986305236816, 1.1713008880615234, 1.0542962551116943, 0.9393081665039062, 1.1384468078613281, 1.1390084028244019, 1.170453667640686]",0.73
50,80,16,"[0.8369747400283813, 0.7616257071495056, 0.7574023008346558, 0.9678525328636169, 0.7170754075050354, 0.8113815188407898, 0.7111280560493469, 0.7192001342773438, 0.7161526679992676, 0.7103582620620728]",0.705
50,80,32,"[0.966840386390686, 0.883171558380127, 0.9271498322486877, 0.7993345260620117, 0.7602008581161499, 0.8247766494750977, 0.7495183944702148, 0.8431105613708496, 0.8202141523361206, 0.7765002250671387]",0.535
50,160,2,"[0.8576862215995789, 0.8207937479019165, 0.7959980964660645, 0.7785136699676514, 0.7655990123748779, 0.755688488483429, 0.7477883100509644, 0.7413544654846191, 0.736030638217926, 0.7315195798873901]",0.465
50,160,4,"[0.5607770681381226, 0.6046596765518188, 0.6087846755981445, 0.6236844062805176, 0.6294785737991333, 0.6376574635505676, 0.6435045599937439, 0.6482966542243958, 0.65227872133255, 0.6554549336433411]",0.53
50,160,8,"[0.5245674252510071, 0.5280130505561829, 0.5329788327217102, 0.519641637802124, 0.5259630680084229, 0.331626832485199, 0.3605031669139862, 0.4156365990638733, 0.40115028619766235, 0.4275713264942169]",0.72
50,160,16,"[0.566024661064148, 0.6281248331069946, 0.44088342785835266, 0.4758375883102417, 0.579291582107544, 0.40611085295677185, 0.5855481028556824, 0.507537305355072, 0.46939510107040405, 0.6392243504524231]",0.63
50,160,32,"[0.8150476217269897, 0.8569486141204834, 0.7953712940216064, 0.9292249083518982, 0.8051347136497498, 0.7753894329071045, 0.8790618181228638, 1.1323986053466797, 0.7775667905807495, 0.7655539512634277]",0.665
90,5,2,"[0.4739329516887665, 0.48904818296432495, 0.5013929605484009, 0.511818528175354, 0.5198396444320679, 0.5260401964187622, 0.5308091640472412, 0.5344552993774414, 0.537218451499939, 0.539275586605072]",0.57
90,5,4,"[0.8035526871681213, 0.7721121311187744, 0.752668023109436, 0.8160413503646851, 0.7921194434165955, 0.7846882939338684, 0.7843407392501831, 0.7862558960914612, 0.7884576320648193, 0.7120808959007263]",0.495
90,5,8,"[0.46369439363479614, 0.43405893445014954, 0.40962889790534973, 0.384010910987854, 0.36753013730049133, 0.3598933219909668, 0.3514575660228729, 0.34873655438423157, 0.3396121859550476, 0.39293649792671204]",0.75
90,5,16,"[0.9240211248397827, 0.8578171730041504, 0.8251322507858276, 0.8087490797042847, 0.7457848191261292, 0.7616302371025085, 0.8311676979064941, 0.7630208730697632, 0.8918765187263489, 0.7432287335395813]",0.725
90,5,32,"[0.7789749503135681, 0.8001676797866821, 0.7285462021827698, 0.735995888710022, 0.7230197787284851, 0.7307766079902649, 0.7430452108383179, 0.700334370136261, 0.7026867866516113, 0.6972712278366089]",0.63
90,10,2,"[0.5925540328025818, 0.6060558557510376, 0.6149301528930664, 0.6234052777290344, 0.6301332712173462, 0.6358104944229126, 0.6405897736549377, 0.6452814936637878, 0.6496981978416443, 0.6535924077033997]",0.48
90,10,4,"[0.4995279908180237, 0.4920926094055176, 0.48771846294403076, 0.4792115390300751, 0.46348005533218384, 0.45604515075683594, 0.48935091495513916, 0.4365559220314026, 0.42637956142425537, 0.5234607458114624]",0.655
90,10,8,"[0.9897034168243408, 0.873860776424408, 0.8360998630523682, 0.8077446818351746, 0.8001633882522583, 0.8379807472229004, 0.7809703350067139, 0.7785053849220276, 0.7294427752494812, 0.7553392648696899]",0.485
90,10,16,"[0.46365630626678467, 0.5629695653915405, 0.5422292351722717, 0.6069477200508118, 0.6095402836799622, 0.6369993090629578, 0.6174841523170471, 0.6549988389015198, 0.5003690719604492, 0.4083244204521179]",0.53
90,10,32,"[0.8510809540748596, 0.8233899474143982, 0.8729573488235474, 0.9957546591758728, 0.8988670110702515, 0.8986064195632935, 0.8701004385948181, 0.7368263602256775, 0.8468326926231384, 0.981558084487915]",0.49
90,20,2,"[0.9319390058517456, 0.8869103789329529, 0.8526053428649902, 0.8263176679611206, 0.8057153224945068, 0.7892282009124756, 0.7758728861808777, 0.7650927305221558, 0.7562836408615112, 0.7486110329627991]",0.46
90,20,4,"[0.44995924830436707, 0.46099013090133667, 0.45907020568847656, 0.4524548649787903, 0.4405871331691742, 0.5945243835449219, 0.6039208173751831, 0.6113578081130981, 0.6195290088653564, 0.6251833438873291]",0.465
90,20,8,"[0.4796072840690613, 0.46978509426116943, 0.48543107509613037, 0.4890936613082886, 0.49383747577667236, 0.5012091398239136, 0.5071634650230408, 0.4998275637626648, 0.47852253913879395, 0.4635910391807556]",0.645
90,20,16,"[0.5477766394615173, 0.5622161626815796, 0.44652825593948364, 0.4740166664123535, 0.6025652289390564, 0.5796517729759216, 0.5007858872413635, 0.6403436064720154, 0.4271991550922394, 0.6498784422874451]",0.505
90,20,32,"[0.7739279866218567, 0.7767905592918396, 0.7390859127044678, 0.7233166694641113, 0.7561952471733093, 0.7449125051498413, 0.7133261561393738, 0.7175370454788208, 0.7007279992103577, 0.7063517570495605]",0.465
90,40,2,"[0.7775453329086304, 0.7656939029693604, 0.7569195032119751, 0.7496991157531738, 0.7439121603965759, 0.7389901876449585, 0.734947681427002, 0.7314653396606445, 0.7285152673721313, 0.7260061502456665]",0.51
90,40,4,"[0.8469291925430298, 0.8254479169845581, 0.8104977607727051, 0.7938158512115479, 0.7769533395767212, 0.7665860056877136, 0.757157027721405, 0.750238835811615, 0.7463618516921997, 0.7428917288780212]",0.525
90,40,8,"[0.8210316896438599, 0.9932528138160706, 0.7820571660995483, 0.787354588508606, 0.990270733833313, 1.0685389041900635, 0.848649799823761, 1.0163027048110962, 0.8658242225646973, 1.037858009338379]",0.735
90,40,16,"[0.9062181711196899, 0.8757787942886353, 1.0420916080474854, 0.779426097869873, 0.8955192565917969, 0.8987512588500977, 0.7064703702926636, 0.7318154573440552, 0.7302569150924683, 0.6962294578552246]",0.61
90,40,32,"[1.0824527740478516, 0.7877354621887207, 0.8257391452789307, 1.0589120388031006, 0.751456618309021, 0.7713333368301392, 0.7283708453178406, 0.715705394744873, 0.7435609102249146, 0.9047513008117676]",0.515
90,80,2,"[0.9245928525924683, 0.9220803380012512, 0.9219909310340881, 0.9237164258956909, 0.9244184494018555, 0.9275766015052795, 0.9310686588287354, 0.9346294403076172, 0.9383522272109985, 0.9421695470809937]",0.51
90,80,4,"[0.525481641292572, 0.5259335041046143, 0.5228338241577148, 0.5162437558174133, 0.5010098218917847, 0.4833984971046448, 0.46819907426834106, 0.45608067512512207, 0.44462618231773376, 0.43414148688316345]",0.645
90,80,8,"[0.4275360405445099, 0.4439634084701538, 0.6001152992248535, 0.6002317070960999, 0.586421012878418, 0.6132469773292542, 0.6283929944038391, 0.45759516954421997, 0.40099215507507324, 0.4375181496143341]",0.575
90,80,16,"[0.450348824262619, 0.5783320665359497, 0.4352555572986603, 0.477510541677475, 0.3855753242969513, 0.5113201141357422, 0.561823308467865, 0.46147453784942627, 0.398429811000824, 0.5140619277954102]",0.64
90,80,32,"[1.0715365409851074, 1.033735752105713, 0.9808360934257507, 0.8394416570663452, 1.079047679901123, 0.8824089765548706, 1.0186933279037476, 0.8215662837028503, 1.010981798171997, 0.8934996128082275]",0.53
90,160,2,"[0.5612583160400391, 0.5773539543151855, 0.5902699828147888, 0.6004524827003479, 0.6093305349349976, 0.6148132681846619, 0.6200326085090637, 0.6237083673477173, 0.6289540529251099, 0.6338171362876892]",0.525
90,160,4,"[0.8210707902908325, 0.7771495580673218, 0.7562836408615112, 0.7454502582550049, 0.7394790649414062, 0.7360572814941406, 0.7337856888771057, 0.7318936586380005, 0.7303875088691711, 0.7289167046546936]",0.85
90,160,8,"[0.45868760347366333, 0.4282366931438446, 0.4727512001991272, 0.4681644141674042, 0.641423225402832, 0.646026074886322, 0.6516263484954834, 0.6534151434898376, 0.6550578474998474, 0.6766985654830933]",0.615
90,160,16,"[0.46192407608032227, 0.5409539937973022, 0.6029437780380249, 0.6082417368888855, 0.6014631986618042, 0.601539671421051, 0.6349102258682251, 0.616184651851654, 0.6214292645454407, 0.6165253520011902]",0.61
90,160,32,"[0.921748697757721, 0.7984267473220825, 0.8584873676300049, 0.8368889689445496, 0.7618211507797241, 0.8499023914337158, 0.7409827709197998, 0.7521499395370483, 0.8680010437965393, 0.746617317199707]",0.565
100,5,2,"[0.4244874119758606, 0.45533984899520874, 0.48080477118492126, 0.49876976013183594, 0.5121245980262756, 0.5233689546585083, 0.5341368317604065, 0.5422972440719604, 0.5474470257759094, 0.5505684614181519]",0.51
100,5,4,"[0.4594113528728485, 0.47528064250946045, 0.4774165451526642, 0.47930705547332764, 0.4686344265937805, 0.5837526917457581, 0.5840168595314026, 0.5823807716369629, 0.5802263021469116, 0.5793222188949585]",0.49
100,5,8,"[0.8933702707290649, 0.8010110259056091, 0.8062765598297119, 0.7843435406684875, 0.7531002759933472, 0.7526434063911438, 0.7131711840629578, 0.8401947021484375, 0.7116655707359314, 0.7074476480484009]",0.66
100,5,16,"[0.5275143384933472, 0.5838373899459839, 0.6068522930145264, 0.5638724565505981, 0.6138531565666199, 0.6050534248352051, 0.6307819485664368, 0.6474759578704834, 0.6605795621871948, 0.6407637596130371]",0.7
100,5,32,"[0.4612883925437927, 0.4358587861061096, 0.40383443236351013, 0.3246915638446808, 0.3183724880218506, 0.31852230429649353, 0.3274376094341278, 0.3199206292629242, 0.5506035089492798, 0.31515926122665405]",0.815
100,10,2,"[1.0926579236984253, 1.06510329246521, 1.0378061532974243, 1.011304259300232, 0.9854810237884521, 0.9644426107406616, 0.9508296251296997, 0.9385149478912354, 0.9280571341514587, 0.9196165800094604]",0.515
100,10,4,"[0.5490484833717346, 0.5757972598075867, 0.558535635471344, 0.5734339952468872, 0.5384370684623718, 0.5505251884460449, 0.5633471012115479, 0.6277737617492676, 0.6332412362098694, 0.5552183389663696]",0.49
100,10,8,"[0.9442539811134338, 0.8823620676994324, 0.9093866348266602, 0.8672741055488586, 0.8221184015274048, 0.7192617654800415, 0.7705819010734558, 0.7620441913604736, 0.7645135521888733, 0.719620406627655]",0.495
100,10,16,"[0.43919020891189575, 0.4503365159034729, 0.5033414959907532, 0.5860781073570251, 0.6506701707839966, 0.450020968914032, 0.3662399351596832, 0.5289902687072754, 0.4799604117870331, 0.3674663305282593]",0.565
100,10,32,"[1.0115530490875244, 0.8038609623908997, 0.7401552796363831, 0.7632359266281128, 0.7332991361618042, 0.7798356413841248, 0.7771230936050415, 0.8039217591285706, 0.7561407089233398, 0.7874071002006531]",0.505
