Scale Factor,Sequence Length,Hidden Size,Loss Vector,Accuracy
100,20,2,"[0.5062264800071716, 0.5200911164283752, 0.5302095413208008, 0.5386612415313721, 0.5447591543197632, 0.5492129921913147, 0.5524681210517883, 0.5558716058731079, 0.5606057643890381, 0.5775232911109924]",0.61
100,20,4,"[0.9344406127929688, 0.9184000492095947, 0.9136306047439575, 0.9005160331726074, 0.884391188621521, 0.8725957870483398, 0.8172824382781982, 0.8049265146255493, 0.8693292140960693, 0.7735717296600342]",0.455
100,20,8,"[0.5217263698577881, 0.6003323793411255, 0.6216496229171753, 0.6394555568695068, 0.530406653881073, 0.6485361456871033, 0.6775254607200623, 0.6790509819984436, 0.5125086903572083, 0.6816292405128479]",0.565
100,20,16,"[0.5349230766296387, 0.5425509810447693, 0.3997584283351898, 0.5228790044784546, 0.6060389876365662, 0.6454143524169922, 0.5961397886276245, 0.6077730059623718, 0.6203933954238892, 0.48958534002304077]",0.445
100,20,32,"[0.4742405414581299, 0.5091162919998169, 0.6018668413162231, 0.4698348641395569, 0.5813279747962952, 0.512923002243042, 0.5438585877418518, 0.6038315296173096, 0.4316065013408661, 0.6677298545837402]",0.545
100,40,2,"[0.9248511791229248, 0.891103208065033, 0.8653939962387085, 0.8448631167411804, 0.8295981287956238, 0.8115684986114502, 0.7980112433433533, 0.7872775793075562, 1.015788197517395, 1.0067429542541504]",0.595
100,40,4,"[0.4998299479484558, 0.5320624709129333, 0.5412324070930481, 0.554256796836853, 0.624072790145874, 0.6391041278839111, 0.5688802003860474, 0.546033501625061, 0.5227737426757812, 0.5005035400390625]",0.465
100,40,8,"[0.9694087505340576, 0.8324539065361023, 1.047722339630127, 0.7393513917922974, 0.884913444519043, 0.879317045211792, 0.8682518005371094, 0.8890721797943115, 0.7665280103683472, 0.770064115524292]",0.78
100,40,16,"[1.1958236694335938, 0.7882583737373352, 1.0902657508850098, 1.0122063159942627, 0.9784901738166809, 0.7313953042030334, 0.7086880803108215, 0.7065194845199585, 0.9037561416625977, 1.244125485420227]",0.7
100,40,32,"[0.8611605167388916, 0.8616143465042114, 0.8724310398101807, 0.7942890524864197, 0.9534643888473511, 0.8224650621414185, 0.7432428598403931, 1.144489049911499, 0.724838376045227, 0.7757238149642944]",0.59
100,80,2,"[0.9552852511405945, 0.9289438128471375, 0.9046482443809509, 0.8876454830169678, 0.8699827194213867, 0.8553999662399292, 0.8432669043540955, 0.8328349590301514, 0.823216438293457, 0.8155050873756409]",0.485
100,80,4,"[0.546147346496582, 0.46322792768478394, 0.5923985242843628, 0.6053053736686707, 0.6147323846817017, 0.6213632822036743, 0.6257410049438477, 0.6277969479560852, 0.6284233927726746, 0.628847062587738]",0.43
100,80,8,"[0.9736336469650269, 0.9999265670776367, 0.7919485569000244, 0.9112940430641174, 0.9181142449378967, 0.9343613386154175, 0.7501162886619568, 0.987403929233551, 0.733016848564148, 0.7266828417778015]",0.625
100,80,16,"[0.9223631620407104, 0.8779817819595337, 1.0230886936187744, 0.8491559624671936, 0.8351998329162598, 0.8926689624786377, 0.7271161675453186, 0.7494471073150635, 0.8467653393745422, 0.6973859071731567]",0.58
100,80,32,"[0.928133487701416, 0.8512179851531982, 0.8956271409988403, 0.8573931455612183, 1.0792982578277588, 1.1904444694519043, 0.9595659971237183, 1.2813944816589355, 0.7595447897911072, 0.7978616952896118]",0.67
100,160,2,"[0.44586318731307983, 0.43894270062446594, 0.43186986446380615, 0.425977498292923, 0.42012375593185425, 0.41579896211624146, 0.4116894006729126, 0.40877142548561096, 0.40510883927345276, 0.4004986882209778]",0.73
100,160,4,"[0.5625460743904114, 0.5969701409339905, 0.6173191666603088, 0.631476879119873, 0.6411551237106323, 0.6490761041641235, 0.655198872089386, 0.6600869297981262, 0.6638986468315125, 0.6671512722969055]",0.475
100,160,8,"[1.0634424686431885, 1.0384297370910645, 0.8847517967224121, 0.9950197339057922, 0.7601069808006287, 0.7227472066879272, 0.7193411588668823, 0.7156623601913452, 0.7119348645210266, 0.7095784544944763]",0.705
100,160,16,"[0.551238477230072, 0.5817934274673462, 0.4688400626182556, 0.36260440945625305, 0.3809826672077179, 0.410292387008667, 0.40778279304504395, 0.6644982099533081, 0.382928729057312, 0.3849913775920868]",0.68
100,160,32,"[1.0113976001739502, 0.8654791116714478, 0.7488889098167419, 0.721359133720398, 0.8137927651405334, 0.7906890511512756, 0.7173445224761963, 0.7673795819282532, 0.7209508419036865, 0.717863142490387]",0.555
300,5,2,"[0.48510462045669556, 0.5196697115898132, 0.5457839965820312, 0.5640316009521484, 0.5775930881500244, 0.5897277593612671, 0.5970643162727356, 0.6032607555389404, 0.6089932322502136, 0.6132701635360718]",0.475
300,5,4,"[0.809881329536438, 0.7874083518981934, 0.7708679437637329, 0.7598216533660889, 0.7506167888641357, 0.7451003789901733, 0.7409763336181641, 0.7368543148040771, 0.7332041263580322, 0.7294445633888245]",0.485
300,5,8,"[0.9429188966751099, 0.9367749691009521, 0.9421923160552979, 0.864675760269165, 0.8774736523628235, 0.9049992561340332, 0.9319426417350769, 0.9465004801750183, 0.8106949329376221, 0.9311979413032532]",0.5
300,5,16,"[0.4085879623889923, 0.3842942416667938, 0.485325425863266, 0.3625251054763794, 0.38697683811187744, 0.40297865867614746, 0.34783735871315, 0.4656510353088379, 0.6340878009796143, 0.34933602809906006]",0.735
300,5,32,"[0.7985038161277771, 0.7192292213439941, 0.7005738019943237, 0.7113430500030518, 0.7014591097831726, 0.6987636089324951, 0.6959785223007202, 0.7030198574066162, 0.69759202003479, 0.7062002420425415]",0.805
300,10,2,"[0.8208205699920654, 0.8153529167175293, 0.8074970841407776, 0.8004559278488159, 0.794385552406311, 0.7895474433898926, 0.7863255739212036, 0.781936526298523, 0.779507040977478, 0.7758625745773315]",0.535
300,10,4,"[0.520585298538208, 0.5261698961257935, 0.5931771993637085, 0.6072696447372437, 0.6163466572761536, 0.6239697337150574, 0.627161979675293, 0.6314949989318848, 0.6360384821891785, 0.5666341185569763]",0.49
300,10,8,"[1.0990501642227173, 1.0661709308624268, 1.1003434658050537, 1.1144652366638184, 0.8133419752120972, 1.0362529754638672, 0.771952748298645, 1.031916856765747, 0.7358260154724121, 0.948688268661499]",0.575
300,10,16,"[0.5603941082954407, 0.5440952777862549, 0.5794084668159485, 0.608952522277832, 0.612725019454956, 0.4357013404369354, 0.5009029507637024, 0.6547229290008545, 0.4862990379333496, 0.37173327803611755]",0.64
300,10,32,"[0.9770678877830505, 1.0468422174453735, 0.8078199028968811, 0.8717924952507019, 0.8899348974227905, 0.9974604845046997, 0.8595532178878784, 0.7631921172142029, 1.0298140048980713, 1.0464098453521729]",0.52
300,20,2,"[0.5495761036872864, 0.5497300624847412, 0.5498939156532288, 0.550570011138916, 0.5510545372962952, 0.5504132509231567, 0.5504306554794312, 0.5507687330245972, 0.5538651943206787, 0.5557957291603088]",0.495
300,20,4,"[0.561511754989624, 0.5858677625656128, 0.6033573746681213, 0.6183103322982788, 0.526745080947876, 0.6391136646270752, 0.6122609376907349, 0.6458575129508972, 0.6501767635345459, 0.6540038585662842]",0.46
300,20,8,"[0.5040955543518066, 0.5637252926826477, 0.5281796455383301, 0.5344139337539673, 0.6140082478523254, 0.5179835557937622, 0.5903476476669312, 0.5976805090904236, 0.5909486413002014, 0.5294432044029236]",0.485
300,20,16,"[0.9663385152816772, 0.8926198482513428, 0.9103080034255981, 0.8433523178100586, 0.8921780586242676, 0.8509155511856079, 0.843744158744812, 0.8196452260017395, 0.8156136274337769, 0.7921692132949829]",0.435
300,20,32,"[0.9161112308502197, 0.8954243659973145, 0.887946367263794, 0.7793399095535278, 0.7210785746574402, 0.7731879353523254, 0.8091056942939758, 0.96909499168396, 0.7792439460754395, 0.9201368689537048]",0.52
300,40,2,"[1.001850962638855, 0.9299570322036743, 0.8757892847061157, 0.837827205657959, 0.8113669157028198, 0.7910348176956177, 0.7753845453262329, 0.764340877532959, 0.7554212212562561, 0.7470871806144714]",0.47
300,40,4,"[0.8440642356872559, 0.8030414581298828, 0.8725907206535339, 0.9481526017189026, 1.00641930103302, 1.0113303661346436, 1.0312011241912842, 1.0807853937149048, 1.1401469707489014, 1.1739217042922974]",0.79
300,40,8,"[0.8512650728225708, 1.0598002672195435, 0.9316561222076416, 0.7674428224563599, 0.7519388198852539, 0.9375724196434021, 0.9463182687759399, 1.0574666261672974, 1.076399564743042, 1.0961138010025024]",0.715
300,40,16,"[0.4408940076828003, 0.5838398933410645, 0.6309183239936829, 0.5655602216720581, 0.567050039768219, 0.35233795642852783, 0.6219853758811951, 0.5409363508224487, 0.48100942373275757, 0.507445752620697]",0.685
300,40,32,"[1.0467478036880493, 0.769102931022644, 1.1301089525222778, 0.751456618309021, 1.2312227487564087, 0.73027503490448, 0.8846142888069153, 0.7444838285446167, 0.7159276008605957, 0.7443659901618958]",0.64
300,80,2,"[0.5675668120384216, 0.5546337962150574, 0.5416999459266663, 0.5298588871955872, 0.5185955762863159, 0.5086508989334106, 0.5013257265090942, 0.4936562478542328, 0.4860696792602539, 0.47648805379867554]",0.43
300,80,4,"[0.8364628553390503, 0.7867813110351562, 0.7614901065826416, 0.7470595836639404, 0.737740159034729, 0.7316555976867676, 0.7274107933044434, 0.7241525053977966, 0.7210134863853455, 0.7184489965438843]",0.485
300,80,8,"[0.45269301533699036, 0.5303689241409302, 0.5419814586639404, 0.4151895046234131, 0.4250231981277466, 0.4106105864048004, 0.40524527430534363, 0.392688512802124, 0.4073021113872528, 0.4120456278324127]",0.695
300,80,16,"[1.0279207229614258, 0.8236348628997803, 0.7185965180397034, 0.8410446047782898, 0.7189040184020996, 0.7270760536193848, 0.826147198677063, 0.7449555397033691, 0.8060930967330933, 0.8081887364387512]",0.71
300,80,32,"[0.9933122992515564, 0.8405709266662598, 0.9208266735076904, 0.7514848709106445, 0.8236796259880066, 0.8831656575202942, 0.763299822807312, 0.7797887325286865, 0.7346435189247131, 0.7298027276992798]",0.655
300,160,2,"[0.9925990104675293, 0.912628173828125, 0.8609062433242798, 0.8276429772377014, 0.8045188784599304, 0.7875548601150513, 0.7750009298324585, 0.7649024724960327, 0.7568153142929077, 0.7504457235336304]",0.495
300,160,4,"[0.5305182933807373, 0.5480053424835205, 0.5575015544891357, 0.561057448387146, 0.559985339641571, 0.554848313331604, 0.5472612380981445, 0.5375357866287231, 0.5272600054740906, 0.516610860824585]",0.51
300,160,8,"[0.5380160808563232, 0.4791738986968994, 0.39312946796417236, 0.576035737991333, 0.5134528875350952, 0.5671089291572571, 0.4501144587993622, 0.5283713340759277, 0.5866231918334961, 0.5314475297927856]",0.74
300,160,16,"[0.921054482460022, 0.9328165054321289, 1.1041568517684937, 1.012427568435669, 0.7895739674568176, 1.1841809749603271, 1.0449501276016235, 1.2494562864303589, 1.1918504238128662, 1.2515535354614258]",0.74
300,160,32,"[0.924219012260437, 0.9205765724182129, 1.0709539651870728, 0.803277850151062, 0.9291185140609741, 0.8870617747306824, 0.7087741494178772, 1.0150501728057861, 1.0890445709228516, 1.0658966302871704]",0.57
500,5,2,"[0.4571456015110016, 0.44098758697509766, 0.43269824981689453, 0.4287251830101013, 0.4255605638027191, 0.5649662613868713, 0.42146873474121094, 0.4196549952030182, 0.4205652177333832, 0.41856977343559265]",0.62
500,5,4,"[0.5064703822135925, 0.5070610642433167, 0.48874491453170776, 0.48932263255119324, 0.4911295175552368, 0.4904114007949829, 0.49052584171295166, 0.4915923476219177, 0.4915468394756317, 0.492811381816864]",0.455
500,5,8,"[0.9588138461112976, 0.8143445253372192, 0.8743366003036499, 1.0221576690673828, 0.7541244029998779, 0.7452955842018127, 0.7289873361587524, 0.7708669304847717, 0.7958548069000244, 0.7445867657661438]",0.555
500,5,16,"[0.9505025148391724, 0.9791876673698425, 1.0624996423721313, 0.8856330513954163, 1.0911813974380493, 0.8735603094100952, 1.1261711120605469, 1.0083041191101074, 0.7880132794380188, 0.7574986815452576]",0.77
500,5,32,"[0.8563584089279175, 0.8363927602767944, 0.8882352709770203, 0.7164890170097351, 0.7166954874992371, 0.6997716426849365, 0.7004970908164978, 0.7325950264930725, 0.837325930595398, 0.7011474967002869]",0.76
500,10,2,"[0.8259984850883484, 0.8104979395866394, 0.7996380925178528, 0.7888423204421997, 0.7822189927101135, 0.7759242057800293, 0.7710103988647461, 0.7668262720108032, 0.7634106278419495, 0.762118399143219]",0.515
500,10,4,"[0.48734891414642334, 0.5189822912216187, 0.5453965663909912, 0.5658057928085327, 0.5805902481079102, 0.5936294794082642, 0.6046006679534912, 0.6137356758117676, 0.6195142865180969, 0.6248350143432617]",0.51
500,10,8,"[0.4456561207771301, 0.4864434599876404, 0.5097546577453613, 0.6242285966873169, 0.6388368606567383, 0.511574923992157, 0.6573458313941956, 0.6616646647453308, 0.6435034871101379, 0.4679425358772278]",0.475
500,10,16,"[0.8319553136825562, 0.8155651092529297, 0.7840474247932434, 0.7685262560844421, 0.7485570311546326, 0.740218997001648, 0.7801475524902344, 0.7467101812362671, 0.7927143573760986, 0.8387808799743652]",0.515
500,10,32,"[0.8528406620025635, 0.7458599805831909, 0.8874835968017578, 0.734443724155426, 1.002976655960083, 0.8706769943237305, 0.7277777791023254, 0.9971072673797607, 1.225797176361084, 0.7225465178489685]",0.64
500,20,2,"[0.49570485949516296, 0.5156632661819458, 0.5264444351196289, 0.5354960560798645, 0.5430185198783875, 0.5519977807998657, 0.5606961846351624, 0.5672107934951782, 0.57240891456604, 0.5787692070007324]",0.505
500,20,4,"[0.9154863357543945, 0.8980339765548706, 0.881260871887207, 0.841631293296814, 0.8238415122032166, 0.8109298944473267, 0.7997345328330994, 0.7920836806297302, 0.8147761821746826, 0.7911549210548401]",0.5
500,20,8,"[0.9045491218566895, 1.036541223526001, 0.8103997111320496, 0.8161303400993347, 0.8166181445121765, 0.8136520385742188, 0.8064412474632263, 0.797565758228302, 0.7967475652694702, 0.7937792539596558]",0.56
500,20,16,"[0.9275460243225098, 0.881655216217041, 0.8954975605010986, 0.8301434516906738, 0.8025505542755127, 0.8967549800872803, 0.8162466883659363, 0.7276239991188049, 0.7103679776191711, 0.706592321395874]",0.46
500,20,32,"[0.861022412776947, 0.8430086374282837, 0.7287852168083191, 0.7271304726600647, 0.738588273525238, 0.7113669514656067, 0.7754870057106018, 0.7558173537254333, 0.7089798450469971, 0.721527636051178]",0.48
500,40,2,"[0.3895091712474823, 0.39889436960220337, 0.4092114269733429, 0.41977253556251526, 0.43018633127212524, 0.44111037254333496, 0.450653612613678, 0.4600334167480469, 0.4666009247303009, 0.4738769233226776]",0.515
500,40,4,"[1.0415980815887451, 0.8651064038276672, 0.8589967489242554, 0.8498088121414185, 0.8395534157752991, 0.8257132768630981, 0.8460099697113037, 0.8340290784835815, 0.7861814498901367, 0.7791897058486938]",0.435
500,40,8,"[0.9083713293075562, 0.792331337928772, 0.7763020396232605, 0.7943756580352783, 0.8286389112472534, 0.8500007390975952, 0.8662393689155579, 0.8773283958435059, 0.8810663223266602, 0.855332612991333]",0.865
500,40,16,"[0.5173169374465942, 0.50346839427948, 0.4123145639896393, 0.4872015714645386, 0.5024964213371277, 0.37670210003852844, 0.38272058963775635, 0.5015342235565186, 0.407194048166275, 0.49980732798576355]",0.745
500,40,32,"[0.9775679111480713, 0.8046112656593323, 0.903673529624939, 0.764543890953064, 1.054762840270996, 0.9638786911964417, 0.9087238907814026, 1.0280592441558838, 0.7676377296447754, 0.8062472343444824]",0.57
500,80,2,"[0.3811388611793518, 0.3799259662628174, 0.37883254885673523, 0.3775606155395508, 0.37618201971054077, 0.3755669891834259, 0.37419745326042175, 0.3731934428215027, 0.3721381723880768, 0.37111952900886536]",0.705
500,80,4,"[1.0311968326568604, 0.9593223929405212, 0.9846254587173462, 0.9942142963409424, 0.8243288397789001, 0.9751222133636475, 0.9509783983230591, 0.947266697883606, 0.9470182061195374, 0.9523332715034485]",0.555
500,80,8,"[0.4798000454902649, 0.5625793933868408, 0.5846049189567566, 0.5939059853553772, 0.5924283266067505, 0.5982102155685425, 0.5174245834350586, 0.6682571172714233, 0.6710218191146851, 0.6738443374633789]",0.465
500,80,16,"[0.3769671618938446, 0.5565832853317261, 0.552822470664978, 0.5359275937080383, 0.628807008266449, 0.6172542572021484, 0.4626810550689697, 0.5568091869354248, 0.5067011713981628, 0.5602835416793823]",0.615
500,80,32,"[0.7409404516220093, 0.7123169302940369, 0.7050902247428894, 0.6970097422599792, 0.6960476040840149, 0.6938486099243164, 0.6934365630149841, 0.6933301687240601, 0.6933911442756653, 0.693329930305481]",0.7
500,160,2,"[0.5249621868133545, 0.5271003246307373, 0.526466965675354, 0.5246812105178833, 0.522337794303894, 0.5193718671798706, 0.5161864161491394, 0.5126450657844543, 0.5093854069709778, 0.506354808807373]",0.43
500,160,4,"[0.9787216186523438, 1.0004576444625854, 0.9589682817459106, 0.9332947731018066, 0.9182084202766418, 0.9103386998176575, 0.9062486886978149, 0.9067758321762085, 0.9094269275665283, 0.9107235670089722]",0.485
500,160,8,"[0.7778409123420715, 0.7539387345314026, 0.7398390769958496, 0.7311086058616638, 0.7250567078590393, 0.7205144762992859, 0.7167212963104248, 0.7123801708221436, 0.7112154960632324, 0.7274510860443115]",0.495
500,160,16,"[0.5458980202674866, 0.5285801291465759, 0.6367560029029846, 0.5952982306480408, 0.6728411912918091, 0.6783992648124695, 0.6615768671035767, 0.6803314685821533, 0.6784569025039673, 0.665350079536438]",0.515
500,160,32,"[0.39850032329559326, 0.5571795105934143, 0.6633080244064331, 0.6198648810386658, 0.6544316411018372, 0.6567884683609009, 0.49447816610336304, 0.5537996292114258, 0.3302200138568878, 0.3328360319137573]",0.675
900,5,2,"[1.0045626163482666, 0.8640233278274536, 0.9219435453414917, 0.8859827518463135, 0.8596450686454773, 0.835825502872467, 0.8174664974212646, 0.8014975190162659, 0.7875974774360657, 0.7767081260681152]",0.495
900,5,4,"[0.9422891139984131, 0.8961427211761475, 0.8660055994987488, 0.852729320526123, 0.7717355489730835, 0.7606877684593201, 0.7570793032646179, 0.7507780194282532, 0.7461621761322021, 0.7533238530158997]",0.475
900,5,8,"[0.43999454379081726, 0.36230790615081787, 0.39229169487953186, 0.4409533739089966, 0.39862579107284546, 0.39581695199012756, 0.4133793115615845, 0.4056994318962097, 0.41610220074653625, 0.3245602250099182]",0.695
900,5,16,"[0.9735767841339111, 1.1717110872268677, 0.9071760177612305, 1.1424133777618408, 1.0042080879211426, 1.066164493560791, 0.9443009495735168, 0.9984438419342041, 0.7523272037506104, 1.2502288818359375]",0.815
900,5,32,"[0.49613720178604126, 0.4989379644393921, 0.461675763130188, 0.6140400171279907, 0.538910984992981, 0.5569758415222168, 0.39709243178367615, 0.5174593925476074, 0.521719753742218, 0.43825265765190125]",0.635
900,10,2,"[0.9701104164123535, 0.9448869228363037, 0.9203161001205444, 0.9021100401878357, 0.8860098123550415, 0.8665004372596741, 0.8462420701980591, 0.8312983512878418, 0.8184952139854431, 0.8063629865646362]",0.46
900,10,4,"[0.5139594078063965, 0.5728245973587036, 0.5732523202896118, 0.5850954055786133, 0.598156750202179, 0.6086654663085938, 0.6150440573692322, 0.6193140745162964, 0.6250036358833313, 0.6312156319618225]",0.505
900,10,8,"[1.1287533044815063, 0.8076788783073425, 0.8483150601387024, 0.8261700868606567, 0.8140500783920288, 0.7563890814781189, 0.8302528858184814, 0.8377143740653992, 0.8338916897773743, 0.7565677165985107]",0.58
900,10,16,"[0.44556617736816406, 0.560547947883606, 0.41579470038414, 0.5981453657150269, 0.5228164196014404, 0.5511590242385864, 0.57087242603302, 0.6195271611213684, 0.5682622790336609, 0.55381840467453]",0.505
900,10,32,"[0.9291393756866455, 0.8306381702423096, 0.7972006797790527, 0.7245410680770874, 0.8441094160079956, 0.9373441338539124, 0.9744191765785217, 1.054079294204712, 0.8498227000236511, 0.7647022008895874]",0.5
900,20,2,"[1.137442708015442, 1.1425892114639282, 1.146746039390564, 1.173046588897705, 0.8213396072387695, 1.0679595470428467, 0.794709324836731, 0.7831106781959534, 0.7740614414215088, 1.1419265270233154]",0.485
900,20,4,"[0.45829862356185913, 0.5002816319465637, 0.5304917097091675, 0.5498085021972656, 0.5601893663406372, 0.5710216760635376, 0.5806779861450195, 0.570696234703064, 0.5952571630477905, 0.6083443760871887]",0.505
900,20,8,"[0.5711170434951782, 0.5395652651786804, 0.5404821634292603, 0.574263334274292, 0.4850110411643982, 0.5573301315307617, 0.6125494837760925, 0.6148160696029663, 0.6571788787841797, 0.5597308874130249]",0.47
900,20,16,"[0.5449910163879395, 0.566425085067749, 0.542461633682251, 0.597530722618103, 0.5195906162261963, 0.5771967172622681, 0.5858247876167297, 0.6026307344436646, 0.6567286849021912, 0.6426243185997009]",0.525
900,20,32,"[0.9200466871261597, 0.8016239404678345, 0.8430002927780151, 0.9062071442604065, 0.8770371675491333, 0.8989191651344299, 0.8604227900505066, 0.7246569395065308, 0.7165735363960266, 0.924667239189148]",0.525
900,40,2,"[0.5627394914627075, 0.5821111798286438, 0.5965770483016968, 0.6077886819839478, 0.6159811019897461, 0.6230131387710571, 0.6284515857696533, 0.6336047649383545, 0.6376435160636902, 0.6411982178688049]",0.5
900,40,4,"[0.4937044084072113, 0.5243451595306396, 0.5482483506202698, 0.5638798475265503, 0.5773347020149231, 0.5878570079803467, 0.5946754217147827, 0.6015700101852417, 0.6074076890945435, 0.6123377084732056]",0.475
900,40,8,"[0.868735671043396, 1.021401286125183, 0.7703341841697693, 1.029103398323059, 1.0256695747375488, 0.9736059308052063, 0.9691397547721863, 0.6984249949455261, 0.982441246509552, 0.6967004537582397]",0.695
900,40,16,"[0.8848860859870911, 0.9055368900299072, 1.0298194885253906, 1.165452480316162, 0.7692950367927551, 0.9972455501556396, 0.8698587417602539, 0.7460664510726929, 0.7138800024986267, 0.769644021987915]",0.595
900,40,32,"[0.42405182123184204, 0.5711964964866638, 0.5596286058425903, 0.4918058216571808, 0.5602574944496155, 0.47575849294662476, 0.40870553255081177, 0.5693086981773376, 0.42020997405052185, 0.45388680696487427]",0.75
900,80,2,"[0.9886590242385864, 0.9150844216346741, 0.8675198554992676, 0.8350961208343506, 0.8127384781837463, 0.7960366010665894, 0.7835047245025635, 0.7736210823059082, 0.7654915452003479, 0.7590405941009521]",0.53
900,80,4,"[0.8338925242424011, 0.8313733339309692, 0.8404533267021179, 0.8571542501449585, 0.8659278154373169, 0.866680383682251, 0.8638465404510498, 0.7765632271766663, 0.7776336669921875, 0.7792842984199524]",0.565
900,80,8,"[1.0541248321533203, 0.865455150604248, 0.9274936318397522, 0.8492175936698914, 0.8496968746185303, 0.8234121203422546, 0.7775880098342896, 0.7634440660476685, 0.7480810880661011, 0.8074959516525269]",0.505
900,80,16,"[1.1166813373565674, 1.0445961952209473, 0.9384254217147827, 1.0360840559005737, 1.0801395177841187, 0.7803846597671509, 0.9356661438941956, 0.8450543880462646, 0.7124318480491638, 0.7184129953384399]",0.72
900,80,32,"[0.5256569981575012, 0.5068648457527161, 0.5860961675643921, 0.6089622974395752, 0.5215774178504944, 0.35216420888900757, 0.3384498059749603, 0.5242269039154053, 0.6538448333740234, 0.41663140058517456]",0.695
900,160,2,"[0.9965095520019531, 0.9153335094451904, 0.8636700510978699, 0.830234169960022, 0.8065088987350464, 0.7893612384796143, 0.7764374017715454, 0.7666386365890503, 0.7588411569595337, 0.7522460222244263]",0.46
900,160,4,"[0.8134583234786987, 0.7495953440666199, 0.7441319823265076, 0.7402485609054565, 0.7359277606010437, 0.7329525351524353, 0.7300770878791809, 0.7271501421928406, 0.7243204116821289, 0.7225475311279297]",0.5
900,160,8,"[0.9160604476928711, 1.0521384477615356, 1.0544301271438599, 0.8138673305511475, 0.7973997592926025, 0.7796058058738708, 0.7699099183082581, 0.7597352266311646, 0.7501006126403809, 0.7415937781333923]",0.63
900,160,16,"[0.5294732451438904, 0.5943906307220459, 0.5752317309379578, 0.619221568107605, 0.6393328309059143, 0.6252134442329407, 0.5453226566314697, 0.3813066780567169, 0.5816469788551331, 0.5367897152900696]",0.525
900,160,32,"[0.9484793543815613, 0.8634060621261597, 0.7292118668556213, 0.7424564361572266, 1.0472724437713623, 0.7517624497413635, 0.8766498565673828, 0.8248164653778076, 0.929238498210907, 0.7037404775619507]",0.705
