Scale Factor,Sequence Length,Hidden Size,Loss Vector,Accuracy
100,20,2,"[0.5448784828186035, 0.552253246307373, 0.5493008494377136, 0.5462833642959595, 0.5454713106155396, 0.543555736541748, 0.5408633947372437, 0.5356154441833496, 0.5616350769996643, 0.5775529146194458]",0.465
100,20,4,"[0.876113772392273, 0.8389617204666138, 0.8079920411109924, 0.9799045920372009, 0.9482665061950684, 0.9184380769729614, 0.8961926102638245, 0.8726102113723755, 0.8580445051193237, 0.7724300622940063]",0.605
100,20,8,"[1.164773941040039, 1.1123766899108887, 1.0812549591064453, 0.9448166489601135, 1.0514651536941528, 0.9933078289031982, 0.8808455467224121, 0.8207787275314331, 0.9868547320365906, 0.712567925453186]",0.57
100,20,16,"[0.8386775255203247, 0.8821762800216675, 0.7912235260009766, 0.7863981127738953, 1.0088920593261719, 0.7826616764068604, 0.7721662521362305, 0.9288459420204163, 0.8634980916976929, 0.7475928068161011]",0.555
100,20,32,"[0.464611291885376, 0.3615354001522064, 0.554417610168457, 0.4692588448524475, 0.3671775162220001, 0.6103378534317017, 0.4007139205932617, 0.45366066694259644, 0.4720746874809265, 0.6081188321113586]",0.58
100,40,2,"[1.1838624477386475, 1.188448429107666, 1.192185878753662, 1.1965515613555908, 0.8434414863586426, 0.8036770820617676, 0.7772663831710815, 0.7609338760375977, 0.749444842338562, 0.7419780492782593]",0.705
100,40,4,"[0.4497445523738861, 0.4750092625617981, 0.5034757852554321, 0.524612545967102, 0.5211775302886963, 0.4903780221939087, 0.4620879888534546, 0.4166891872882843, 0.41294944286346436, 0.40546271204948425]",0.675
100,40,8,"[1.0288259983062744, 0.8930169343948364, 0.952441394329071, 0.7489932775497437, 0.8011990785598755, 0.9269294738769531, 0.7310179471969604, 1.145856261253357, 0.7623339891433716, 0.7015695571899414]",0.69
100,40,16,"[0.8536033630371094, 0.8112233877182007, 0.7284725904464722, 1.0971989631652832, 0.7273890972137451, 0.7220237255096436, 0.8805723786354065, 0.6989760398864746, 0.8287774920463562, 0.7088579535484314]",0.745
100,40,32,"[0.4180968403816223, 0.42599812150001526, 0.42032742500305176, 0.5411521196365356, 0.5836442708969116, 0.6783028244972229, 0.5246715545654297, 0.5398967266082764, 0.6056474447250366, 0.3444559872150421]",0.7
100,80,2,"[0.4085448682308197, 0.41542983055114746, 0.41858184337615967, 0.41297948360443115, 0.40413886308670044, 0.395744651556015, 0.3887717127799988, 0.38295674324035645, 0.3826121389865875, 0.38141509890556335]",0.745
100,80,4,"[0.528571605682373, 0.5746940970420837, 0.6038528084754944, 0.6231416463851929, 0.6383680701255798, 0.6491546630859375, 0.6424633860588074, 0.6352497935295105, 0.626739501953125, 0.618401288986206]",0.6
100,80,8,"[0.8139681220054626, 0.7881647944450378, 0.743158221244812, 0.7282613515853882, 0.720335066318512, 0.7136884331703186, 0.7065436840057373, 0.7041473984718323, 0.7103161215782166, 0.7043948769569397]",0.74
100,80,16,"[1.0843151807785034, 1.0084996223449707, 0.7973963618278503, 0.7303344011306763, 0.725479006767273, 0.70355224609375, 0.8213163018226624, 0.7006702423095703, 0.8468208909034729, 0.7146812677383423]",0.685
100,80,32,"[0.44395291805267334, 0.5245503783226013, 0.5455396771430969, 0.35436978936195374, 0.37794578075408936, 0.5487436056137085, 0.33310800790786743, 0.5165127515792847, 0.6455333828926086, 0.4607473313808441]",0.665
100,160,2,"[0.45104140043258667, 0.4485144019126892, 0.4418458044528961, 0.4294394254684448, 0.4151497483253479, 0.4021364152431488, 0.3908868730068207, 0.3815993070602417, 0.3737809658050537, 0.36713698506355286]",0.805
100,160,4,"[0.5260367393493652, 0.552911639213562, 0.5725888013839722, 0.5851911306381226, 0.597634494304657, 0.6066299676895142, 0.6866105794906616, 0.6881129741668701, 0.6892704963684082, 0.6901124119758606]",0.63
100,160,8,"[0.39443349838256836, 0.40343499183654785, 0.3617749512195587, 0.3607214391231537, 0.4827352464199066, 0.6364123821258545, 0.3652786612510681, 0.6224268078804016, 0.6425102353096008, 0.6433696746826172]",0.525
100,160,16,"[0.43971678614616394, 0.5398551225662231, 0.4134584069252014, 0.5968952775001526, 0.6522884368896484, 0.6361889243125916, 0.5646113157272339, 0.6193578243255615, 0.53303462266922, 0.5861630439758301]",0.635
100,160,32,"[1.0175065994262695, 0.9026111364364624, 1.0432076454162598, 0.8605864644050598, 0.8270654082298279, 0.8383201360702515, 1.07289457321167, 1.173179030418396, 0.818864107131958, 0.8939101696014404]",0.595
300,5,2,"[0.5624485015869141, 0.5570302605628967, 0.5694537162780762, 0.5331549048423767, 0.5324056148529053, 0.6121702790260315, 0.6206300854682922, 0.6201692223548889, 0.6091912388801575, 0.600450336933136]",0.495
300,5,4,"[0.5187524557113647, 0.47795939445495605, 0.4521019160747528, 0.4287354350090027, 0.4054543673992157, 0.38858017325401306, 0.37569373846054077, 0.3666214644908905, 0.3603624999523163, 0.3539593517780304]",0.9
300,5,8,"[1.0154364109039307, 0.8042426109313965, 0.7701005339622498, 0.7434497475624084, 1.0463588237762451, 0.7332807779312134, 0.8804759383201599, 0.8327016830444336, 0.851446807384491, 0.7055214643478394]",0.72
300,5,16,"[1.1987650394439697, 1.267630696296692, 1.067096471786499, 1.1665048599243164, 1.0007177591323853, 1.1957054138183594, 1.0447598695755005, 0.8983783721923828, 0.7059532999992371, 0.8631235361099243]",0.87
300,5,32,"[0.8998619318008423, 0.8786784410476685, 1.0794907808303833, 0.7529314160346985, 0.7161043882369995, 1.2647531032562256, 1.0222004652023315, 1.0837485790252686, 1.2965892553329468, 0.8184657692909241]",0.845
300,10,2,"[0.4611632227897644, 0.47609180212020874, 0.4887990355491638, 0.5045180320739746, 0.516612708568573, 0.5289599299430847, 0.5369389653205872, 0.5463607311248779, 0.5530766248703003, 0.5597789883613586]",0.525
300,10,4,"[0.4745939075946808, 0.43401098251342773, 0.43634265661239624, 0.41094687581062317, 0.4252851605415344, 0.41850459575653076, 0.39160189032554626, 0.37842389941215515, 0.3669036626815796, 0.35872340202331543]",0.715
300,10,8,"[0.9361041784286499, 0.8069971203804016, 1.063818097114563, 1.1023683547973633, 0.9713091850280762, 0.710575520992279, 1.0563616752624512, 0.7351723909378052, 1.0857203006744385, 1.080666184425354]",0.855
300,10,16,"[0.48329681158065796, 0.5465068817138672, 0.5393280982971191, 0.48333269357681274, 0.45895981788635254, 0.3975418210029602, 0.632657527923584, 0.6452580094337463, 0.37268468737602234, 0.3295789062976837]",0.635
300,10,32,"[0.5066393613815308, 0.4153711199760437, 0.49036815762519836, 0.35457658767700195, 0.5434042811393738, 0.5999689698219299, 0.4155040979385376, 0.4473717212677002, 0.3789606988430023, 0.5252100825309753]",0.7
300,20,2,"[0.4473360478878021, 0.46585169434547424, 0.48120057582855225, 0.49806874990463257, 0.5108864903450012, 0.5236334800720215, 0.5346687436103821, 0.5437082648277283, 0.5539612770080566, 0.5628401041030884]",0.5
300,20,4,"[0.47206026315689087, 0.4763859510421753, 0.5090963840484619, 0.4889940917491913, 0.4703730344772339, 0.45124316215515137, 0.5286759734153748, 0.44233277440071106, 0.42384836077690125, 0.4128449857234955]",0.76
300,20,8,"[0.5172187685966492, 0.5989698171615601, 0.45363718271255493, 0.5694551467895508, 0.6178144216537476, 0.6194995045661926, 0.6047906875610352, 0.573405385017395, 0.5456072688102722, 0.5338667631149292]",0.45
300,20,16,"[0.35699984431266785, 0.4392467737197876, 0.3583318293094635, 0.3411918878555298, 0.42406928539276123, 0.37925541400909424, 0.4003722667694092, 0.3638610243797302, 0.32654380798339844, 0.5469657182693481]",0.765
300,20,32,"[0.5109062194824219, 0.49043095111846924, 0.4899131655693054, 0.4768635034561157, 0.3720633387565613, 0.5850117206573486, 0.37722134590148926, 0.4177434742450714, 0.41672688722610474, 0.34948286414146423]",0.68
300,40,2,"[0.5183205008506775, 0.5389190912246704, 0.5560722351074219, 0.5695277452468872, 0.5791112184524536, 0.5861945748329163, 0.5915756225585938, 0.5971301794052124, 0.6017943620681763, 0.6047829985618591]",0.575
300,40,4,"[1.0523093938827515, 0.8576586246490479, 0.8679943680763245, 0.8967846632003784, 0.8561569452285767, 0.9369486570358276, 0.9147701263427734, 0.895526647567749, 0.8808097839355469, 0.8610981702804565]",0.515
300,40,8,"[0.44067123532295227, 0.41769251227378845, 0.40261512994766235, 0.5765983462333679, 0.5654548406600952, 0.5215476155281067, 0.45170462131500244, 0.4283711314201355, 0.41309046745300293, 0.3962368667125702]",0.615
300,40,16,"[0.5045453310012817, 0.42266228795051575, 0.558597207069397, 0.6023653745651245, 0.6625739932060242, 0.6350059509277344, 0.6482370495796204, 0.6420982480049133, 0.597874641418457, 0.6380139589309692]",0.435
300,40,32,"[0.5426003932952881, 0.5741195678710938, 0.39086511731147766, 0.3822501599788666, 0.5775925517082214, 0.5760982632637024, 0.5004367232322693, 0.5009374022483826, 0.3752860128879547, 0.5922856330871582]",0.685
300,80,2,"[1.0752373933792114, 1.0867832899093628, 1.1092867851257324, 1.1273510456085205, 1.1365013122558594, 1.149050235748291, 1.1586382389068604, 1.1676030158996582, 1.17328679561615, 1.1788004636764526]",0.81
300,80,4,"[0.8011320233345032, 0.7646379470825195, 0.7446350455284119, 0.7314261794090271, 0.7242053747177124, 0.7242058515548706, 0.7191281318664551, 0.7134700417518616, 0.7119231224060059, 0.7105967998504639]",0.7
300,80,8,"[0.4200538098812103, 0.47467368841171265, 0.45498883724212646, 0.4253663420677185, 0.4208066761493683, 0.4239500164985657, 0.4438772201538086, 0.6221290826797485, 0.6176191568374634, 0.5075850486755371]",0.47
300,80,16,"[0.5022602081298828, 0.41627612709999084, 0.4905264377593994, 0.44670677185058594, 0.4977618455886841, 0.3442452847957611, 0.42544206976890564, 0.3793708384037018, 0.5443080067634583, 0.5592595934867859]",0.695
300,80,32,"[0.8707877993583679, 0.9785223007202148, 0.9612051248550415, 0.8265274167060852, 0.8321729898452759, 0.800654947757721, 0.7413825392723083, 0.7314959168434143, 0.7388665080070496, 0.695746123790741]",0.695
300,160,2,"[0.5464513301849365, 0.5718228220939636, 0.5900168418884277, 0.6034852862358093, 0.6142594814300537, 0.6224323511123657, 0.6288007497787476, 0.6340022683143616, 0.6385877728462219, 0.6426652669906616]",0.655
300,160,4,"[0.5682482719421387, 0.5850775837898254, 0.5979548692703247, 0.6061255931854248, 0.5544008612632751, 0.4553917944431305, 0.5592354536056519, 0.5601484775543213, 0.5565280914306641, 0.5529994964599609]",0.625
300,160,8,"[0.9246978759765625, 0.8934420347213745, 0.739486038684845, 1.0255017280578613, 0.7163500189781189, 0.8098046779632568, 0.7448652982711792, 0.708626925945282, 0.7166932225227356, 0.7177325487136841]",0.605
300,160,16,"[0.8723617792129517, 0.7885878086090088, 0.8164566159248352, 0.7724812030792236, 0.8752917647361755, 0.8160315752029419, 0.8152501583099365, 1.001070499420166, 0.7294238805770874, 0.9163371324539185]",0.505
300,160,32,"[0.8606292009353638, 0.78345787525177, 1.0248358249664307, 0.7303352355957031, 0.7931429147720337, 1.0137827396392822, 0.8362652063369751, 0.7334228754043579, 0.8073049187660217, 0.7038083076477051]",0.64
500,5,2,"[0.8560678958892822, 0.9996579885482788, 0.8358277678489685, 0.9645605087280273, 0.8195852041244507, 0.7703002691268921, 0.8419750928878784, 0.8109893798828125, 0.8203535079956055, 0.8703393936157227]",0.465
500,5,4,"[1.0018858909606934, 0.8908559083938599, 0.9310745596885681, 0.9128648042678833, 0.8861826062202454, 0.864234447479248, 0.8487829566001892, 0.8324321508407593, 0.8270753622055054, 0.8179649114608765]",0.765
500,5,8,"[0.5435168743133545, 0.4648035764694214, 0.43913543224334717, 0.3434165120124817, 0.33588936924934387, 0.3343648612499237, 0.4989350140094757, 0.3471314311027527, 0.3437225818634033, 0.3400852084159851]",0.775
500,5,16,"[0.40071406960487366, 0.338169664144516, 0.4297032058238983, 0.39645838737487793, 0.4016883373260498, 0.6096981763839722, 0.32564643025398254, 0.3228054940700531, 0.31551122665405273, 0.652216911315918]",0.815
500,5,32,"[0.8104305267333984, 0.8901568651199341, 0.8132306337356567, 0.7480840682983398, 0.766257643699646, 0.7203486561775208, 0.694718599319458, 0.7000194787979126, 0.6937540173530579, 0.7025834321975708]",0.815
500,10,2,"[0.4858274459838867, 0.49695801734924316, 0.5100058317184448, 0.5241981744766235, 0.531871497631073, 0.5405589938163757, 0.5490534901618958, 0.5552694797515869, 0.5580945611000061, 0.5605825185775757]",0.51
500,10,4,"[0.9457346796989441, 0.9818822741508484, 1.0302412509918213, 0.8472690582275391, 1.0017547607421875, 0.7724365592002869, 0.9808210134506226, 0.8182434439659119, 0.713651180267334, 0.7520090937614441]",0.575
500,10,8,"[0.9190739393234253, 0.7974706888198853, 0.882861852645874, 0.9900811314582825, 0.963844895362854, 0.7173382043838501, 0.8783020377159119, 0.7792070508003235, 0.7112207412719727, 0.8136443495750427]",0.65
500,10,16,"[0.8341602087020874, 0.960692286491394, 0.8227267265319824, 0.8031166791915894, 0.7049723267555237, 0.7086074948310852, 0.7101580500602722, 0.7511197328567505, 0.7598973512649536, 0.7342368960380554]",0.565
500,10,32,"[0.4133567810058594, 0.4445980489253998, 0.42600592970848083, 0.4863281548023224, 0.4707908034324646, 0.5245798826217651, 0.4863322377204895, 0.6563308238983154, 0.3830631375312805, 0.32023292779922485]",0.695
500,20,2,"[0.47093334794044495, 0.4900032877922058, 0.5057950019836426, 0.5175061225891113, 0.5271739363670349, 0.5330371260643005, 0.5111883878707886, 0.47818607091903687, 0.4500656723976135, 0.42626142501831055]",0.69
500,20,4,"[0.4244837462902069, 0.44396287202835083, 0.4563242197036743, 0.4629620313644409, 0.4089111387729645, 0.38983479142189026, 0.373210608959198, 0.3605841398239136, 0.35092493891716003, 0.3442900478839874]",0.695
500,20,8,"[0.4423515200614929, 0.4406386911869049, 0.5756564140319824, 0.5896598100662231, 0.5119566321372986, 0.5275339484214783, 0.5769668221473694, 0.5294995307922363, 0.5655999183654785, 0.5714628100395203]",0.535
500,20,16,"[0.9954993724822998, 0.8462179899215698, 0.8793112635612488, 0.8716281056404114, 0.989132285118103, 0.8048728704452515, 0.9213269948959351, 0.7318089008331299, 0.741178035736084, 0.728320837020874]",0.77
500,20,32,"[0.8179213404655457, 0.7309118509292603, 0.9955766201019287, 0.8898751735687256, 0.7161305546760559, 0.8145023584365845, 0.8339256048202515, 0.8007428646087646, 0.7650323510169983, 0.8648743629455566]",0.76
500,40,2,"[1.0220823287963867, 0.9264258146286011, 0.8550971746444702, 0.8095979690551758, 0.7812561392784119, 0.7630656957626343, 0.7508069276809692, 0.7421366572380066, 0.7356389760971069, 0.7306876182556152]",0.5
500,40,4,"[0.523707389831543, 0.5477275252342224, 0.561118483543396, 0.5682610869407654, 0.5739926695823669, 0.5772197842597961, 0.5751657485961914, 0.5736244916915894, 0.5708003640174866, 0.5675340294837952]",0.775
500,40,8,"[0.39433199167251587, 0.5032225847244263, 0.4545477032661438, 0.5398016571998596, 0.41283315420150757, 0.5010318160057068, 0.4484109878540039, 0.5467715263366699, 0.5368420481681824, 0.5389452576637268]",0.72
500,40,16,"[0.5416985750198364, 0.46488654613494873, 0.6331040263175964, 0.5613482594490051, 0.5813998579978943, 0.5828824043273926, 0.5552442669868469, 0.3806975781917572, 0.35465604066848755, 0.40774068236351013]",0.71
500,40,32,"[0.38250285387039185, 0.33222678303718567, 0.35363975167274475, 0.3353874981403351, 0.6422327160835266, 0.5968806743621826, 0.6797806024551392, 0.40253740549087524, 0.662995457649231, 0.6107797622680664]",0.72
500,80,2,"[0.4712788164615631, 0.4742000102996826, 0.4754667282104492, 0.47538521885871887, 0.47442427277565, 0.4727129340171814, 0.47085243463516235, 0.46883344650268555, 0.46610745787620544, 0.45800817012786865]",0.64
500,80,4,"[0.4248153865337372, 0.39124590158462524, 0.37313559651374817, 0.3610711097717285, 0.3539225459098816, 0.6204605102539062, 0.6231825351715088, 0.6272984147071838, 0.6771718263626099, 0.6771760582923889]",0.57
500,80,8,"[0.4736993908882141, 0.4963175654411316, 0.5611706972122192, 0.6005868911743164, 0.4930667579174042, 0.4394349753856659, 0.42209485173225403, 0.4066164791584015, 0.38483211398124695, 0.5301597118377686]",0.575
500,80,16,"[0.5621519088745117, 0.4878546893596649, 0.4295547306537628, 0.45696988701820374, 0.4833104908466339, 0.6095690727233887, 0.42728281021118164, 0.512721598148346, 0.6313596963882446, 0.6196635961532593]",0.585
500,80,32,"[0.5591906309127808, 0.5835553407669067, 0.442776620388031, 0.4133349359035492, 0.3465897738933563, 0.33556947112083435, 0.4045146405696869, 0.32638639211654663, 0.4893473982810974, 0.6641695499420166]",0.745
500,160,2,"[0.5634157061576843, 0.5680617094039917, 0.567540168762207, 0.5631653070449829, 0.4688519239425659, 0.452694833278656, 0.43926703929901123, 0.4275107681751251, 0.4218997359275818, 0.416719913482666]",0.66
500,160,4,"[0.5032188892364502, 0.5474454760551453, 0.5562819242477417, 0.5607826113700867, 0.5709851980209351, 0.4347633719444275, 0.431682825088501, 0.4172324538230896, 0.529015302658081, 0.4963950514793396]",0.415
500,160,8,"[0.8636272549629211, 0.8488249182701111, 0.7076023817062378, 0.8189611434936523, 0.8506481647491455, 0.9000377058982849, 0.9002795815467834, 0.9409343004226685, 0.6996799111366272, 0.6982417702674866]",0.515
500,160,16,"[0.47930943965911865, 0.4588632583618164, 0.42228710651397705, 0.6614733934402466, 0.39184272289276123, 0.33052870631217957, 0.5153250098228455, 0.5097233653068542, 0.3438616096973419, 0.33419501781463623]",0.72
500,160,32,"[0.42324674129486084, 0.467046320438385, 0.6281359195709229, 0.6755946278572083, 0.4247235655784607, 0.667574405670166, 0.46589988470077515, 0.5599643588066101, 0.6484529376029968, 0.4357379674911499]",0.675
900,5,2,"[0.9158697128295898, 0.9642534255981445, 0.9580609798431396, 0.8322699069976807, 0.8348223567008972, 0.7761635184288025, 0.8322316408157349, 0.8350154161453247, 0.7922179698944092, 0.8060995936393738]",0.515
900,5,4,"[1.010190486907959, 0.9983206391334534, 0.9196072816848755, 0.8637754917144775, 0.9969621300697327, 0.8461488485336304, 0.8374466896057129, 0.9507135152816772, 0.8311550617218018, 0.7955062985420227]",0.61
900,5,8,"[0.9187840223312378, 0.9774383902549744, 0.9084986448287964, 0.7632906436920166, 0.820755660533905, 0.8838658332824707, 0.7780265808105469, 0.7223533987998962, 0.8190695643424988, 0.7245603799819946]",0.755
900,5,16,"[0.42082881927490234, 0.40280836820602417, 0.5901333689689636, 0.4960988163948059, 0.449745237827301, 0.631557285785675, 0.5898492336273193, 0.6535646319389343, 0.6473623514175415, 0.5607312321662903]",0.62
900,5,32,"[0.7265434861183167, 0.8574082851409912, 1.2320077419281006, 1.2500991821289062, 1.1022425889968872, 1.2632070779800415, 0.7484772801399231, 0.8650729060173035, 1.2793267965316772, 1.1481118202209473]",0.825
900,10,2,"[0.9269471168518066, 0.8753904700279236, 0.839830756187439, 0.9630084037780762, 0.9267488718032837, 0.8961408138275146, 0.8759504556655884, 0.8558448553085327, 0.838443398475647, 0.8240166306495667]",0.495
900,10,4,"[0.526803731918335, 0.5371677279472351, 0.5446838140487671, 0.5656922459602356, 0.5034823417663574, 0.6095190644264221, 0.46564698219299316, 0.44873321056365967, 0.4542890787124634, 0.4574463963508606]",0.545
900,10,8,"[0.8553107976913452, 0.8167625665664673, 0.7780534625053406, 0.791822612285614, 0.8190116286277771, 0.8108580112457275, 0.7889542579650879, 0.7738354206085205, 0.7604210376739502, 0.7603071331977844]",0.71
900,10,16,"[0.9119882583618164, 0.8037241697311401, 0.781084418296814, 0.7691549062728882, 0.7340948581695557, 0.7192732095718384, 0.7340824007987976, 0.707878589630127, 0.7027091383934021, 0.6957702040672302]",0.6
900,10,32,"[0.5330179929733276, 0.4227723479270935, 0.6200714111328125, 0.602310061454773, 0.4121878743171692, 0.5446282029151917, 0.3320425748825073, 0.32121703028678894, 0.3229847550392151, 0.3337794840335846]",0.73
900,20,2,"[1.1032744646072388, 1.1448018550872803, 1.1740705966949463, 1.194837212562561, 1.2130813598632812, 1.2290629148483276, 1.240314245223999, 1.2504138946533203, 1.257152795791626, 1.2622196674346924]",0.865
900,20,4,"[0.49027228355407715, 0.5078619122505188, 0.5161259174346924, 0.5242774486541748, 0.5303713083267212, 0.5348377227783203, 0.5219854116439819, 0.5031889081001282, 0.5996665358543396, 0.5922272205352783]",0.7
900,20,8,"[0.5622330904006958, 0.5033096075057983, 0.6159285306930542, 0.6171820759773254, 0.612543523311615, 0.5707728862762451, 0.5540639758110046, 0.5230040550231934, 0.6032561659812927, 0.6735215187072754]",0.53
900,20,16,"[1.0983823537826538, 0.851573646068573, 0.9016952514648438, 1.0260363817214966, 1.2019908428192139, 1.086795687675476, 0.9046151638031006, 1.1798954010009766, 1.0584813356399536, 0.9651257991790771]",0.68
900,20,32,"[0.521133303642273, 0.5020614862442017, 0.3944832384586334, 0.41537514328956604, 0.4750857949256897, 0.3718282878398895, 0.41132649779319763, 0.5602608919143677, 0.40263479948043823, 0.4131441116333008]",0.71
900,40,2,"[0.4642540216445923, 0.4629579782485962, 0.4596381187438965, 0.4558653235435486, 0.4516463875770569, 0.44774335622787476, 0.4428831934928894, 0.4382512867450714, 0.43436896800994873, 0.4308890104293823]",0.64
900,40,4,"[0.41545990109443665, 0.4209800064563751, 0.4254690408706665, 0.4254227578639984, 0.4178764522075653, 0.4135686159133911, 0.4110150933265686, 0.4100099802017212, 0.40325507521629333, 0.40287554264068604]",0.735
900,40,8,"[0.5508269667625427, 0.48446762561798096, 0.39402568340301514, 0.37455570697784424, 0.3736037611961365, 0.38308849930763245, 0.5114773511886597, 0.6175627112388611, 0.5225075483322144, 0.4477834701538086]",0.68
900,40,16,"[1.0036468505859375, 0.8946685791015625, 0.8238999843597412, 1.0153956413269043, 0.8012846112251282, 0.8841248154640198, 0.9551807641983032, 0.7569764256477356, 0.8229267001152039, 0.7395414710044861]",0.5
900,40,32,"[0.8762301206588745, 0.9537811279296875, 1.1188111305236816, 0.8411654829978943, 0.7093551158905029, 0.7165882587432861, 0.7220435738563538, 0.6947604417800903, 0.7177349328994751, 0.7116668224334717]",0.8
900,80,2,"[0.5534880757331848, 0.5438828468322754, 0.5374832153320312, 0.5296818614006042, 0.5239908695220947, 0.5196690559387207, 0.5179424285888672, 0.5183023810386658, 0.5180355310440063, 0.51837158203125]",0.615
900,80,4,"[1.0345799922943115, 1.0487600564956665, 1.1125472784042358, 1.131946086883545, 1.146522879600525, 1.168029546737671, 1.1814868450164795, 1.185868740081787, 1.1890901327133179, 1.1918442249298096]",0.775
900,80,8,"[1.014945387840271, 0.7877364158630371, 0.7586897015571594, 0.8836722373962402, 0.7646143436431885, 0.967994749546051, 0.7393093705177307, 0.901183009147644, 0.8208187222480774, 0.7577602863311768]",0.5
900,80,16,"[0.7452678084373474, 0.9704265594482422, 0.7245764136314392, 0.7325588464736938, 0.7437676787376404, 0.7278373837471008, 0.7314295172691345, 0.7862920761108398, 0.7129173278808594, 0.7985634803771973]",0.53
900,80,32,"[0.9738550186157227, 0.9812688827514648, 1.0616250038146973, 0.8234158754348755, 0.7959742546081543, 1.0810166597366333, 0.753981351852417, 1.1866562366485596, 0.7059286236763, 0.7256547212600708]",0.745
900,160,2,"[0.5387566089630127, 0.5655523538589478, 0.584743857383728, 0.5987520813941956, 0.6097748279571533, 0.6182624101638794, 0.6253488659858704, 0.6311714053153992, 0.635817289352417, 0.6399428844451904]",0.505
900,160,4,"[0.8464965224266052, 0.8642427325248718, 0.877949595451355, 0.885542631149292, 0.8782686591148376, 0.8756999969482422, 0.9674054384231567, 1.0309743881225586, 1.070671558380127, 1.0984066724777222]",0.905
900,160,8,"[0.4912598729133606, 0.479530394077301, 0.4335465133190155, 0.4525878429412842, 0.5238797068595886, 0.4798031449317932, 0.4840356707572937, 0.47359246015548706, 0.45872998237609863, 0.45772820711135864]",0.605
900,160,16,"[0.9281969666481018, 0.9773260951042175, 0.8074769973754883, 0.8006260395050049, 1.0118764638900757, 0.7495954036712646, 0.8320757746696472, 0.7610976696014404, 0.7177129983901978, 1.077804446220398]",0.455
900,160,32,"[0.4940893054008484, 0.597978949546814, 0.550757884979248, 0.6186131834983826, 0.36241593956947327, 0.37453117966651917, 0.3541112244129181, 0.396880179643631, 0.3816033899784088, 0.37220102548599243]",0.77
